theta,prev_resp,bias
-0.8824682817781491,-0.27969223290990725,-0.13520513492306202
-0.8824538462057794,-0.27970045702549323,-0.1352672600664045
-0.8824929781637095,-0.2797360727475129,-0.13517043675192106
-0.8824298181221357,-0.2796717617192281,-0.1356137902786004
-0.8822342093935699,-0.27953511030503186,-0.13541521213235377
-0.8824507726232564,-0.27972643571540257,-0.13519428026525132
-0.8824853050067198,-0.279721688735694,-0.1351786929996212
-0.8824892663379766,-0.27975575746871806,-0.13515251569462033
-0.882479467521479,-0.27974735107401233,-0.13516379465521958
-0.8824771090490543,-0.2796085672727795,-0.13519715186816508
-0.8825032169112694,-0.27972382141536833,-0.13517392199776607
-0.8824974612138529,-0.27971823116472516,-0.13519684483261965
-0.8820349697168172,-0.2796282620705177,-0.135139209836261
-0.8825044327316413,-0.27974083215712675,-0.13517858839782243
-0.8824861147729918,-0.27969641093921604,-0.1352432896647468
-0.8824998101005407,-0.27972276266160795,-0.13518621225767002
-0.8825041717936141,-0.27972847423023967,-0.13518915481925997
-0.8824880707848078,-0.27972447685550017,-0.13517964842481747
-0.8825006014918456,-0.2797269059655916,-0.1351802281857091
-0.882292304948042,-0.27969198019483804,-0.1351267626326169
-0.8824300062485979,-0.2796656603425472,-0.13519181829848997
-0.8824112541272059,-0.27975948030103515,-0.13522173582940022
-0.8825054164251716,-0.2797211263446548,-0.13519367674945632
-0.8825003862811321,-0.2797198970276383,-0.13517468509845826
-0.882504934558276,-0.2797248213080313,-0.13519019424922032
-0.8824963820277771,-0.27972190790890455,-0.1351907836287953
-0.8825083395518046,-0.2797282715880471,-0.13518920220113867
-0.882505611049358,-0.27972498066371587,-0.13519117561484756
-0.882497997468215,-0.27972490037084835,-0.13518116453074305
-0.8825059873157802,-0.27971973122811794,-0.13519449554777052
-0.8825062151773088,-0.27971964695284923,-0.13520115767896965
-0.882506762864232,-0.2797205438941193,-0.1351976138408733
-0.8825017020132547,-0.27973753507501176,-0.13517582737625383
-0.8824946106568576,-0.2796692130166836,-0.1352827526458999
-0.8824989641371486,-0.27972542759470576,-0.13518075720065403
-0.8824776670605761,-0.27968892674871243,-0.13521800619424967
-0.8824595982824276,-0.27971792841802223,-0.13517860682206093
-0.8825069585599178,-0.27972288766416564,-0.13519098707823943
-0.8824188095993961,-0.2795765617975041,-0.13521024009964175
-0.8825071063664613,-0.27971988279930293,-0.1351995391288146
-0.8824747070850082,-0.2797242534864365,-0.13515887410267133
-0.8824884152739586,-0.2797199052633846,-0.1351627521438318
-0.8825039845263465,-0.2797179737738021,-0.1352049020002305
-0.8824972461654995,-0.27970912050038904,-0.13522075823830457
-0.882760677880384,-0.2798505690818967,-0.13498536557279756
-0.8824914269741214,-0.2797285664727933,-0.13518590266397235
-0.8825034946330101,-0.27972015050309607,-0.1352013050566256
-0.8824856083870368,-0.2797476302909015,-0.13498166597301134
-0.8824965198858535,-0.27972194903849645,-0.13518227876451935
-0.8824820012167701,-0.27972745045554137,-0.13516232589316057
-0.8824868782869996,-0.2797096364772382,-0.13521216930366928
-0.8824868676697291,-0.2797213575325072,-0.13516274619479451
-0.8824979651223511,-0.2797149114545014,-0.13521085088940735
-0.8825068045427075,-0.2797226469412543,-0.13519433177753473
-0.8823323811131987,-0.2795713166383541,-0.135103517865446
-0.8824667644836955,-0.2797380379841648,-0.13514242012381766
-0.8825058557418086,-0.2797256823647703,-0.13518806106300327
-0.8824237109450287,-0.2797755299467972,-0.1351197352576462
-0.8825297310026439,-0.27975618279000275,-0.13521803230474666
-0.8825037163324948,-0.27972417617339707,-0.13518883926338757
-0.8824870451419755,-0.27971966732474907,-0.13517406199250748
-0.882477545598154,-0.2797107135247607,-0.13514969521334944
-0.8825279914493089,-0.27975192796164755,-0.1352377605448216
-0.8824936802256971,-0.27971847740404854,-0.13518549137483044
-0.8825096724274744,-0.2796641029231838,-0.13522051006509356
-0.8825185125583811,-0.2798211522942732,-0.13517995032572674
-0.8824893362944329,-0.2797195279312847,-0.13518961680383268
-0.8824968690646198,-0.27972023734567875,-0.13519686268993045
-0.8825116168462785,-0.27972931318947664,-0.1351958647681572
-0.8824896485198659,-0.2797155304868717,-0.13515920817843455
-0.8825023525327771,-0.27972521443201254,-0.13519890390981867
-0.8824995420783872,-0.27972378223098426,-0.13518115538876557
-0.8825058318659086,-0.27971969577345496,-0.13519740004571665
-0.8825051000747095,-0.2797248245204737,-0.135190865448358
-0.882506373148501,-0.27972436740695117,-0.13519022090859517
-0.882449915293121,-0.2797002347833802,-0.13518742939054035
-0.8821046092642353,-0.2795300567627669,-0.13513021348936682
-0.8824613076264585,-0.2796604842732663,-0.13524114577155755
-0.8825029287264688,-0.2797256473298041,-0.13518386546880978
-0.8823288093259807,-0.27963967393236167,-0.13502797942625205
-0.8825027598355822,-0.2797273926855669,-0.13518715401408138
-0.8824959241095122,-0.27971824990857047,-0.13518336803408476
