theta,prev_resp,bias
-0.9826686580911952,-0.21943722422933531,-0.17155755466971956
-0.9826753378657741,-0.21944382059125703,-0.17155196239640455
-0.9826793830336787,-0.21944555689675496,-0.17154897509113562
-0.9825479338802343,-0.21935364632398657,-0.17153506915633684
-0.9827140585325331,-0.21955330145491586,-0.17145004835992486
-0.9826749867489175,-0.21943994982317222,-0.17155525536245203
-0.9826775454819093,-0.21944583307773968,-0.17154700104089382
-0.9826782627014867,-0.2194444872073854,-0.17155129662620466
-0.9825671973163507,-0.21940399041871755,-0.17149910981777183
-0.9826785153348379,-0.21944446761767925,-0.171548939253785
-0.982675327280114,-0.21944313651911215,-0.17154637275096304
-0.9826757028309419,-0.219447014612192,-0.17155182732826532
-0.9826470442152575,-0.219436884854766,-0.171539848993573
-0.9824260845627162,-0.21919700755858756,-0.17144863653373404
-0.9826778479885843,-0.21944603663004994,-0.17154772328101767
-0.9826769442215728,-0.21944249028878962,-0.17155049649522552
-0.9823326386374028,-0.2194170436317286,-0.17135419533980523
-0.9826811414977447,-0.21943761525560032,-0.17155878537572544
-0.9826664844889555,-0.2194173317885449,-0.17155335689076326
-0.9826794642547348,-0.21944493021220765,-0.17154745840428134
-0.9826652842215831,-0.21944697601766738,-0.17154939244367012
-0.9825706420602336,-0.2193428919139359,-0.1715158769380341
-0.9826818387237375,-0.21945163767734652,-0.17154701050228605
-0.9826688083872144,-0.21944602000652655,-0.1715612658525842
-0.9826671660171067,-0.2194542089613808,-0.17154197595839332
-0.9825645889574307,-0.21947111040270476,-0.17153007052296154
-0.9826793926792884,-0.2194447223034554,-0.1715501691619859
-0.9826806801029291,-0.21944058125429985,-0.17156136586025914
-0.9826719786084144,-0.21944234776289578,-0.17158755670491585
