perm_idx,state_idx,BIC
0,1,10207.988328835476
0,2,10178.524876183186
1,1,10207.988121507697
1,2,10178.524644799647
2,1,10207.987798410193
2,2,10177.01505891878
3,1,10207.987777984257
3,2,10178.524830927981
4,1,10207.98777805797
4,2,10178.524582361166
5,1,10207.987956741346
5,2,10178.294729829604
6,1,10207.987781196483
6,2,10058.153224860172
7,1,10207.9878047054
7,2,10175.787650770244
8,1,10207.987790784795
8,2,10178.525030172003
9,1,10207.988229958537
9,2,10177.115642599962
10,1,10207.987777876067
10,2,10178.149731823662
11,1,10207.987777929768
11,2,10180.1322911685
12,1,10207.987864417755
12,2,10175.649660599302
13,1,10207.987778028488
13,2,10253.955936183387
14,1,10207.987781283664
14,2,10174.711598691572
15,1,10207.987777819379
15,2,10178.524115206601
16,1,10207.987780133739
16,2,10175.085109049436
17,1,10207.987779816383
17,2,10182.078981542401
18,1,10207.988403253248
18,2,10175.581325755096
19,1,10207.987777879072
19,2,10177.938454741443
20,1,10207.9880640457
20,2,10178.524686463406
21,1,10207.987778147059
21,2,10178.518670095182
22,1,10207.98778168273
22,2,10178.52515673336
23,1,10207.987778031063
23,2,10179.77673953078
24,1,10207.988291018195
24,2,10178.52556337017
25,1,10207.987779254849
25,2,10179.15938124307
26,1,10207.987809293068
26,2,10174.578729239318
27,1,10207.987778396347
27,2,10059.455063704821
28,1,10207.987780053532
28,2,10178.525234007786
29,1,10207.988034148791
29,2,10178.523975679249
30,1,10207.988217527116
30,2,10178.524764948594
31,1,10207.987790767409
31,2,10179.447310881274
32,1,10207.987777816454
32,2,10174.417443828594
33,1,10207.987792181735
33,2,10175.601042136563
34,1,10207.98781362172
34,2,10180.608929037508
35,1,10207.987903379642
35,2,10177.942575118268
36,1,10207.988091163345
36,2,10174.480776936018
37,1,10207.987777961529
37,2,10176.832120772884
38,1,10207.98778022642
38,2,10177.942571053509
39,1,10207.987862804017
39,2,10178.388723677448
40,1,10207.987789937357
40,2,10178.524037023635
41,1,10207.987777843311
41,2,10178.213156623287
42,1,10207.988423752173
42,2,10178.524648375675
43,1,10207.987778045439
43,2,10175.894859182788
44,1,10207.987960905753
44,2,10178.525695401098
45,1,10207.987778067762
45,2,10059.4980671333
46,1,10207.987778211696
46,2,10178.524210824535
47,1,10207.987777901475
47,2,10057.97303226032
48,1,10207.987778407343
48,2,10060.864863616715
49,1,10207.987780677657
49,2,10178.524473016449
50,1,10207.987777819955
50,2,10178.524128497278
51,1,10207.988597852602
51,2,10179.761390791838
52,1,10207.988654717097
52,2,10177.927091814961
53,1,10207.987799630044
53,2,10178.524100207595
54,1,10207.987777822196
54,2,10178.52536710075
55,1,10207.98777781985
55,2,10253.955421857123
56,1,10207.988061053922
56,2,10178.524136026768
57,1,10207.987793740787
57,2,10178.525585807549
58,1,10207.987777975215
58,2,10176.077271813212
59,1,10207.987800897943
59,2,10176.12196379577
60,1,10207.987778119874
60,2,10058.972100305142
61,1,10207.987966970806
61,2,10178.524001986969
62,1,10207.987835224747
62,2,10178.52585286902
63,1,10207.987777837472
63,2,10178.526182305959
64,1,10207.988104294942
64,2,10175.158548760477
65,1,10207.987777872348
65,2,10178.525709300568
66,1,10207.988172406058
66,2,10178.52504887919
67,1,10207.987778285062
67,2,10178.524435361762
68,1,10207.987785300738
68,2,10172.838587758122
69,1,10207.987777843991
69,2,10178.184149114451
70,1,10207.988102617823
70,2,10177.883037713043
71,1,10207.987831840366
71,2,10062.264565979478
72,1,10207.987787249771
72,2,10178.524539525852
73,1,10207.988451271593
73,2,10178.172116818472
74,1,10207.987783370905
74,2,10177.017967895115
75,1,10207.98784874787
75,2,10179.206348172333
76,1,10207.988118250027
76,2,10177.234160145987
77,1,10207.987777926042
77,2,10178.52513109347
78,1,10207.987796829617
78,2,10178.928985223254
79,1,10207.98799375985
79,2,10178.064788519572
80,1,10207.98792510833
80,2,10176.906251705035
81,1,10207.987777870729
81,2,10178.526121145556
82,1,10207.987777875802
82,2,10178.524588788321
83,1,10207.988156816311
83,2,10178.524785574104
84,1,10207.987778768122
84,2,10178.525786615755
85,1,10207.988518341488
85,2,10179.841665310305
86,1,10207.98785333742
86,2,10178.524490315702
87,1,10207.988334250402
87,2,10178.524819956921
88,1,10207.987778125036
88,2,10178.52460717416
89,1,10207.988302645012
89,2,10174.964117445199
90,1,10207.988000418876
90,2,10178.523998973918
91,1,10207.988531993195
91,2,10177.96786966086
92,1,10207.987777818742
92,2,10180.287096374468
93,1,10207.98841514033
93,2,10178.094800506271
94,1,10207.98778103874
94,2,10180.567045902775
95,1,10207.987777815786
95,2,10178.524126206827
96,1,10207.987777843517
96,2,10178.524049462736
97,1,10207.98817040537
97,2,10178.524014098153
98,1,10207.987777816548
98,2,10178.524436245742
99,1,10207.987777833
99,2,10178.52520283334
