theta,prev_resp,bias
-0.8936208883221469,-0.267221183410604,-0.1403737548741734
-0.8935522340736677,-0.26725715575012526,-0.14032922987883747
-0.8935581714845436,-0.26725567027104447,-0.14034080540762253
-0.8935355049365938,-0.2672550559680145,-0.14030857675145783
-0.8935078569862057,-0.26722454037272864,-0.1403463131995442
-0.8935389503316621,-0.2672561156948275,-0.14034021630235405
-0.8935077914356491,-0.26723196524550435,-0.14034084000833885
-0.8935928362014937,-0.2672581734159991,-0.140319169212557
-0.8935699264843205,-0.26726506540887607,-0.14037913370105334
-0.8934683671494252,-0.2671321844869314,-0.14046018363458118
-0.8935627885279076,-0.2672517093836479,-0.1403285390597507
-0.8933783636913466,-0.26718127519282936,-0.1403161941351193
-0.8935529238492869,-0.2672199825212859,-0.14041903031841566
-0.8935009995809051,-0.26723651994897457,-0.1403861549193902
-0.8934405162538358,-0.2674658372540443,-0.14050877506473508
-0.8935469559138148,-0.2672565086495003,-0.14032772902208349
-0.8934832351027737,-0.26724787168737246,-0.1403275302879437
-0.8935164209863007,-0.267232937434654,-0.14040833550000198
-0.8935885425755444,-0.2671106779282158,-0.14043542030256392
-0.8935093332468411,-0.26724560245958445,-0.14032165593676707
-0.893506738133629,-0.2672402708938048,-0.14038150913701822
-0.8935192890837151,-0.26722582269405915,-0.1403439723285345
-0.8935287738834032,-0.26719800705573754,-0.14045547327198016
-0.8935210975765343,-0.26722959707915606,-0.14030924981650034
-0.8933508373234041,-0.2672587686834187,-0.1402037792578879
-0.8935484880977885,-0.26725761079941335,-0.14034201712080482
-0.8935528329127698,-0.2672577727434783,-0.14033065304553763
-0.8935080659782383,-0.26723950009199937,-0.14038387324544271
-0.8936979430356798,-0.26726717638181074,-0.1403563277705086
-0.8935581603878668,-0.26725369092858053,-0.14032785930296077
-0.8935564854639503,-0.26725384055338436,-0.14033819933119307
-0.8935637947989139,-0.2672692319329626,-0.14036427208492475
-0.8935547179535074,-0.26725773965422334,-0.14033217266489859
-0.8935583911435707,-0.26725513647640076,-0.14033002990743637
-0.8935208203980316,-0.26714817689485404,-0.1404284783825511
-0.8935200617021863,-0.2672414878867785,-0.14038753742060384
-0.8934270280171478,-0.267371927904858,-0.14047523941026152
-0.8935069494883108,-0.2672270664767713,-0.14036588505901842
-0.8935033198095081,-0.26723790014596727,-0.14025388278679515
-0.8935611450518103,-0.26725166560231806,-0.14035014962174389
-0.8936179801057667,-0.26724112657302873,-0.14033101020447258
-0.8933832653088809,-0.26731421980051584,-0.14040289683514406
-0.8934288135296492,-0.26710965337164044,-0.14036592160949926
-0.8935496021574765,-0.26723846122603323,-0.14035104849142097
-0.8935849606500441,-0.26733900604098654,-0.1402938203769243
-0.8935567741355014,-0.2672377346354328,-0.1403914822434962
-0.8935201388422594,-0.2671256913128016,-0.1404995275753611
-0.8933852271475654,-0.2673126033359698,-0.14050997198784104
-0.8933542572144989,-0.2670784834796566,-0.14020360957987368
-0.8935537214635914,-0.26725799135104017,-0.14033253362424566
-0.8932695933833684,-0.2673744382922832,-0.14041708756449967
-0.893536077319257,-0.26713228432655556,-0.1405040334266537
-0.8935198956377641,-0.26724286601333264,-0.14031910513563622
-0.8934745412103686,-0.26715774004825255,-0.14023791769792074
-0.8935511917120939,-0.2672459849636556,-0.1403410231825886
-0.8935517622502617,-0.2672581148341634,-0.1403391722119094
-0.8935545838498636,-0.26724802399641817,-0.14034726046181303
-0.893424337277363,-0.26717417246675157,-0.14037098119844724
-0.8935489218391592,-0.26725936086234575,-0.14033421152879028
-0.8935595758109158,-0.26725079013568026,-0.14032450062503948
-0.8935546826980021,-0.26725766982827837,-0.14033221370596832
-0.8935591309150323,-0.2672536573942587,-0.14033482720700075
-0.8934754798300624,-0.26735290957896957,-0.14037041207612982
-0.8933716323211899,-0.26715033685961365,-0.1404147688277351
-0.8935498397048539,-0.2672489632897505,-0.14035337584220642
-0.8935414836293876,-0.26724598620441736,-0.140380607466944
-0.8934112479727406,-0.267163633483814,-0.14036052440297708
-0.8933012696608239,-0.2673585418374217,-0.14037307512669575
-0.8935476498721623,-0.26725581469275567,-0.14035017801608002
-0.8934790413622252,-0.26722186813056115,-0.14040927350327354
-0.8935490742267366,-0.2672624519870974,-0.14032609477305505
-0.893562744355767,-0.26726310138546155,-0.14034524034662457
-0.8935608310919118,-0.2671832746451219,-0.14045894912357584
-0.8935565218182536,-0.2672610801965681,-0.14033145174002187
-0.8935807062886167,-0.26727731769018354,-0.1403372302264601
-0.893542234453145,-0.2672557577629333,-0.1403555758876752
-0.8934725812046482,-0.2672349253060346,-0.14030318153174248
-0.8935552672463593,-0.26725621299597135,-0.1403420655578133
-0.8935529358929771,-0.26725779212811246,-0.1403306895778556
-0.8935688373835676,-0.2672479735026133,-0.14035452649325514
-0.8935221876229115,-0.2671808819852212,-0.1404497764422723
-0.8935563964219834,-0.2672604979925955,-0.1403331480267189
-0.8934746169515079,-0.26724502524940075,-0.14031568833086325
-0.893395834770463,-0.26712068443721576,-0.14031117857013364
-0.8933424635381899,-0.2671345538355481,-0.1403216036213072
-0.893586843811951,-0.2672592413446831,-0.1403513138264615
-0.8936048969464768,-0.26727305061550094,-0.14034858230665592
-0.8935532157333178,-0.26725696047957703,-0.14033177798811716
-0.8935356676653753,-0.26722944963491707,-0.14034793153036826
-0.8936119442119226,-0.26725284662005827,-0.14035991376437315
-0.8935833724870229,-0.2672127901081142,-0.1403392415827688
-0.8936120387475879,-0.2671671931771918,-0.14031105960937115
-0.8934572945527346,-0.2672017961391104,-0.1401903751126492
-0.893554821048358,-0.2672605581904791,-0.14034337858511753
-0.8935561171583697,-0.26723545717751307,-0.14039286237452478
-0.893555184203366,-0.2672560310909227,-0.14034334279045702
-0.8934877651433621,-0.2672796784601982,-0.1403543208987646
-0.8935086881491439,-0.26724680224623315,-0.14026698907492605
-0.8935596714612084,-0.2672597612095655,-0.14033854271102206
-0.8935392832448905,-0.26720826265008624,-0.1404408357149381
