stim*contrast_ext,previous_ext,bias_ext,stim*contrast_int,previous_int,bias_int,AA,AB,BA,BB
19.614879244750636,0.11258360606517787,0.19955783573717362,19.591592455026923,0.10923795650495649,0.211103804527022,-0.03586623709291376,-3.3458384166218758,-3.507741635861316,-0.030422619343776963
19.618516527924257,0.10896745705658528,0.20793844259167168,19.607142047441865,0.12094954829042767,0.1957319083911012,-0.007300441674116353,-4.923468429507087,-3.4060353458176156,-0.0337351420722898
20.001094920890804,0.1039303734964152,0.18090945406716077,19.386210222905383,0.11558500083393408,0.2208755028452697,-0.023863344321011937,-3.74731965260669,-3.283100105193603,-0.03823345796754512
20.054158222262604,0.10396837748300018,0.18903234449617876,19.31242735906643,0.11848397518455944,0.22214518778672943,-0.011959562937353918,-4.432197896671589,-4.433382253051204,-0.011945322050366018
20.348406303364783,0.26929112166006186,0.18126518646475195,19.22458072668545,-0.07787624830313898,0.2375601931492817,-0.05426904886583241,-2.940813030734742,-2.748351638055479,-0.0661754060840261
20.574136679607037,0.26221690097722117,0.1838698592412734,18.89728168591677,-0.08020590692746878,0.23611690552655237,-0.06639308417160356,-2.7451752623973396,-3.0017967291025993,-0.05097512901517986
19.659776090455065,0.11258633283478103,0.20690231936586545,19.352102868715182,0.07838086985643622,0.18109931652661967,-0.0021214158909211595,-6.1567320605786175,-3.044848002382986,-0.0487738887184208
20.65853210853518,0.21339281698295534,0.19539430593545737,18.197421435118734,-0.07722364164339608,0.22668958228529398,-0.04858856659487081,-3.048562947534602,-3.686360944274511,-0.02538246863755101
19.705860434894564,0.11270782280531799,0.2053593252947165,19.590828275484284,0.10410917711497918,0.20832507899174282,-0.03952743540679644,-3.2504588987093466,-4.787311449151568,-0.008369764880776526
20.186527263771367,0.12227799333379374,0.20828237159797072,19.487214980845785,0.10669870284871966,0.20490924737207042,-0.014692142794912884,-4.227779509129048,-3.3264457021108633,-0.03658157156563809
