isi,block,trial,isi_ms,isi_frames,theta,log_cnt,resp,rt,stim_duration,blank_duration,cnt,correct
22,1,42,420,42,45,-1.78318251666699,1,1.36321979999775,0.0269974999828264,0.417085599969141,0.0164746988006836,1
43,1,43,840,84,-45,-1.78318251666699,-1,3.5201090000337,0.0268674999824725,0.836948100011796,0.0164746988006836,1
18,1,44,340,34,45,-1.78318251666699,-1,1.71685550000984,0.0271447999984957,0.337098399992101,0.0164746988006836,0
23,1,45,440,44,45,-1.78318251666699,1,1.42353530001128,0.0268746000365354,0.436995299998671,0.0164746988006836,1
44,1,46,860,86,45,-1.78318251666699,1,1.11593239998911,0.0268760999897495,0.857103799993638,0.0164746988006836,1
28,1,47,540,54,-45,-1.78318251666699,1,1.43633370002499,0.026891199988313,0.537107300013304,0.0164746988006836,0
2,1,48,20,2,-45,-1.78318251666699,1,1.90949190000538,0.0262420999933966,0.0161476000212133,0.0164746988006836,0
3,1,49,40,4,-45,-1.78318251666699,1,1.23308640002506,0.0263457999681123,0.0362971000140533,0.0164746988006836,0
10,1,50,180,18,45,-1.78318251666699,1,0.884786399954464,0.0268365999800153,0.176227600022685,0.0164746988006836,1
35,1,51,680,68,45,-1.78318251666699,-1,1.31123550003394,0.0269381999969482,0.677231000037864,0.0164746988006836,0
43,1,52,840,84,45,-1.78318251666699,1,2.30314360000193,0.0269893999793567,0.837059699988458,0.0164746988006836,1
23,1,53,440,44,45,-1.78318251666699,1,0.879112099995837,0.0270166999544017,0.436942000000272,0.0164746988006836,1
21,1,54,400,40,-45,-1.78318251666699,-1,2.10387980000814,0.0270879000308923,0.397039200004656,0.0164746988006836,1
1,1,55,0,0,-45,-1.78318251666699,-1,1.06017090001842,0.0261824000044726,0.00168439996195957,0.0164746988006836,1
46,1,56,900,90,45,-1.78318251666699,-1,1.93976649997057,0.0269150999956764,0.896894999954384,0.0164746988006836,0
34,1,57,660,66,45,-1.78318251666699,1,0.883836499997415,0.0270100999623537,0.657067499996629,0.0164746988006836,1
1,1,58,0,0,45,-1.78318251666699,1,1.73187469999539,0.026271499984432,0.00218780001159757,0.0164746988006836,1
5,1,59,80,8,45,-1.78318251666699,1,0.744202900037635,0.0267916000448167,0.0767261000000872,0.0164746988006836,1
35,1,60,680,68,45,-1.78318251666699,-1,0.751631099963561,0.0269154999987222,0.677529899985529,0.0164746988006836,0
9,1,61,160,16,-45,-1.78318251666699,1,1.73625570000149,0.0264932999853045,0.157075099996291,0.0164746988006836,0
29,1,62,560,56,-45,-1.78318251666699,1,2.21634420001647,0.026945199992042,0.556975200015586,0.0164746988006836,0
45,1,63,880,88,45,-1.78318251666699,1,1.12754920002772,0.0268665000330657,0.876978199987207,0.0164746988006836,1
13,1,64,240,24,45,-1.78318251666699,-1,3.67215420003049,0.0267741000279784,0.236973799997941,0.0164746988006836,0
9,1,65,160,16,45,-1.78318251666699,1,1.608218999987,0.0268535999930464,0.156955100013874,0.0164746988006836,1
48,1,66,940,94,45,-1.78318251666699,1,0.683656400011387,0.0268872999586165,0.937084700039122,0.0164746988006836,1
12,1,67,220,22,-45,-1.78318251666699,-1,0.763776600011624,0.0268193000229076,0.216942599974573,0.0164746988006836,1
33,1,68,640,64,-45,-1.78318251666699,-1,0.839821400004439,0.0268749999813735,0.637098800041713,0.0164746988006836,1
39,1,69,760,76,45,-1.78318251666699,1,0.68808039999567,0.0266353999613784,0.756970599992201,0.0164746988006836,1
17,1,70,320,32,45,-1.78318251666699,-1,1.14357329998165,0.0268920999951661,0.316970099986065,0.0164746988006836,0
11,1,71,200,20,45,-1.78318251666699,1,0.671618500025943,0.0270194999757223,0.197087200009264,0.0164746988006836,1
2,1,72,20,2,45,-1.78318251666699,-1,1.06184499996016,0.0261724999872968,0.0161050999886356,0.0164746988006836,0
1,1,73,0,0,45,-1.78318251666699,-1,1.17229950003093,0.0261833000113256,0.0017927999724634,0.0164746988006836,0
47,1,74,920,92,-45,-1.78318251666699,1,1.32782529998804,0.0269651000271551,0.916971799975727,0.0164746988006836,0
34,1,75,660,66,-45,-1.78318251666699,-1,0.643971499986947,0.0270644000265747,0.657153800013475,0.0164746988006836,1
20,1,76,380,38,-45,-1.78318251666699,-1,0.667425899999216,0.0268138999817893,0.376950000005309,0.0164746988006836,1
18,1,77,340,34,-45,-1.78318251666699,-1,0.547989400045481,0.0269124999758787,0.337124500016216,0.0164746988006836,1
22,1,78,420,42,-45,-1.78318251666699,-1,0.675572799984366,0.0271009000134654,0.417401299986523,0.0164746988006836,1
28,1,79,540,54,-45,-1.78318251666699,-1,0.523930299968924,0.0268815999734215,0.536911700037308,0.0164746988006836,1
45,1,80,880,88,-45,-1.78318251666699,-1,0.551660299999639,0.0270093999570236,0.876953700033482,0.0164746988006836,1
7,1,81,120,12,-45,-1.78318251666699,-1,0.81585090002045,0.0269013000070117,0.116961400024593,0.0164746988006836,1
15,1,82,280,28,-45,-1.78318251666699,-1,0.912537600030191,0.0269571999670006,0.277007800003048,0.0164746988006836,1
37,1,83,720,72,-45,-1.78318251666699,-1,0.743717100005597,0.0269747999846004,0.717110300029162,0.0164746988006836,1
42,1,84,820,82,-45,-1.78318251666699,1,0.835674500034656,0.0270173000171781,0.817266799975187,0.0164746988006836,0
46,1,85,900,90,45,-1.78318251666699,1,0.820406400016509,0.026910400018096,0.896943199972156,0.0164746988006836,1
40,1,86,780,78,-45,-1.78318251666699,-1,0.779636499995831,0.0269697999465279,0.777090800052974,0.0164746988006836,1
38,1,87,740,74,45,-1.78318251666699,-1,1.05929470004048,0.0269418000243604,0.737014399957843,0.0164746988006836,0
24,1,88,460,46,-45,-1.78318251666699,-1,0.812274999974761,0.0269162000040524,0.456956500012893,0.0164746988006836,1
25,1,89,480,48,45,-1.78318251666699,1,5.87949409999419,0.0268939000088722,0.477046000014525,0.0164746988006836,1
47,1,90,920,92,-45,-1.78318251666699,-1,1.0561814000248,0.0268977000378072,0.91698290000204,0.0164746988006836,1
8,1,91,140,14,-45,-1.78318251666699,-1,0.875694499991369,0.026734100014437,0.136862199986354,0.0164746988006836,1
11,1,92,200,20,45,-1.78318251666699,1,0.607802900020033,0.0271303000045009,0.196870799991302,0.0164746988006836,1
11,1,93,200,20,45,-1.78318251666699,1,0.624002799973823,0.0268862000084482,0.196968499978539,0.0164746988006836,1
8,1,94,140,14,45,-1.78318251666699,1,0.620358599990141,0.0265359000186436,0.136940700002015,0.0164746988006836,1
26,1,95,500,50,45,-1.78318251666699,-1,0.595318000006955,0.0269415000220761,0.497111800010316,0.0164746988006836,0
41,1,96,800,80,-45,-1.78318251666699,-1,0.631594800041057,0.0270542000071146,0.797130599967204,0.0164746988006836,1
16,1,97,300,30,45,-1.78318251666699,1,0.555485599965323,0.0269439000403509,0.296932799974456,0.0164746988006836,1
42,1,98,820,82,-45,-1.78318251666699,-1,0.595344399975147,0.0271868000272661,0.817258499970194,0.0164746988006836,1
24,1,99,460,46,45,-1.78318251666699,1,0.603815299982671,0.0270055999862961,0.456963300006464,0.0164746988006836,1
25,1,100,480,48,45,-1.78318251666699,1,1.12724979995983,0.0269199999747798,0.476952700002585,0.0164746988006836,1
4,1,101,60,6,-45,-1.78318251666699,-1,0.620276700006798,0.0265203000162728,0.0565672999946401,0.0164746988006836,1
14,1,102,260,26,45,-1.78318251666699,1,0.597179200034589,0.0267728000180796,0.256820399954449,0.0164746988006836,1
26,1,103,500,50,45,-1.78318251666699,1,0.900374600023497,0.0269455999950878,0.496963400044478,0.0164746988006836,1
4,1,104,60,6,-45,-1.78318251666699,1,1.18091759999515,0.026629599975422,0.0567513999994844,0.0164746988006836,0
48,1,105,940,94,45,-1.78318251666699,1,0.587938300042879,0.0268569000181742,0.936978899990208,0.0164746988006836,1
49,1,106,960,96,-45,-1.78318251666699,-1,0.552797999989707,0.0268942000111565,0.956754599988926,0.0164746988006836,1
6,1,107,100,10,-45,-1.78318251666699,1,1.13975410000421,0.0267308999900706,0.0967151999939233,0.0164746988006836,0
41,1,108,800,80,-45,-1.78318251666699,-1,0.519412399968132,0.0270429999800399,0.796978600032162,0.0164746988006836,1
50,1,109,980,98,45,-1.78318251666699,1,0.627380299963988,0.0269131999812089,0.977013399999123,0.0164746988006836,1
27,1,110,520,52,45,-1.78318251666699,1,0.608562700042967,0.0268354000290856,0.517051299975719,0.0164746988006836,1
32,1,111,620,62,-45,-1.78318251666699,1,0.603952599980403,0.0266532000387087,0.617107599973679,0.0164746988006836,0
19,1,112,360,36,-45,-1.78318251666699,-1,0.511383700009901,0.0269713000161573,0.357004499994218,0.0164746988006836,1
3,1,113,40,4,45,-1.78318251666699,1,1.2178442000295,0.0262139000114985,0.0360779999755323,0.0164746988006836,1
6,1,114,100,10,45,-1.78318251666699,-1,1.01189299998805,0.026720599969849,0.096941500029061,0.0164746988006836,0
48,1,115,940,94,45,-1.78318251666699,1,0.460110799991526,0.0268898999784142,0.937099099974148,0.0164746988006836,1
31,1,116,600,60,45,-1.78318251666699,1,0.863615999987815,0.0268899999791756,0.597031700017396,0.0164746988006836,1
8,1,117,140,14,-45,-1.78318251666699,-1,0.556408200005535,0.0268906999845058,0.13686540001072,0.0164746988006836,1
38,1,118,740,74,45,-1.78318251666699,1,0.500090399989858,0.0270107000251301,0.736975500010885,0.0164746988006836,1
44,1,119,860,86,-45,-1.78318251666699,-1,0.491761300014332,0.0269219999900088,0.857067900011316,0.0164746988006836,1
30,1,120,580,58,-45,-1.78318251666699,-1,0.628021900018211,0.0269232999999076,0.57708250003634,0.0164746988006836,1
17,1,121,320,32,45,-1.78318251666699,1,0.568639200006146,0.0269361999817193,0.316951900022104,0.0164746988006836,1
31,1,122,600,60,45,-1.78318251666699,1,0.398609399970155,0.0271871000295505,0.597397699952126,0.0164746988006836,1
29,1,123,560,56,45,-1.78318251666699,1,0.376612499996554,0.0269432000350207,0.556921000010334,0.0164746988006836,1
51,1,124,1000,100,45,-1.78318251666699,1,0.480336699984036,0.0269666999811307,0.997059100016486,0.0164746988006836,1
12,1,125,220,22,-45,-1.78318251666699,1,0.668331600027159,0.0267589000286534,0.216942799976096,0.0164746988006836,0
21,1,126,400,40,45,-1.78318251666699,1,1.33496190002188,0.0269140999880619,0.397212699986994,0.0164746988006836,1
33,1,127,640,64,45,-1.78318251666699,1,0.695848300005309,0.0270115999737754,0.6369485000032,0.0164746988006836,1
10,1,128,180,18,45,-1.78318251666699,1,0.675865299999714,0.0268075999920256,0.176821800007019,0.0164746988006836,1
26,1,129,500,50,45,-1.78318251666699,1,0.65978260000702,0.0268530999892391,0.497162099985871,0.0164746988006836,1
13,1,130,240,24,45,-1.78318251666699,1,0.759722600050736,0.0270125999813899,0.236991100013256,0.0164746988006836,1
9,1,131,160,16,-45,-1.78318251666699,1,0.615770099975634,0.0267651999602094,0.156869300000835,0.0164746988006836,0
49,1,132,960,96,-45,-1.78318251666699,1,0.552065399999265,0.0271133999922313,0.957073700032197,0.0164746988006836,0
4,1,133,60,6,-45,-1.78318251666699,1,1.261355500028,0.0265934999915771,0.0566080000135116,0.0164746988006836,0
22,1,134,420,42,45,-1.78318251666699,1,2.17911309999181,0.0269383999984711,0.41703559999587,0.0164746988006836,1
36,1,135,700,70,-45,-1.78318251666699,1,2.49120340001537,0.0270086000091396,0.696952000027522,0.0164746988006836,0
51,1,136,1000,100,-45,-1.78318251666699,-1,0.751528699998744,0.0268739000312053,0.996939999982715,0.0164746988006836,1
29,1,137,560,56,-45,-1.78318251666699,1,0.759119399997871,0.0269547000061721,0.556929000013042,0.0164746988006836,0
21,1,138,400,40,-45,-1.78318251666699,-1,0.519853900012095,0.0269048000336625,0.397095999971498,0.0164746988006836,1
24,1,139,460,46,-45,-1.78318251666699,-1,0.636201100016478,0.0270355000393465,0.45715079997899,0.0164746988006836,1
13,1,140,240,24,-45,-1.78318251666699,1,0.711648399999831,0.0268683999893256,0.236873499990907,0.0164746988006836,0
16,1,141,300,30,-45,-1.78318251666699,-1,1.00444069999503,0.0268028000136837,0.296788299980108,0.0164746988006836,1
14,1,142,260,26,-45,-1.78318251666699,-1,0.643930299964268,0.0268652999657206,0.257048700004816,0.0164746988006836,1
34,1,143,660,66,45,-1.78318251666699,1,0.803783599985763,0.0270203999825753,0.656986400019377,0.0164746988006836,1
12,1,144,220,22,-45,-1.78318251666699,-1,0.65235449996544,0.0268912999890745,0.217078100016806,0.0164746988006836,1
30,1,145,580,58,-45,-1.78318251666699,-1,0.659477700013667,0.0268431000295095,0.57715540000936,0.0164746988006836,1
20,1,146,380,38,45,-1.78318251666699,1,0.684760499978438,0.0266250999993645,0.37685010000132,0.0164746988006836,1
50,1,147,980,98,-45,-1.78318251666699,-1,0.643758599995635,0.0268164000008255,0.977255899982993,0.0164746988006836,1
51,1,148,1000,100,45,-1.78318251666699,1,0.607518500008155,0.0269831999903545,0.997092100034934,0.0164746988006836,1
41,1,149,800,80,-45,-1.78318251666699,1,0.567839300027117,0.0268630000064149,0.796946800022852,0.0164746988006836,0
46,1,150,900,90,45,-1.78318251666699,1,0.627826799987815,0.0267352999653667,0.897224400017876,0.0164746988006836,1
27,1,151,520,52,45,-1.78318251666699,1,0.767714500019792,0.0272887999890372,0.517082499980461,0.0164746988006836,1
28,1,152,540,54,45,-1.78318251666699,1,0.523938499973156,0.0268330000108108,0.537198599951807,0.0164746988006836,1
36,1,153,700,70,45,-1.78318251666699,-1,2.41172009997535,0.0269986999919638,0.697034400014672,0.0164746988006836,0
4,2,154,60,6,45,-1.78318251666699,1,0.82884859998012,0.026745299983304,0.0568178000394255,0.0164746988006836,1
51,2,155,1000,100,-45,-1.78318251666699,-1,1.02383510000072,0.0269552000099793,0.997134600009304,0.0164746988006836,1
36,2,156,700,70,-45,-1.78318251666699,1,0.587980399955995,0.0270365999895148,0.697182000032626,0.0164746988006836,0
32,2,157,620,62,45,-1.78318251666699,1,0.971502000000328,0.0269913999945857,0.617147399985697,0.0164746988006836,1
41,2,158,800,80,-45,-1.78318251666699,1,1.20777540002018,0.0269306999980472,0.79726349998964,0.0164746988006836,0
26,2,159,500,50,45,-1.78318251666699,1,0.804001400014386,0.027321099943947,0.497200400044676,0.0164746988006836,1
41,2,160,800,80,-45,-1.78318251666699,1,1.127526199969,0.0271109000314027,0.797211600001901,0.0164746988006836,0
14,2,161,260,26,45,-1.78318251666699,1,0.579451000026893,0.0270829999935813,0.257177099992987,0.0164746988006836,1
37,2,162,720,72,-45,-1.78318251666699,1,0.599868800025433,0.0264333999948576,0.717219599988312,0.0164746988006836,0
7,2,163,120,12,-45,-1.78318251666699,-1,1.07221690000733,0.0267566000111401,0.116889700002503,0.0164746988006836,1
19,2,164,360,36,-45,-1.78318251666699,-1,0.704527499969117,0.0270137999905273,0.356892700016033,0.0164746988006836,1
38,2,165,740,74,-45,-1.78318251666699,-1,0.562432600010652,0.0270142999943346,0.737678799952846,0.0164746988006836,1
23,2,166,440,44,45,-1.78318251666699,1,0.688464600010775,0.0266618999885395,0.437087199999951,0.0164746988006836,1
1,2,167,0,0,45,-1.78318251666699,-1,0.723354400019161,0.0262625000323169,0.00167709996458143,0.0164746988006836,0
36,2,168,700,70,-45,-1.78318251666699,-1,0.556466800044291,0.0266534000402316,0.697073699964676,0.0164746988006836,1
26,2,169,500,50,-45,-1.78318251666699,-1,0.835849900031462,0.0271221000002697,0.49696869996842,0.0164746988006836,1
42,2,170,820,82,-45,-1.78318251666699,-1,0.484442799992394,0.0267664999701083,0.817008200043347,0.0164746988006836,1
22,2,171,420,42,-45,-1.78318251666699,-1,0.532334899995476,0.0270307000027969,0.416988299984951,0.0164746988006836,1
25,2,172,480,48,-45,-1.78318251666699,-1,1.09576340002241,0.0269634999567643,0.476954800018575,0.0164746988006836,1
33,2,173,640,64,-45,-1.78318251666699,1,0.68089359998703,0.0266257000039332,0.636373099987395,0.0164746988006836,0
51,2,174,1000,100,45,-1.78318251666699,1,0.959377399994992,0.0270774000091478,0.997066399955656,0.0164746988006836,1
10,2,175,180,18,-45,-1.78318251666699,-1,1.78008820000105,0.0269590000389144,0.176826199982315,0.0164746988006836,1
5,2,176,80,8,45,-1.78318251666699,-1,0.664278700016439,0.0266309999860823,0.0767275000107475,0.0164746988006836,0
2,2,177,20,2,-45,-1.78318251666699,-1,0.741827100049704,0.0262407999834977,0.0161118000396527,0.0164746988006836,1
16,2,178,300,30,-45,-1.78318251666699,1,0.843782699957956,0.0269795000203885,0.296951199998148,0.0164746988006836,0
34,2,179,660,66,-45,-1.78318251666699,1,0.803386599989608,0.0270342000294477,0.656963099958375,0.0164746988006836,0
23,2,180,440,44,-45,-1.78318251666699,-1,0.591319400002249,0.026952899992466,0.437084500037599,0.0164746988006836,1
50,2,181,980,98,-45,-1.78318251666699,-1,0.707272799976636,0.0270313000073656,0.977047699969262,0.0164746988006836,1
44,2,182,860,86,45,-1.78318251666699,1,0.93991289997939,0.0270095000159927,0.857230399968103,0.0164746988006836,1
43,2,183,840,84,-45,-1.78318251666699,1,0.593057599966414,0.0267407999490388,0.836614600033499,0.0164746988006836,0
48,2,184,940,94,-45,-1.78318251666699,-1,0.491841399983969,0.026976499997545,0.93697159999283,0.0164746988006836,1
7,2,185,120,12,-45,-1.78318251666699,-1,0.736343499971554,0.026710300007835,0.116447900014464,0.0164746988006836,1
17,2,186,320,32,-45,-1.78318251666699,-1,0.568679300020449,0.0268065999844112,0.316818699997384,0.0164746988006836,1
6,2,187,100,10,45,-1.78318251666699,1,0.676259399973787,0.0267891999683343,0.096789900038857,0.0164746988006836,1
24,2,188,460,46,45,-1.78318251666699,-1,0.52426390000619,0.0268727000220679,0.457055100006983,0.0164746988006836,0
29,2,189,560,56,45,-1.78318251666699,1,0.855596199980937,0.0269893999793567,0.557341100007761,0.0164746988006836,1
15,2,190,280,28,45,-1.78318251666699,-1,3.02386250003474,0.0268460999941453,0.277085200010333,0.0164746988006836,0
14,2,191,260,26,45,-1.78318251666699,1,1.28423599997768,0.026793800003361,0.256848799996078,0.0164746988006836,1
13,2,192,240,24,45,-1.78318251666699,1,0.647488699993119,0.0270389000070281,0.237145599967334,0.0164746988006836,1
46,2,193,900,90,-45,-1.78318251666699,-1,0.596162099973299,0.0269778000074439,0.89705229998799,0.0164746988006836,1
28,2,194,540,54,45,-1.78318251666699,1,0.58814219996566,0.0269892999785952,0.537078100023791,0.0164746988006836,1
3,2,195,40,4,-45,-1.78318251666699,-1,0.609766699955799,0.0263288000132889,0.0362511999555863,0.0164746988006836,1
29,2,196,560,56,-45,-1.78318251666699,1,0.568040599988308,0.0269045000313781,0.557187300000805,0.0164746988006836,0
49,2,197,960,96,-45,-1.78318251666699,-1,0.566662999975961,0.0270473000127822,0.957378000020981,0.0164746988006836,1
48,2,198,940,94,-45,-1.78318251666699,-1,0.747446800000034,0.0269955999683589,0.937063599994872,0.0164746988006836,1
8,2,199,140,14,45,-1.78318251666699,-1,2.1245643000002,0.0267129000276327,0.136846199980937,0.0164746988006836,0
39,2,200,760,76,45,-1.78318251666699,1,0.847229700011667,0.0270470000104979,0.757030499982648,0.0164746988006836,1
6,2,201,100,10,-45,-1.78318251666699,-1,0.580215299967676,0.0266903999727219,0.0970308000105433,0.0164746988006836,1
22,2,202,420,42,45,-1.78318251666699,1,0.548494600050617,0.0268876000191085,0.41688289999729,0.0164746988006836,1
31,2,203,600,60,45,-1.78318251666699,1,2.03141890000552,0.0269904999877326,0.597084200009704,0.0164746988006836,1
35,2,204,680,68,-45,-1.78318251666699,-1,1.32919240003685,0.0260199999902397,0.676400399999693,0.0164746988006836,1
11,2,205,200,20,45,-1.78318251666699,1,0.672225399990566,0.0268603999866173,0.196851799963042,0.0164746988006836,1
2,2,206,20,2,-45,-1.78318251666699,-1,1.6368996000383,0.0261937999748625,0.0160866000223905,0.0164746988006836,1
4,2,207,60,6,45,-1.78318251666699,-1,1.72389590000967,0.0266980000305921,0.0566722999792546,0.0164746988006836,0
34,2,208,660,66,-45,-1.78318251666699,1,1.79510669998126,0.0270528999972157,0.656959899992216,0.0164746988006836,0
13,2,209,240,24,45,-1.78318251666699,1,0.583488400036003,0.0269238000037149,0.2373664000188,0.0164746988006836,1
22,2,210,420,42,-45,-1.78318251666699,-1,0.515604600019287,0.0270820999867283,0.417253300023731,0.0164746988006836,1
24,2,211,460,46,-45,-1.78318251666699,1,1.03580310003599,0.0269182000192814,0.457299199944828,0.0164746988006836,0
44,2,212,860,86,45,-1.78318251666699,1,1.16541689995211,0.0263339999946766,0.856223899987526,0.0164746988006836,1
47,2,213,920,92,-45,-1.78318251666699,-1,3.21689559996594,0.0267019000020809,0.916876600007527,0.0164746988006836,1
21,2,214,400,40,-45,-1.78318251666699,-1,1.91132659994764,0.0270489000249654,0.397268700005952,0.0164746988006836,1
41,2,215,800,80,45,-1.78318251666699,1,1.70334230002481,0.0269141999888234,0.79711079999106,0.0164746988006836,1
35,2,216,680,68,-45,-1.78318251666699,-1,0.719801300030667,0.0270080999471247,0.676942600053735,0.0164746988006836,1
8,2,217,140,14,-45,-1.78318251666699,-1,0.636572599993087,0.0268707000068389,0.136838399979752,0.0164746988006836,1
43,2,218,840,84,45,-1.78318251666699,1,0.864199900010135,0.0269357000361197,0.836961399996653,0.0164746988006836,1
51,2,219,1000,100,45,-1.78318251666699,1,0.57621620001737,0.0269092000089586,0.997076299972832,0.0164746988006836,1
20,2,220,380,38,-45,-1.78318251666699,-1,0.507953200023621,0.026814499986358,0.376966300013009,0.0164746988006836,1
27,2,221,520,52,-45,-1.78318251666699,-1,0.606305699970108,0.0268517000367865,0.51703579997411,0.0164746988006836,1
13,2,222,240,24,-45,-1.78318251666699,1,1.01516209996771,0.0270540000055917,0.237099299964029,0.0164746988006836,0
33,2,223,640,64,-45,-1.78318251666699,-1,0.487345600035042,0.0269469000049867,0.637084899994079,0.0164746988006836,1
39,2,224,760,76,45,-1.78318251666699,1,0.49483959999634,0.0270906999940053,0.757245999993756,0.0164746988006836,1
50,2,225,980,98,45,-1.78318251666699,1,0.803687000006903,0.0270307000027969,0.977075500006322,0.0164746988006836,1
48,2,226,940,94,45,-1.78318251666699,1,1.08483429998159,0.0268818000331521,0.937010299996473,0.0164746988006836,1
11,2,227,200,20,45,-1.78318251666699,1,0.656073799997102,0.0268101000110619,0.196849899948575,0.0164746988006836,1
9,2,228,160,16,-45,-1.78318251666699,-1,0.567834599991329,0.0271085000131279,0.156822199991439,0.0164746988006836,1
37,2,229,720,72,45,-1.78318251666699,-1,1.00039090000791,0.0269325999543071,0.717088200035505,0.0164746988006836,0
21,2,230,400,40,45,-1.78318251666699,-1,0.55257309996523,0.0261746000032872,0.396894000004977,0.0164746988006836,0
15,2,231,280,28,45,-1.78318251666699,1,0.784297999984119,0.0268900999799371,0.276901000004727,0.0164746988006836,1
