perm_idx,state_idx,BIC
0,1,10363.72185652315
0,2,10255.848204007361
1,1,10363.72183041095
1,2,10247.985222478457
2,1,10363.721934808269
2,2,10315.533165782497
3,1,10363.721830242348
3,2,10259.177146393746
4,1,10363.72183164591
4,2,10259.080892257203
5,1,10363.721830984943
5,2,10259.468223851392
6,1,10363.721907461166
6,2,10264.171242112016
7,1,10363.721843679374
7,2,10263.131403274288
8,1,10363.721830446073
8,2,10263.13108243764
9,1,10363.721833090727
9,2,10260.786394989906
10,1,10363.721830494043
10,2,10263.13117848658
11,1,10363.721830941695
11,2,10263.131140809077
12,1,10363.721832247606
12,2,10260.202452965717
13,1,10363.72183062369
13,2,10263.131191568918
14,1,10363.721830344482
14,2,10263.131770020087
15,1,10363.721830287672
15,2,10263.13158140135
16,1,10363.721832106383
16,2,10263.131069093868
17,1,10363.72183077468
17,2,10263.526009299127
18,1,10363.721831493627
18,2,10263.130789631768
19,1,10363.721838569541
19,2,10263.320605696064
20,1,10363.721830613187
20,2,10262.28026989044
21,1,10363.722140681972
21,2,10264.102455175615
22,1,10363.72184097775
22,2,10263.13110264631
23,1,10363.721831936964
23,2,10259.437017907827
24,1,10363.721832196356
24,2,10261.24543511028
25,1,10363.72187626508
25,2,10261.583183962348
26,1,10363.721830296527
26,2,10265.441023168662
27,1,10363.72183101896
27,2,10263.131314154707
28,1,10363.721867328271
28,2,10263.131067977478
29,1,10363.721832884059
29,2,10263.131761509314
30,1,10363.721831820787
30,2,10263.131051144343
31,1,10363.721830908462
31,2,10262.777621954656
32,1,10363.721843466035
32,2,10257.24359164041
33,1,10363.721836209768
33,2,10248.777759031875
34,1,10363.721838302832
34,2,10259.398497768729
35,1,10363.721832036086
35,2,10272.214316688349
36,1,10363.721831095798
36,2,10262.055730919234
37,1,10363.721883406502
37,2,10263.131648222115
38,1,10363.721830537846
38,2,10257.422177941915
39,1,10363.721835909753
39,2,10263.13270658932
40,1,10363.7218539915
40,2,10263.131487974413
41,1,10363.721830527267
41,2,10264.396400266201
42,1,10363.72183045688
42,2,10264.51220599719
43,1,10363.72184501928
43,2,10261.222290316187
44,1,10363.721912585706
44,2,10265.949570157216
45,1,10363.721830294757
45,2,10263.601554430204
46,1,10363.721830549315
46,2,10250.854281518968
47,1,10363.721831135123
47,2,10263.13095574735
48,1,10363.721846619273
48,2,10258.428502955654
49,1,10363.72183033365
49,2,10258.482485582244
50,1,10363.721835258253
50,2,10262.9453143992
51,1,10363.721870462892
51,2,10260.234849990185
52,1,10363.72183157981
52,2,10257.832772555856
53,1,10363.721830452048
53,2,10263.131951559495
54,1,10363.721837859475
54,2,10265.104547575209
55,1,10363.721830980094
55,2,10256.153507941284
56,1,10363.721865562813
56,2,10262.611626244283
57,1,10363.721830714238
57,2,10263.131490623486
58,1,10363.721974733422
58,2,10264.954599969942
59,1,10363.72183058284
59,2,10247.97574479079
60,1,10363.721832692127
60,2,10263.130857501577
61,1,10363.72183026735
61,2,10263.130813352458
62,1,10363.721831315996
62,2,10262.681750714926
63,1,10363.72201629774
63,2,10263.130927051081
64,1,10363.72188614317
64,2,10259.002170298358
65,1,10363.72221785377
65,2,10257.871301732028
66,1,10363.721834852515
66,2,10262.195185879067
67,1,10363.721834856553
67,2,10254.6816553043
68,1,10363.721833024329
68,2,10262.684352601658
69,1,10363.72183091451
69,2,10263.130633549254
70,1,10363.721830468718
70,2,10251.152531051686
71,1,10363.721830876419
71,2,10256.77083930404
72,1,10363.721830512353
72,2,10258.413751884198
73,1,10363.721869057632
73,2,10264.31647121911
74,1,10363.721831241934
74,2,10263.131433529852
75,1,10363.721830486395
75,2,10262.881122887748
76,1,10363.721830254135
76,2,10263.472503996283
77,1,10363.721830630468
77,2,10250.781811407089
78,1,10363.721848019204
78,2,10263.130979843725
79,1,10363.721830771821
79,2,10263.130853209714
80,1,10363.721918033116
80,2,10263.1319251682
81,1,10363.721838592513
81,2,10247.366927382844
82,1,10363.72192208489
82,2,10263.13061320228
83,1,10363.721835574477
83,2,10263.131081412877
84,1,10363.721830362481
84,2,10259.95517129882
85,1,10363.721832892128
85,2,10263.080461908487
86,1,10363.721831108327
86,2,10261.658241384426
87,1,10363.721834969936
87,2,10262.04665972664
88,1,10363.72183078618
88,2,10263.13106455957
89,1,10363.721830853292
89,2,10263.131117006566
90,1,10363.721830285776
90,2,10259.025108765034
91,1,10363.721830733557
91,2,10263.130954898957
92,1,10363.721834616415
92,2,10261.23659412914
93,1,10363.721830819533
93,2,10258.794919146894
94,1,10363.721830768502
94,2,10263.131146675943
95,1,10363.721832303998
95,2,10263.131254779224
96,1,10363.721830607303
96,2,10268.647210793797
97,1,10363.721830259392
97,2,10263.13090544257
98,1,10363.721837563633
98,2,10263.132282273169
99,1,10363.721835896744
99,2,10257.519079675227
