orientation_ext,prev_resp_ext,bias_ext,orientation_int,prev_resp_int,bias_int,AA,AB,BA,BB
1.0653872712330077,0.04953284791634435,0.6745660541008006,0.7526908411043771,0.2738777689455435,-0.613678073719279,-0.04162385796996896,-3.199821507844011,-3.758008487270504,-0.02360661285670966
1.0653926757163215,0.04942474464651062,0.6747601701020488,0.7528378736923377,0.27395966853405074,-0.6133623882837033,-0.02361123852917264,-3.7578148620369025,-3.20030369009963,-0.0416033692766085
1.0650143199222835,0.0594175513452504,0.6543933021522989,0.735636494859597,0.26955509234952335,-0.6383417581144798,-0.022861316518143472,-3.789717913499635,-3.16838390072829,-0.042982174748141734
1.0650609105596598,0.05178541554903013,0.6671640672373412,0.7476710217115136,0.27559233627449004,-0.6167745032723467,-0.023250154049491795,-3.773046074576357,-3.198208963272439,-0.04169245242612144
1.0654059597041978,0.04973721002382171,0.6744426757603067,0.7524721596711152,0.27341600619580186,-0.6147746912578297,-0.04163857366564757,-3.199475337194856,-3.7573546990590065,-0.02362223542122028
1.0654289671308763,0.04984439269173651,0.674953003039041,0.7528975103290012,0.2725935727527155,-0.6155159342386645,-0.023698245712531794,-3.7541799768293442,-3.195005739895197,-0.04182905376047837
1.0653013883103033,0.05386094528343916,0.6635538755527757,0.7442331800702262,0.275159998554038,-0.6205020944653155,-0.023110780145891085,-3.778989232995426,-3.1932038984569684,-0.04190609395804134
1.0654088516248288,0.049614231547185174,0.6750025638080086,0.7530479750841361,0.27323899215908454,-0.6142597575192149,-0.0417208453014508,-3.197542285251644,-3.755410928227881,-0.0236687445181572
1.0654078076693576,0.04963769382172368,0.6749672411203657,0.7530189699955333,0.27321180136158973,-0.6143392365382987,-0.041726437575629494,-3.1974110306383112,-3.7554253737198935,-0.023668398535692328
1.0653530987895596,0.05632182470758591,0.6593512981419253,0.7396657226954234,0.27354211046967347,-0.6276629971620605,-0.04233379105071453,-3.183261892758003,-3.784946369949674,-0.02297192652410982
