contrast_ext,previous_response_ext,contrast_int,previous_response_int,AA,AB,BA,BB
53.52394963261038,48.34936406696205,2.505050429883724,-1.6410084700483294,-0.4138015944386609,-1.082144954169516,-1.0347685150588206,-0.43898355731649996
53.51657521776779,48.34272643112711,2.504831534997229,-1.6407326458680067,-0.43896391989220485,-1.0348041472594456,-1.0822383428339468,-0.41375373080576067
53.503532870212005,48.33078974545036,2.505158441684903,-1.6411705248468031,-0.4138272655922924,-1.082094871580779,-1.0347897262836745,-0.4389718673710688
53.47881861376641,48.308157940987996,2.505769099494573,-1.6419964145291517,-0.43887191525902103,-1.0349711163401665,-1.0827260808401278,-0.4135038647537394
53.47708115812393,48.307026314080126,2.5046545269871183,-1.6405307292727382,-0.4137453714170071,-1.0822546545276606,-1.0348182943535522,-0.43895612352376684
53.517635323666966,48.34386908067875,2.5046031833754063,-1.6404081087541686,-0.4389801030686783,-1.034774782665331,-1.0823061811454737,-0.41371896649912826
53.4881936455522,48.316698369235745,2.5056840858077125,-1.6418788743162274,-0.43887662547224665,-1.0349625672424319,-1.0827643951864154,-0.4134842442874613
53.45218408880482,48.2842578615063,2.5048214195721235,-1.6408151026818383,-0.4389254006639814,-1.0348740463044865,-1.0821836712297073,-0.41378175031959646
53.500724091609186,48.32823056137681,2.5057063299984104,-1.6419114862742747,-0.4135638379038399,-1.082608980562356,-1.0347949239367031,-0.4389690028954793
53.32521898115521,48.16869285884723,2.5057202869777906,-1.6421647940021757,-0.413566603142045,-1.082603581810214,-1.0351395457157584,-0.43877913009853453
