isi,block,trial,isi_ms,isi_frames,theta,log_cnt,resp,rt,stim_duration,blank_duration,cnt,correct
31,1,1,600,60,-45,-2.00200142164368,1,1.96256639994681,0.0299892000621185,0.599076299928129,0.00995402158941471,0
39,1,2,760,76,-45,-2.00200142164368,1,0.658148000016809,0.0300371999619529,0.75945390004199,0.00995402158941471,0
24,1,3,460,46,-45,-2.00200142164368,-1,0.578028499963693,0.0299886000575498,0.463818000047468,0.00995402158941471,1
45,1,4,880,88,45,-2.00200142164368,1,0.548432199982926,0.0298995000775903,0.885596100008115,0.00995402158941471,1
17,1,5,320,32,45,-2.00200142164368,1,0.42380970006343,0.0299837000202388,0.321590399951674,0.00995402158941471,1
44,1,6,860,86,45,-2.00200142164368,1,0.554352700011805,0.030024699983187,0.863515399978496,0.00995402158941471,1
21,1,7,400,40,45,-2.00200142164368,1,0.596210799994878,0.0299637001007795,0.406003599986434,0.00995402158941471,1
14,1,8,260,26,45,-2.00200142164368,-1,0.518352999933995,0.0299308000830933,0.259950799983926,0.00995402158941471,0
28,1,9,540,54,-45,-2.00200142164368,1,0.488518499885686,0.0300210999557748,0.545541599974968,0.00995402158941471,0
29,1,10,560,56,-45,-2.00200142164368,-1,0.422539900057018,0.0298517000628635,0.563815000001341,0.00995402158941471,1
20,1,11,380,38,-45,-2.00200142164368,-1,0.562359199975617,0.029999400023371,0.383781799930148,0.00995402158941471,1
15,1,12,280,28,45,-2.00200142164368,1,0.435993499937467,0.0299241804750636,0.278249319526367,0.00995402158941471,1
23,1,13,440,44,-45,-2.00200142164368,-1,0.417703000013717,0.0300778000382707,0.439974599983543,0.00995402158941471,1
34,1,14,660,66,-45,-2.00200142164368,-1,0.408191900001839,0.0298950999276713,0.666208500042558,0.00995402158941471,1
37,1,15,720,72,-45,-2.00200142164368,1,0.362030600081198,0.030083299963735,0.719969499972649,0.00995402158941471,0
2,1,16,20,2,45,-2.00200142164368,1,1.61993709998205,0.0299684000201523,0.0221529999980703,0.00995402158941471,1
7,1,17,120,12,-45,-2.00200142164368,-1,0.576182099990547,0.0300075999693945,0.121816899976693,0.00995402158941471,1
36,1,18,700,70,45,-2.00200142164368,1,0.452093599946238,0.0299990000203252,0.702089100028388,0.00995402158941471,1
50,1,19,980,98,45,-2.00200142164368,1,0.472083300002851,0.0299028999870643,0.978089199983515,0.00995402158941471,1
43,1,20,840,84,-45,-2.00200142164368,1,0.477558700018562,0.0299815000034869,0.844125399948098,0.00995402158941471,0
32,1,21,620,62,-45,-2.00200142164368,-1,0.575821900041774,0.0299607999622822,0.618109000031836,0.00995402158941471,1
35,1,22,680,68,45,-2.00200142164368,1,0.431995799997821,0.0299370000138879,0.681724700029008,0.00995402158941471,1
