stim*contrast,previous,bias
-2.875405059548399,-3.068699527273477,-1.4115773033041874
-2.8762528396686955,-3.0696004462863606,-1.4121847724498995
-2.875135562333354,-3.0683871923960853,-1.4113841455490668
-2.8734533513208516,-3.0665889075416066,-1.4102636137436044
-2.8755782469277893,-3.0688876187962695,-1.4117059869861817
-2.8744941935082156,-3.0677414214539347,-1.4109375336284384
-2.8760614995616605,-3.069395016538444,-1.4120525533666473
-2.873312126972619,-3.0664262392702515,-1.4101123415492858
-2.8758426072421486,-3.0691688026284747,-1.411903766896513
-2.876408118784982,-3.0697586114795437,-1.4122950118976885
-2.8750075303385128,-3.0682775993720064,-1.4113072970756275
-2.8761722065843642,-3.0695139846630415,-1.412129374187176
-2.87505646511034,-3.068341044281644,-1.411379418811745
-2.8737818678765064,-3.066967033382226,-1.4106236100727587
-2.875030511791426,-3.068323753856553,-1.4113589463926703
-2.875613787614299,-3.068926593403596,-1.4117454171465456
-2.8760506310265606,-3.0693835302653576,-1.4120481772296316
-2.873942086540361,-3.067113550647464,-1.4106044260400432
-2.876255261093117,-3.069641785792694,-1.4121965494396733
-2.8762426848644953,-3.0695898797216077,-1.412178171415461
-2.8752705945273553,-3.068512413420428,-1.411460505902547
-2.874456089247413,-3.0677374880752617,-1.4108769291987444
-2.8726824178714025,-3.0657691095645454,-1.4096794623051276
-2.876392751919754,-3.0697517536205385,-1.4122839891488939
-2.872821053902779,-3.065885795491975,-1.4097467994215456
-2.87589513338026,-3.0692274461969453,-1.4119433362130094
-2.874272262668177,-3.067588731919023,-1.4108521917657617
-2.8749883740114233,-3.068257427961561,-1.4112922870165454
-2.8722075569571373,-3.065334105517506,-1.4093663955183455
-2.8761899906755444,-3.0695356463646517,-1.4121425934869183
-2.87226922340707,-3.0653811457343245,-1.4093453776895553
-2.8727278958787705,-3.0660056514377367,-1.4098215830664513
-2.8758104907332407,-3.069134626219208,-1.4118814149190433
-2.8736405689916684,-3.0668049640062542,-1.4104013283501096
-2.876150283847089,-3.069493409765195,-1.4121147160511178
-2.8717141525558634,-3.0647419435483787,-1.4090228237594893
-2.875607897943178,-3.068916416416885,-1.411729192733343
-2.8761624585947816,-3.069502173479759,-1.412121190204367
-2.8740115255155883,-3.067180990112731,-1.4106679542181828
-2.8749078203109004,-3.0681723531539777,-1.4112435099165184
-2.8761421945574392,-3.069481274704512,-1.4121092348217432
-2.8716316350595457,-3.064660927763663,-1.4089667012690923
-2.8716205107614963,-3.0646425085558655,-1.408947287545103
-2.8759817367780656,-3.0693184161620386,-1.4120021978414774
-2.8761952020853925,-3.069541183971679,-1.4121416995784952
-2.8749553860728527,-3.0682206228661153,-1.4112785277748476
-2.8758963332349445,-3.0692253204528157,-1.4119406580404816
-2.8747886568780405,-3.0680494239862246,-1.4111449350722047
-2.8763238254398638,-3.0696785470515806,-1.412234955117672
-2.8752914727149017,-3.0685835641803614,-1.4115038830223343
-2.8731587552129203,-3.0662679389258303,-1.4100166235451614
-2.87608564289587,-3.069426462072853,-1.4120715783739246
-2.875892994393836,-3.0692185055832186,-1.4119308176131777
-2.87444962053839,-3.0675949184292395,-1.410906862943897
-2.8762693007679343,-3.069621135182958,-1.4121991825428657
