contrast,previous_response,bias
-1.4712109872168804,-0.6516474075971579,1.0645258452210205
-1.4713282069426614,-0.6518783257872871,1.0644856241121015
-1.4713505826566944,-0.6518847650305268,1.0645082044315357
-1.4711120226710492,-0.6518574724039266,1.0642428264007562
-1.4712642378236693,-0.6518691176909024,1.0644152746097857
-1.4712585882891094,-0.6518414910756444,1.0644283819889615
-1.4712762741138465,-0.6518734015067543,1.0644271224092214
-1.471299049710255,-0.6519997664879179,1.0643537273751091
-1.4706038751468662,-0.6518076731237716,1.0636856224151963
-1.471227852312217,-0.6520635450727282,1.0642283933574348
-1.4713487616442167,-0.6518863026964643,1.0645054483077323
-1.4712341004788334,-0.6518951433439584,1.064375962233849
-1.4709444772558895,-0.6515939101851936,1.064237750302175
-1.4712736525222414,-0.6518835643712476,1.0644198876819257
-1.471120920573962,-0.6518440687230066,1.0642597654750856
-1.4713538347185031,-0.6518857999572184,1.064511429359505
-1.4704951075322108,-0.6514647378720032,1.0638338363461322
-1.4709577131621894,-0.6516602014254598,1.0642085947829976
-1.4713530925655562,-0.6518855357224327,1.0645107053154892
-1.4712380706991168,-0.6518989684105146,1.064360286788988
-1.4713217952160391,-0.6518891159164171,1.0644749037534675
-1.4713528559420705,-0.6518853055114167,1.0645105864676263
-1.4712655159595773,-0.6518725205325181,1.0644133337812727
-1.471328243782719,-0.6518873306231691,1.0644819231522928
-1.4712298070937937,-0.6518585467116306,1.0643759651817624
-1.4713380120154933,-0.6518805592503003,1.064495936893161
-1.471282838912524,-0.6518339337637351,1.0644670829402778
-1.4713487250597987,-0.651883980520412,1.06450649182306
-1.471088550657334,-0.6518779967411316,1.0642128405669995
-1.4707602196767282,-0.6518541285433566,1.0638459128758544
-1.4712548199613023,-0.6518773770016534,1.0644001593698909
-1.4712478093717913,-0.6517863266131315,1.0644659866015935
-1.4713089819797505,-0.6518590341836731,1.0644785315563212
-1.4713506800795648,-0.6518849986248862,1.0645078388940452
-1.4713447892556124,-0.6518819283701028,1.0645030928874952
-1.4712819046579007,-0.6518797172137635,1.0644307897778373
-1.4712700272441148,-0.6518906007555998,1.0644156875982778
-1.4712412740463046,-0.6518613455486119,1.064392330071659
-1.4708660523944777,-0.6514974582390042,1.0641935006706367
-1.471212864639312,-0.6518940560340191,1.0643504423733563
-1.4703494367655308,-0.6514277524204595,1.0636551942315011
-1.4712280668603226,-0.651814148667079,1.0644129651580003
-1.471348021099942,-0.6518826809671149,1.0645063334613045
-1.471246526793044,-0.6521745009226765,1.0641735089686792
-1.4713527967700364,-0.6518850702648935,1.0645113227340068
-1.4713527070980768,-0.6518851806607686,1.064510557546035
-1.4708989045332534,-0.6518600211310547,1.063968306192004
-1.4713463782097138,-0.6518832033563426,1.0645041925563308
-1.471006488085188,-0.6517224489569651,1.064348010673519
-1.4711587380057463,-0.651850628367881,1.0643014442346224
-1.471333850279402,-0.65188266960383,1.064489794798717
-1.4713500099404915,-0.6518831977111929,1.0645088208890912
-1.4713262189419747,-0.6518753834754919,1.0644883182109819
-1.4712968547668657,-0.651877082353805,1.06444939175354
-1.471200940061106,-0.651661227245121,1.0645017831317154
-1.4712156195272685,-0.6518635530459016,1.0643607494404477
-1.4713529025975072,-0.6518842882481974,1.0645117062678335
-1.4713276887040632,-0.6518878782914329,1.064481478170074
-1.4708599409016803,-0.6518544370530083,1.0639810164431849
-1.4713490646438516,-0.6518862032471714,1.0645057944047986
-1.4713515685287233,-0.6518849282015063,1.0645092157322213
-1.471338616215167,-0.651887216931994,1.0644944182019396
-1.4713475095502482,-0.6518838349288669,1.0645051108351258
-1.4713496919927647,-0.651883560349548,1.0645081840318271
-1.4713467831230833,-0.651886037805939,1.0645033706758062
-1.4713520290085569,-0.651885204806909,1.064509680661313
-1.4713205217408643,-0.6518867536878525,1.0644731331013686
-1.4713525539205128,-0.6518853095098458,1.0645102411611587
-1.4709546911022948,-0.6516951231332587,1.0641562493523926
-1.471039488075588,-0.6517892806253386,1.064193438251129
-1.4713287021386672,-0.651882291240982,1.064483916759868
-1.4711953559373474,-0.6518692264846493,1.0643346158296845
-1.4713433127387678,-0.6518799176425245,1.06450508835262
-1.470831834062696,-0.6516242704027745,1.0640588446775139
-1.4713529584002083,-0.651884623500244,1.0645113770761774
-1.4712192862818851,-0.6518405368273548,1.064380825329226
-1.4708500354021283,-0.6516342147911408,1.0640743160000228
-1.4713477722789172,-0.6518808485901499,1.0645073546835262
-1.4713408061431248,-0.6518808773688907,1.064499172520674
-1.4713097442922227,-0.651872350007714,1.0644674302745063
-1.4713438368566354,-0.6518821570590705,1.0645019436385845
-1.471343968769382,-0.6518801102621967,1.064503931876179
-1.4713516264038626,-0.6518849921385037,1.0645093461588861
-1.4713528055489749,-0.6518853625596606,1.0645104792595783
-1.4713452390642527,-0.6518840554062976,1.0645022519728211
-1.4709977738034938,-0.6516422979980928,1.0643635888233705
-1.471352300657288,-0.6518853037477765,1.0645099405513028
-1.4711521636719407,-0.6518653641952746,1.0642888934216381
-1.4712738964931658,-0.6519652550971253,1.0643568013045823
-1.4713445274545471,-0.6518854811023648,1.0645007888859617
-1.470636943185267,-0.6518613946078229,1.0637001824696033
-1.471249446202953,-0.6518871128877702,1.0643915400659785
