contrast_ext,previous_response_ext,bias_ext,contrast_int,previous_response_int,bias_int,AA,AB,BA,BB
4.52798275638177,0.3935663395999922,-5.242895614511356,1.3741856422870111,0.40478147146173776,0.14250016545522645,-0.02810103337793368,-3.585966542372123,-4.077916568777296,-0.017087897983882605
4.527274889738308,0.3936687834767556,-5.241749998363709,1.3744382855569621,0.4044992849261953,0.14304473318784844,-0.028121760949499953,-3.585239520628306,-4.077636276409963,-0.017092729436260674
4.527475519521861,0.3936340449849161,-5.2419965076922495,1.3740888213707925,0.4046528635254768,0.1430711483824625,-0.028112958885445877,-3.58554818753876,-4.078003827635601,-0.017086394167650495
4.531030613649298,0.3931633918010772,-5.2482611002055615,1.3750280985984424,0.4053029292883512,0.13966409940728447,-0.02803955218560516,-3.588126204786583,-4.07801048605051,-0.017086279422233067
4.52801094304306,0.3935363296362345,-5.243064247282014,1.374321454575071,0.40463659654774503,0.1427702359982428,-0.028113383213499123,-3.5855333051408995,-4.077522418334542,-0.01709469242285171
4.527985249606549,0.39357807525034455,-5.242845358361641,1.3741260315932007,0.4048521547300904,0.14235849527069178,-0.028104262408393352,-3.5858532480365723,-4.0777689641360615,-0.01709044210120291
4.528227033050359,0.39352907459307174,-5.243349561064432,1.3742552522133222,0.4048164903936887,0.14227872219156504,-0.02809759794658175,-3.586087093021908,-4.077805663840238,-0.017089809508493956
4.531534625432141,0.3932110813265222,-5.248702603044426,1.375402873897413,0.40538050691215716,0.13882659037343328,-0.028002818353979567,-3.5894188545204164,-4.07766567423849,-0.01709222263568129
4.527314123665663,0.39364496687381373,-5.2418986664338245,1.374526697922333,0.40440485637690765,0.14322150166432432,-0.017097371611470694,-4.077367040049739,-3.5849534214083625,-0.028129921960410434
4.5283587505353085,0.3935228881754605,-5.243531320435056,1.37422361818824,0.4049159215570054,0.14199970846980275,-0.028098118944337294,-3.586068810042358,-4.0776262654270425,-0.017092902022941177
