Unnamed: 0,response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int,correct,prev_resp_congruent,contrast_congruent,Predicted_state
0,0,0,-1,0,,2,0,1.1365623878239196e-10,0.9999999998863132,1,0,1,2
1,1,-1,1,0,0.0,2,-1,0.0005330421253648455,0.9994669578746186,1,0,1,2
2,1,1,2,1,10.0,2,2,0.0014826013475821667,0.9985173986523965,1,1,1,2
3,1,1,1,2,-2.0,2,3,0.0013890873590578325,0.9986109126409558,1,1,1,2
4,0,1,-1,1,,2,2,0.0015375251242819548,0.9984624748757062,1,0,1,2
5,1,-1,-1,0,,2,-1,2.267544497990901e-06,0.9999977324554963,0,0,0,2
6,0,1,-1,0,,2,1,0.0018624628981544547,0.9981375371017921,1,0,1,2
7,0,-1,-1,0,,2,-1,0.0019390179070955813,0.9980609820929393,1,1,1,2
8,1,-1,1,0,3.0,2,-1,0.0006468162733262281,0.9993531837266367,1,0,1,2
9,1,1,-1,1,,2,2,3.1330455071891156e-07,0.9999996866954952,0,1,0,2
10,1,1,-1,0,,2,1,2.9662821028675945e-07,0.9999997033717576,0,1,0,2
11,1,1,1,0,-3.0,2,1,0.0005860272914821862,0.9994139727085226,1,1,1,2
12,0,1,-1,1,,2,2,0.0010632929017721808,0.9989367070981933,1,0,1,2
13,1,-1,-1,0,,2,-1,2.715959210171995e-06,0.9999972840408239,0,0,0,2
14,1,1,2,0,10.0,2,1,0.0031887955255913195,0.9968112044744604,1,1,1,2
15,1,1,1,2,3.0,2,3,0.005274475910760577,0.9947255240892507,1,1,1,2
16,1,1,1,1,0.0,2,2,0.009662472910532327,0.9903375270894914,1,1,1,2
17,0,1,-1,1,,2,2,0.01877310435540535,0.9812268956445632,1,0,1,2
18,0,-1,-1,0,,2,-1,0.023535677729183774,0.9764643222708301,1,1,1,2
19,1,-1,1,0,-1.0,2,-1,0.02592723696247192,0.9740727630375687,1,0,1,2
20,0,1,-1,1,,2,2,0.03850015136292741,0.9614998486370214,1,0,1,2
21,1,-1,2,0,-10.0,2,-1,0.045375602645797444,0.9546243973542246,1,0,1,2
22,0,1,1,2,2.0,2,3,0.05070166538904023,0.9492983346109756,0,0,0,2
23,0,-1,-1,1,,2,0,0.03810609253760117,0.9618939074623458,1,1,1,2
24,0,-1,-1,0,,2,-1,0.0214354630261649,0.9785645369738828,1,1,1,2
25,1,-1,-1,0,,2,-1,7.142143962831366e-05,0.9999285785604116,0,0,0,2
26,0,1,-1,0,,2,1,0.0064608038183869235,0.9935391961816193,1,0,1,2
27,0,-1,-1,0,,2,-1,0.009669281817555251,0.9903307181824015,1,1,1,2
28,0,-1,-1,0,,2,-1,0.010989651537685663,0.9890103484622641,1,1,1,2
29,0,-1,-1,0,,2,-1,0.010470888799748,0.9895291112002559,1,1,1,2
30,1,-1,2,0,-10.0,2,-1,0.008093751394080225,0.9919062486059123,1,0,1,2
31,1,1,1,2,-3.0,2,3,0.004450841374669912,0.995549158625325,1,1,1,2
32,1,1,1,1,-3.0,2,2,0.0027113535890797603,0.9972886464108647,1,1,1,2
33,1,1,1,1,-2.0,2,2,0.001915826737855248,0.9980841732621403,1,1,1,2
34,1,1,1,1,1.0,2,2,0.001625466577800745,0.9983745334222054,1,1,1,2
35,0,1,-1,1,,2,2,0.0016801171487630165,0.9983198828512919,1,0,1,2
36,1,-1,-1,0,,2,-1,8.001061680042183e-06,0.9999919989383614,0,0,0,2
37,0,1,-1,0,,2,1,0.007293672232861319,0.9927063277671678,1,0,1,2
38,0,-1,-1,0,,2,-1,0.01112594843021164,0.988874051569759,1,1,1,2
39,0,-1,-1,0,,2,-1,0.012969474682955034,0.987030525317001,1,1,1,2
40,1,-1,2,0,10.0,2,-1,0.012892631998565544,0.9871073680014698,1,0,1,2
41,1,1,1,2,-3.0,2,3,0.011555173508286389,0.9884448264917017,1,1,1,2
42,0,1,-1,1,,2,2,0.012775405730848526,0.9872245942691648,1,0,1,2
43,0,-1,-1,0,,2,-1,0.011167794740769203,0.9888322052591895,1,1,1,2
44,1,-1,1,0,3.0,2,-1,0.007593163016357337,0.9924068369836174,1,0,1,2
45,0,1,-1,1,,2,2,0.007827565651105792,0.9921724343489086,1,0,1,2
46,1,-1,1,0,-1.0,2,-1,0.005580935886641369,0.9944190641133677,1,0,1,2
47,1,1,1,1,3.0,2,2,0.006278615074099486,0.9937213849259473,1,1,1,2
48,0,1,-1,1,,2,2,0.00883955114252502,0.9911604488574328,1,0,1,2
49,1,-1,2,0,-10.0,2,-1,0.008808658936274968,0.9911913410636937,1,0,1,2
50,1,1,1,2,1.0,2,3,0.0075596533336863515,0.9924403466663595,1,1,1,2
51,1,1,1,1,2.0,2,2,0.00820022701535931,0.991799772984697,1,1,1,2
52,0,1,-1,1,,2,2,0.01108370563388466,0.9889162943661145,1,0,1,2
53,1,-1,1,0,3.0,2,-1,0.011179733715567325,0.9888202662844392,1,0,1,2
54,0,1,-1,1,,2,2,0.0163422940972892,0.98365770590266,1,0,1,2
55,1,-1,1,0,1.0,2,-1,0.01809291825055684,0.9819070817494847,1,0,1,2
56,0,1,-1,1,,2,2,0.02788091543255371,0.9721190845674037,1,0,1,2
57,0,-1,-1,0,,2,-1,0.03288670298003726,0.9671132970200067,1,1,1,2
58,0,-1,-1,0,,2,-1,0.035328190675103274,0.9646718093248626,1,1,1,2
59,1,-1,1,0,0.0,2,-1,0.035295939413254554,0.9647040605867832,1,0,1,2
60,1,1,2,1,10.0,2,2,0.0450418105782597,0.9549581894217481,1,1,1,2
61,0,1,-1,2,,2,3,0.053468481658836706,0.9465315183411996,1,0,1,2
62,0,-1,-1,0,,2,-1,0.05671080235054754,0.9432891976494459,1,1,1,2
63,0,-1,-1,0,,2,-1,0.05711913740057385,0.9428808625994367,1,1,1,2
64,0,-1,-1,0,,2,-1,0.054708632978960385,0.9452913670209895,1,1,1,2
65,0,-1,-1,0,,2,-1,0.049389877437456396,0.9506101225625232,1,1,1,2
66,1,-1,2,0,10.0,2,-1,0.04096558480742896,0.9590344151925831,1,0,1,2
67,0,1,-1,2,,2,3,0.03088391855988946,0.9691160814400686,1,0,1,2
68,1,-1,1,0,3.0,2,-1,0.014189003680452455,0.9858109963195905,1,0,1,2
69,1,1,1,1,0.0,2,2,0.009066577900102386,0.9909334220999405,1,1,1,2
70,1,1,1,1,2.0,2,2,0.006978629614593699,0.9930213703853712,1,1,1,2
71,1,1,1,1,2.0,2,2,0.006773494758335299,0.9932265052416288,1,1,1,2
72,1,1,1,1,0.0,2,2,0.008338025680975579,0.9916619743190052,1,1,1,2
73,0,1,-1,1,,2,2,0.012535181515950596,0.9874648184840282,1,0,1,2
74,1,-1,2,0,-10.0,2,-1,0.013679150493144929,0.9863208495068819,1,0,1,2
75,1,1,1,2,-2.0,2,3,0.01355676408735199,0.9864432359126956,1,1,1,2
76,0,1,1,1,0.0,2,2,0.016400429950909685,0.9835995700490646,0,0,0,2
77,1,-1,1,1,0.0,2,0,0.008199048858969717,0.9918009511409757,1,0,1,2
78,1,1,1,1,1.0,2,2,0.0060123332454470576,0.9939876667545068,1,1,1,2
79,1,1,1,1,0.0,2,2,0.005557585043927596,0.9944424149560928,1,1,1,2
80,1,1,1,1,3.0,2,2,0.006583975646146144,0.9934160243538385,1,1,1,2
81,0,1,1,1,-3.0,2,2,0.00965763840992957,0.9903423615900803,0,0,0,2
82,1,-1,1,1,1.0,2,0,0.00431583172045597,0.9956841682795344,1,0,1,2
83,1,1,1,1,-3.0,2,2,0.002813938110691296,0.9971860618893227,1,1,1,2
84,1,1,1,1,-2.0,2,2,0.002220834322479555,0.9977791656775521,1,1,1,2
85,1,1,1,1,1.0,2,2,0.002209378000431718,0.9977906219995817,1,1,1,2
86,1,1,2,1,-10.0,2,2,0.0027732501018230093,0.9972267498982323,1,1,1,2
87,1,1,1,2,-1.0,2,3,0.0022779651988074725,0.9977220348011876,1,1,1,2
88,1,1,1,1,2.0,2,2,0.0023761234681220376,0.9976238765319314,1,1,1,2
89,1,1,1,1,3.0,2,2,0.0031218667447400423,0.9968781332552092,1,1,1,2
90,1,1,1,1,1.0,2,2,0.004926529801561531,0.9950734701984296,1,1,1,2
91,0,1,-1,1,,2,2,0.008785523112816062,0.9912144768871741,1,0,1,2
92,0,-1,-1,0,,2,-1,0.009878569408167339,0.9901214305918735,1,1,1,2
93,0,-1,-1,0,,2,-1,0.009177313257296548,0.9908226867427169,1,1,1,2
94,1,-1,1,0,1.0,2,-1,0.006655743312641376,0.9933442566873933,1,0,1,2
95,1,1,1,1,-1.0,2,2,0.007443675365366454,0.9925563246346333,1,1,1,2
96,0,1,-1,1,,2,2,0.010371626098471108,0.9896283739014831,1,0,1,2
97,1,-1,1,0,1.0,2,-1,0.010556459334153017,0.9894435406658874,1,0,1,2
98,0,1,-1,1,,2,2,0.015682214892336017,0.9843177851076244,1,0,1,2
99,1,-1,1,0,3.0,2,-1,0.017434191942277216,0.982565808057702,1,0,1,2
100,1,1,1,1,0.0,2,2,0.027082697092324658,0.9729173029076361,1,1,1,2
101,0,1,-1,1,,2,2,0.04754978444837985,0.9524502155516169,1,0,1,2
102,0,-1,-1,0,,2,-1,0.060113623491952,0.9398863765080903,1,1,1,2
103,1,-1,2,0,-10.0,2,-1,0.06899269263931598,0.9310073073606332,1,0,1,2
104,0,1,-1,2,,2,3,0.07620701519915914,0.9237929848008205,1,0,1,2
105,0,-1,-1,0,,2,-1,0.07788951777351912,0.9221104822265056,1,1,1,2
106,1,-1,1,0,1.0,2,-1,0.0765036794232823,0.9234963205767344,1,0,1,2
107,0,1,1,1,0.0,2,2,0.08910659754868899,0.9108934024513112,0,0,0,2
108,0,-1,-1,1,,2,0,0.07953725956397516,0.9204627404360246,1,1,1,2
109,1,-1,2,0,10.0,2,-1,0.0660185373401328,0.9339814626598156,1,0,1,2
110,1,1,1,2,2.0,2,3,0.05057345690642625,0.9494265430935355,1,1,1,2
111,0,1,-1,1,,2,2,0.04460948820364399,0.9553905117963328,1,0,1,2
112,1,-1,1,0,2.0,2,-1,0.03304973899818288,0.9669502610017772,1,0,1,2
113,1,1,1,1,-3.0,2,2,0.03180759171672309,0.9681924082832702,1,1,1,2
114,0,1,-1,1,,2,2,0.03548677744443439,0.9645132225556081,1,0,1,2
115,1,-1,1,0,-2.0,2,-1,0.035118951826522034,0.9648810481734308,1,0,1,2
116,0,1,-1,1,,2,2,0.04431253723505149,0.9556874627649756,1,0,1,2
117,1,-1,2,0,10.0,2,-1,0.04841100480603281,0.9515889951939294,1,0,1,2
118,0,1,-1,2,,2,3,0.05102278595984167,0.9489772140401584,1,0,1,2
119,0,-1,-1,0,,2,-1,0.04909437594187844,0.9509056240581738,1,1,1,2
120,1,-1,1,0,-2.0,2,-1,0.04436971429260182,0.9556302857074237,1,0,1,2
121,0,1,-1,1,,2,2,0.04937094559737304,0.9506290544026226,1,0,1,2
122,0,-1,-1,0,,2,-1,0.0497542477590481,0.9502457522409673,1,1,1,2
123,0,-1,-1,0,,2,-1,0.0474260288368926,0.9525739711630573,1,1,1,2
124,0,-1,-1,0,,2,-1,0.04229992935799587,0.9577000706419898,1,1,1,2
125,1,-1,1,0,0.0,2,-1,0.03418580944977062,0.9658141905502436,1,0,1,2
126,0,1,-1,1,,2,2,0.035184008826241266,0.9648159911737297,1,0,1,2
127,1,-1,1,0,-1.0,2,-1,0.03218475362971481,0.9678152463703003,1,0,1,2
128,1,1,2,1,-10.0,2,2,0.037437893018846265,0.9625621069811183,1,1,1,2
129,1,1,1,2,3.0,2,3,0.04146412170116055,0.9585358782988905,1,1,1,2
130,0,1,-1,1,,2,2,0.05312184103970737,0.9468781589602856,1,0,1,2
131,0,-1,-1,0,,2,-1,0.058981469840400966,0.9410185301595896,1,1,1,2
132,0,-1,-1,0,,2,-1,0.06184376126393165,0.9381562387360474,1,1,1,2
133,0,-1,-1,0,,2,-1,0.06181488487036614,0.9381851151296594,1,1,1,2
134,0,-1,-1,0,,2,-1,0.0588937695619015,0.9411062304380761,1,1,1,2
135,0,-1,-1,0,,2,-1,0.05297206385322835,0.9470279361467465,1,1,1,2
136,0,-1,-1,0,,2,-1,0.04383011684339416,0.9561698831565597,1,1,1,2
137,1,-1,1,0,-2.0,2,-1,0.031128830813611633,0.9688711691863325,1,0,1,2
138,1,1,2,1,10.0,2,2,0.02911260628712642,0.9708873937129235,1,1,1,2
139,0,1,-1,2,,2,3,0.025908521884925304,0.9740914781150871,1,0,1,2
140,0,-1,-1,0,,2,-1,0.018490355351878995,0.9815096446480839,1,1,1,2
141,1,-1,1,0,-2.0,2,-1,0.008116456214589606,0.9918835437853554,1,0,1,2
142,1,1,1,1,-3.0,2,2,0.00497927286739639,0.9950207271325845,1,1,1,2
143,1,1,1,1,1.0,2,2,0.0036540868899160328,0.9963459131100344,1,1,1,2
144,1,1,1,1,-3.0,2,2,0.0034099562942240414,0.9965900437058206,1,1,1,2
145,1,1,2,1,10.0,2,2,0.004112224280471997,0.9958877757195085,1,1,1,2
146,1,1,1,2,2.0,2,3,0.003741400150826154,0.9962585998491694,1,1,1,2
147,0,1,-1,1,,2,2,0.0044045131289126346,0.9955954868711161,1,0,1,2
148,1,-1,1,0,0.0,2,-1,0.00298019324036324,0.9970198067596507,1,0,1,2
149,1,1,1,1,-3.0,2,2,0.0034281811351527082,0.9965718188648419,1,1,1,2
150,0,1,-1,1,,2,2,0.00493765688045195,0.9950623431195843,1,0,1,2
151,1,-1,1,0,0.0,2,-1,0.004294515133402283,0.9957054848666432,1,0,1,2
152,0,1,-1,1,,2,2,0.006095106579345426,0.9939048934206345,1,0,1,2
153,1,-1,1,0,2.0,2,-1,0.005605627149631805,0.9943943728503799,1,0,1,2
154,1,1,2,1,10.0,2,2,0.008123312274821565,0.9918766877251721,1,1,1,2
155,0,1,-1,2,,2,3,0.009524136020842866,0.9904758639791217,1,0,1,2
156,1,-1,1,0,-3.0,2,-1,0.008343310563549094,0.9916566894364076,1,0,1,2
157,0,1,-1,1,,2,2,0.01093729591582937,0.9890627040841523,1,0,1,2
158,1,-1,1,0,-2.0,2,-1,0.010781811718989688,0.9892181882809855,1,0,1,2
159,0,1,-1,1,,2,2,0.01544904881536106,0.9845509511846378,1,0,1,2
160,1,-1,1,0,2.0,2,-1,0.016831021415077776,0.9831689785849215,1,0,1,2
161,0,1,-1,1,,2,2,0.02563527538781841,0.9743647246121676,1,0,1,2
162,1,-1,1,0,-1.0,2,-1,0.029944595617054277,0.9700554043829035,1,0,1,2
163,1,1,1,1,-3.0,2,2,0.047311565426357616,0.952688434573647,1,1,1,2
164,1,1,2,1,-10.0,2,2,0.08374601135735252,0.91625398864264,1,1,1,2
165,0,1,1,2,2.0,2,3,0.11814269515332826,0.88185730484666,0,0,0,2
166,0,-1,-1,1,,2,0,0.11879410171681092,0.8812058982831827,1,1,1,2
167,1,-1,1,0,3.0,2,-1,0.11598784484864491,0.8840121551513473,1,0,1,2
168,0,1,-1,1,,2,2,0.12985311473855188,0.8701468852614708,1,0,1,2
169,1,-1,2,0,-10.0,2,-1,0.13628335683151607,0.8637166431685352,1,0,1,2
170,1,1,1,2,3.0,2,3,0.14104088187283415,0.8589591181271777,1,1,1,2
171,0,1,-1,1,,2,2,0.1590207650163818,0.8409792349836455,1,0,1,2
172,1,-1,1,0,-3.0,2,-1,0.16844983921266182,0.8315501607873225,1,0,1,2
173,0,1,1,1,-2.0,2,2,0.20879379608999463,0.7912062039100082,0,0,0,2
174,1,-1,1,1,0.0,2,0,0.20868809763174592,0.7913119023681973,1,0,1,2
175,0,1,-1,1,,2,2,0.23199002211714123,0.7680099778828632,1,0,1,2
176,1,-1,2,0,-10.0,2,-1,0.2450899910527245,0.7549100089473267,1,0,1,2
177,1,1,1,2,1.0,2,3,0.25635546032506557,0.7436445396748932,1,1,1,2
178,1,1,1,1,3.0,2,2,0.28781944637377843,0.7121805536262298,1,1,1,2
179,0,1,1,1,-1.0,2,2,0.3568367574305089,0.6431632425694687,0,0,0,2
180,0,-1,1,1,0.0,2,0,0.3646109942269187,0.6353890057730545,0,1,0,2
181,0,-1,-1,1,,2,0,0.34626478839076175,0.6537352116092778,1,1,1,2
182,1,-1,1,0,-1.0,2,-1,0.32200091767361605,0.6779990823264215,1,0,1,2
183,0,1,-1,1,,2,2,0.3239661290424174,0.6760338709576156,1,0,1,2
184,0,-1,-1,0,,2,-1,0.317781797182671,0.6822182028173226,1,1,1,2
185,0,-1,1,0,2.0,2,-1,0.3070483731435652,0.6929516268563856,0,1,0,2
186,0,-1,-1,1,,2,0,0.2564290412882836,0.7435709587117135,1,1,1,2
187,0,-1,-1,0,,2,-1,0.19419129082363737,0.80580870917639,1,1,1,2
188,1,-1,1,0,-1.0,2,-1,0.11802656765486817,0.8819734323451619,1,0,1,2
189,0,1,-1,1,,2,2,0.09404261410270137,0.9059573858972747,1,0,1,2
190,1,-1,1,0,0.0,2,-1,0.05708043999585244,0.9429195600040959,1,0,1,2
191,0,1,-1,1,,2,2,0.04610832160395983,0.9538916783960103,1,0,1,2
192,1,-1,1,0,2.0,2,-1,0.02785043796385475,0.9721495620361856,1,0,1,2
193,0,1,-1,1,,2,2,0.02302144085584521,0.9769785591441146,1,0,1,2
194,1,-1,1,0,1.0,2,-1,0.01364836988534136,0.9863516301147046,1,0,1,2
195,1,1,1,1,1.0,2,2,0.011601052792853178,0.988398947207153,1,1,1,2
196,0,1,-1,1,,2,2,0.012156068878197776,0.9878439311218488,1,0,1,2
197,1,-1,1,0,-2.0,2,-1,0.009902031941747966,0.990097968058272,1,0,1,2
198,1,1,1,1,3.0,2,2,0.011791589309801297,0.9882084106902462,1,1,1,2
199,0,1,-1,1,,2,2,0.017056950183840718,0.982943049816179,1,0,1,2
200,1,-1,1,0,-1.0,2,-1,0.018858908677193597,0.9811410913227749,1,0,1,2
201,0,1,-1,1,,2,2,0.028909317509322106,0.9710906824906234,1,0,1,2
202,1,-1,1,0,1.0,2,-1,0.03408879152921121,0.9659112084708306,1,0,1,2
203,0,1,-1,1,,2,2,0.05406153702506156,0.9459384629749443,1,0,1,2
204,1,-1,2,0,10.0,2,-1,0.0661763862247584,0.9338236137752298,1,0,1,2
205,0,1,-1,2,,2,3,0.07650925008739148,0.9234907499126621,1,0,1,2
206,0,-1,-1,0,,2,-1,0.08084060704792759,0.9191593929521257,1,1,1,2
207,1,-1,1,0,-2.0,2,-1,0.08201406664394456,0.9179859333560428,1,0,1,2
208,1,1,1,1,2.0,2,2,0.0992732123724646,0.9007267876275182,1,1,1,2
209,0,1,-1,1,,2,2,0.13734784458650043,0.8626521554134728,1,0,1,2
210,0,-1,1,0,3.0,2,-1,0.1618865558910531,0.8381134441090028,0,1,0,2
211,1,-1,1,1,1.0,2,0,0.1625467896435053,0.8374532103565372,1,0,1,2
212,0,1,-1,1,,2,2,0.18477437011755657,0.8152256298824326,1,0,1,2
213,0,-1,-1,0,,2,-1,0.19731917381806285,0.802680826181891,1,1,1,2
214,0,-1,-1,0,,2,-1,0.20542995161198327,0.7945700483880646,1,1,1,2
215,1,-1,2,0,10.0,2,-1,0.20940755256836832,0.7905924474315961,1,0,1,2
216,1,1,1,2,3.0,2,3,0.21173282731373846,0.7882671726862848,1,1,1,2
217,1,1,1,1,3.0,2,2,0.22850273559728995,0.7714972644027017,1,1,1,2
218,0,1,-1,1,,2,2,0.2689671716273636,0.7310328283726183,1,0,1,2
219,1,-1,1,0,-3.0,2,-1,0.29477399297453283,0.7052260070254928,1,0,1,2
220,0,1,-1,1,,2,2,0.3812103695626453,0.6187896304373519,1,0,1,2
221,0,-1,-1,0,,2,-1,0.43965964740967217,0.5603403525903344,1,1,1,2
222,0,-1,-1,0,,2,-1,0.4872682618735719,0.5127317381264321,1,1,1,2
223,1,-1,2,0,-10.0,2,-1,0.525802135743115,0.4741978642569416,1,0,1,1
224,0,1,-1,2,,2,3,0.5618420422332018,0.4381579577667795,1,0,1,1
225,0,-1,1,0,3.0,2,-1,0.5844634834927491,0.41553651650729523,0,1,0,1
226,0,-1,1,1,3.0,2,0,0.5797978105756727,0.42020218942433596,0,1,0,1
227,1,-1,1,1,2.0,2,0,0.5413240754493278,0.4586759245506566,1,0,1,1
228,1,1,1,1,3.0,2,2,0.5365714618606708,0.4634285381393643,1,1,1,1
229,1,1,1,1,3.0,2,2,0.5485205903234706,0.45147940967652045,1,1,1,1
230,1,1,2,1,10.0,2,2,0.583762324204179,0.41623767579585386,1,1,1,1
231,0,1,1,2,0.0,2,3,0.6178412778294144,0.38215872217054125,0,0,0,1
232,1,-1,1,1,1.0,2,0,0.6116789594370794,0.3883210405629593,1,0,1,1
233,0,1,1,1,-3.0,2,2,0.6318517517477925,0.36814824825219744,0,0,0,1
234,0,-1,-1,1,,2,0,0.6161615861556646,0.3838384138443445,1,1,1,1
235,1,-1,1,0,-2.0,2,-1,0.595412075058191,0.4045879249418548,1,0,1,1
236,1,1,1,1,1.0,2,2,0.6012598215736824,0.3987401784263167,1,1,1,1
237,0,1,1,1,2.0,2,2,0.626787582324954,0.373212417674997,0,0,0,1
238,1,-1,2,1,-10.0,2,0,0.6153392616749177,0.38466073832510356,1,0,1,1
239,1,1,1,2,-2.0,2,3,0.602665944629101,0.3973340553709112,1,1,1,1
240,1,1,1,1,-2.0,2,2,0.6066114806588587,0.3933885193411425,1,1,1,1
241,0,1,-1,1,,2,2,0.6293521363395995,0.37064786366034425,1,0,1,1
242,0,-1,1,0,-3.0,2,-1,0.6420360909333483,0.35796390906663966,0,1,0,1
243,1,-1,1,1,-2.0,2,0,0.6298131251470115,0.3701868748529939,1,0,1,1
244,0,1,-1,1,,2,2,0.6427669338166551,0.3572330661833397,1,0,1,1
245,1,-1,2,0,10.0,2,-1,0.6474239365730788,0.3525760634269331,1,0,1,1
246,0,1,1,2,-3.0,2,3,0.6511021624942629,0.34889783750570463,0,0,0,1
247,0,-1,-1,1,,2,0,0.6132648760959293,0.38673512390406395,1,1,1,1
248,1,-1,1,0,-1.0,2,-1,0.5668039554817842,0.4331960445182499,1,0,1,1
249,0,1,-1,1,,2,2,0.5581423566472425,0.44185764335271527,1,0,1,1
250,1,-1,2,0,-10.0,2,-1,0.540004594067991,0.4599954059319627,1,0,1,1
251,0,1,-1,2,,2,3,0.5202353715568732,0.4797646284431472,1,0,1,1
252,1,-1,1,0,0.0,2,-1,0.48785513923063256,0.5121448607694118,1,0,1,2
253,0,1,-1,1,,2,2,0.48634581804842303,0.5136541819515875,1,0,1,2
254,0,-1,-1,0,,2,-1,0.476250053987404,0.5237499460126372,1,1,1,2
255,0,-1,-1,0,,2,-1,0.4613362586268768,0.5386637413731742,1,1,1,2
256,0,-1,-1,0,,2,-1,0.4410512419320122,0.5589487580679671,1,1,1,2
257,1,-1,1,0,-1.0,2,-1,0.41464258181167435,0.5853574181883451,1,0,1,2
258,1,1,1,1,2.0,2,2,0.4163488428144264,0.5836511571856127,1,1,1,2
259,1,1,2,1,10.0,2,2,0.4357152419450464,0.5642847580549505,1,1,1,2
260,0,1,1,2,-3.0,2,3,0.4540150550457363,0.5459849449542609,0,0,0,2
261,0,-1,-1,1,,2,0,0.4350497272264539,0.5649502727735403,1,1,1,2
262,0,-1,-1,0,,2,-1,0.41014115322955175,0.5898588467704367,1,1,1,2
263,0,-1,-1,0,,2,-1,0.3783654116396943,0.621634588360315,1,1,1,2
264,1,-1,1,0,-1.0,2,-1,0.33854386059053215,0.6614561394094332,1,0,1,2
265,0,1,-1,1,,2,2,0.33209690026677297,0.6679030997331902,1,0,1,2
266,1,-1,1,0,0.0,2,-1,0.31652452284762983,0.6834754771523306,1,0,1,2
267,1,1,1,1,2.0,2,2,0.3248642453069495,0.675135754693087,1,1,1,2
268,1,1,1,1,-3.0,2,2,0.35278694486358814,0.6472130551363598,1,1,1,2
269,1,1,2,1,-10.0,2,2,0.415694137885177,0.5843058621147802,1,1,1,2
270,1,1,1,2,-2.0,2,3,0.47631187174599415,0.5236881282539718,1,1,1,2
271,0,1,-1,1,,2,2,0.604538598764054,0.39546140123596973,1,0,1,1
272,0,-1,-1,0,,2,-1,0.6925203839834081,0.30747961601656887,1,1,1,1
273,0,-1,-1,0,,2,-1,0.7653958292790424,0.23460417072093873,1,1,1,1
274,0,-1,1,0,-3.0,2,-1,0.8258680674986966,0.17413193250126194,0,1,0,1
275,0,-1,-1,1,,2,0,0.8428479233749652,0.1571520766250368,1,1,1,1
276,0,-1,1,0,0.0,2,-1,0.8563489330757308,0.14365106692422447,0,1,0,1
277,0,-1,-1,1,,2,0,0.8515982026193384,0.14840179738066372,1,1,1,1
278,1,-1,1,0,-3.0,2,-1,0.8443768705142635,0.1556231294857477,1,0,1,1
279,1,1,1,1,-2.0,2,2,0.8567186391206303,0.14328136087932217,1,1,1,1
280,1,1,2,1,-10.0,2,2,0.8891406765794471,0.11085932342055718,1,1,1,1
281,0,1,-1,2,,2,3,0.9211943865958991,0.07880561340414163,1,0,1,1
282,0,-1,-1,0,,2,-1,0.9432093357512672,0.05679066424869332,1,1,1,1
283,0,-1,-1,0,,2,-1,0.9618470424622246,0.03815295753773253,1,1,1,1
284,0,-1,1,0,0.0,2,-1,0.9777988259654607,0.02220117403455485,0,1,0,1
285,0,-1,-1,1,,2,0,0.9818952804139297,0.01810471958611701,1,1,1,1
286,0,-1,-1,0,,2,-1,0.9856158552109678,0.014384144788978289,1,1,1,1
287,0,-1,-1,0,,2,-1,0.9890985557975707,0.010901444202412933,1,1,1,1
288,0,-1,1,0,1.0,2,-1,0.9924725642638759,0.007527435736121838,0,1,0,1
289,0,-1,-1,1,,2,0,0.9920395829562134,0.007960417043779484,1,1,1,1
290,0,-1,1,0,0.0,2,-1,0.9918367872318419,0.00816321276816578,0,1,0,1
291,0,-1,-1,1,,2,0,0.9873005265081185,0.012699473491930843,1,1,1,1
292,1,-1,1,0,3.0,2,-1,0.9824483970540527,0.017551602945934202,1,0,1,1
293,0,1,-1,1,,2,2,0.9853939942009693,0.014606005799024328,1,0,1,1
294,0,-1,1,0,0.0,2,-1,0.9871322177663858,0.012867782233648793,0,1,0,1
295,0,-1,-1,1,,2,0,0.9838615641510485,0.016138435849007055,1,1,1,1
296,0,-1,-1,0,,2,-1,0.980320553856928,0.019679446143023853,1,1,1,1
297,0,-1,1,0,-1.0,2,-1,0.9763778419408721,0.023622158059139444,0,1,0,1
298,0,-1,-1,1,,2,0,0.9605375779360956,0.03946242206392184,1,1,1,1
299,0,-1,-1,0,,2,-1,0.9420161333762673,0.05798386662376211,1,1,1,1
300,0,-1,-1,0,,2,-1,0.9201265014790966,0.07987349852089964,1,1,1,1
301,0,-1,-1,0,,2,-1,0.8940567409554416,0.10594325904457227,1,1,1,1
302,0,-1,1,0,-1.0,2,-1,0.8628398590723175,0.13716014092763426,0,1,0,1
303,0,-1,1,1,0.0,2,0,0.7635716813985793,0.23642831860136496,0,1,0,1
304,1,-1,1,1,-2.0,2,0,0.4575106717335067,0.5424893282664743,1,0,1,2
305,1,1,1,1,-2.0,2,2,0.3569846592077319,0.6430153407922261,1,1,1,2
306,1,1,2,1,-10.0,2,2,0.3098595248221123,0.6901404751778675,1,1,1,2
307,0,1,-1,2,,2,3,0.260662100343683,0.7393378996563693,1,0,1,2
308,0,-1,-1,0,,2,-1,0.1873918445065084,0.8126081554934794,1,1,1,2
309,1,-1,1,0,-2.0,2,-1,0.09798713423854721,0.9020128657614074,1,0,1,2
310,1,1,1,1,2.0,2,2,0.06909405615838617,0.9309059438416196,1,1,1,2
311,0,1,-1,1,,2,2,0.05612674724326252,0.9438732527567548,1,0,1,2
312,1,-1,1,0,-2.0,2,-1,0.03495051790249372,0.9650494820974782,1,0,1,2
