stim*contrast_ext,previous_ext,bias_ext,stim*contrast_int,previous_int,bias_int,AA,AB,BA,BB
4.416461364501167,2.4907264975097014,-0.032740452029000895,3.4701890988054083,0.021877689067350253,0.008142356720574296,-0.09925396772641379,-2.3592899277558828,-2.3861576826991784,-0.09649155194159587
4.454642283932061,2.492525850234909,-0.03247854411347827,3.4635861021298933,0.02212314749717155,0.008070137218605498,-0.09639714765025335,-2.387090086543533,-2.35999720824422,-0.09918019413327067
4.464025621749089,2.4919283132111363,-0.0323420174338519,3.4592399152091535,0.022439863816296587,0.008046804337813953,-0.09650099395643165,-2.3860644792992383,-2.359957573111059,-0.09918432679132141
4.425231356813191,2.489348138586848,-0.03261492533893908,3.4677960949889712,0.022137682961330805,0.00813095672488127,-0.09917620519588874,-2.360035466639201,-2.387153336443326,-0.09639074721638882
4.414306293801541,2.4909756999871924,-0.032751689599811076,3.472178259475422,0.02160968443358952,0.008146793736938983,-0.0991787304756093,-2.360011246179321,-2.3862672964107077,-0.09648044871241568
4.423827694363027,2.4906951278157288,-0.03269917569562271,3.4706498377908153,0.02160216799943528,0.008140616420144449,-0.0964463652197626,-2.3866038594086807,-2.360219830095116,-0.09915698526012433
4.4170833063691735,2.4897439023605523,-0.03268478194122099,3.470573474834784,0.021847977714969363,0.008142493474607528,-0.09643668145189904,-2.38669950611176,-2.3594706063727453,-0.0992351163839062
4.424458207603379,2.4900522574874158,-0.032662270896963747,3.4694236847355127,0.02221229495998704,0.008136279408696278,-0.09643100033918094,-2.386755623226313,-2.359942380896629,-0.09918591089418427
4.417407113819855,2.4892457803677854,-0.032639726330140215,3.470863321729429,0.021567369624439565,0.008139832724865813,-0.09910571934986576,-2.360711771912739,-2.387546711266502,-0.0963509505266167
4.42557195245253,2.4898447889746733,-0.032653133455470953,3.4690075168409473,0.02206344483881855,0.008136445920793935,-0.09642915657163677,-2.3867738364099584,-2.359745363147349,-0.09920645648041294
