stim*contrast,previous,bias
-2.827169094134473,-0.9325881554162898,-0.006248860406327411
-2.819428008990473,-0.9321364056752599,-0.006190713055160106
-2.827447982312191,-0.9326067878128192,-0.006242078080322093
-2.82556624273537,-0.9322946689891084,-0.006236983789902164
-2.826147617568734,-0.9323110461404914,-0.006255249998854915
-2.8274470352605627,-0.9326067494926613,-0.006242097993487008
-2.826674912764104,-0.9324903091100593,-0.006239148927686557
-2.8274080089991083,-0.9326041162146442,-0.006242008842941491
-2.826834552701391,-0.9325721693695863,-0.006238958048238957
-2.8273951429478306,-0.9326036181568812,-0.006241494604698281
-2.827449273067053,-0.9326068852769208,-0.00624208566257501
-2.8298497272801377,-0.9323441611700912,-0.006270764180735376
-2.824031328417974,-0.9325924787398466,-0.006217370926209565
-2.8272781687169344,-0.932578474999442,-0.006241380148391391
-2.827388240218382,-0.9326034497183373,-0.0062415400615178935
-2.8240545272168935,-0.9321188601726921,-0.006222267573846008
-2.8274484722361217,-0.9326068328213203,-0.006242089780245295
-2.824580424973039,-0.9323165756414642,-0.006216897301950854
-2.827447989044906,-0.9326068078819992,-0.006242105628531581
-2.827448119773231,-0.9326068227166926,-0.006242079782384217
-2.790357009593567,-0.9324550871863843,-0.006139302059115032
-2.807771055291679,-0.9325347504770501,-0.006190628334687535
-2.8274396429287627,-0.9326060961862712,-0.0062420144500780214
-2.824881005379142,-0.9321560582596644,-0.006234145572421776
-2.813096283301163,-0.9325489255204603,-0.006198556916733784
-2.805655242210785,-0.9325109461947961,-0.00615597787499543
-2.827445475801814,-0.9326065107864735,-0.006242067696094994
-2.8274481298236522,-0.9326068031265747,-0.006242078720595065
-2.8274444837037533,-0.9326064903022937,-0.006242062238440287
-2.8274493067527233,-0.9326068853293442,-0.006242086076627007
-2.817895617201481,-0.932567868579201,-0.0062052136243500615
-2.827448134855291,-0.9326068019300462,-0.006242078656021036
-2.826872986043088,-0.9325054430067248,-0.006239940488573627
-2.8273718215698804,-0.9325917946064738,-0.0062415552309990395
-2.8241768412981685,-0.9321325846348455,-0.006322259527426096
-2.8274383437900426,-0.9326062665736876,-0.0062420648591187565
-2.8208301615245457,-0.932170606042195,-0.006273750187173285
-2.827442286670781,-0.9326064391233251,-0.006242143925118531
-2.82743826704865,-0.9326059936045611,-0.006242184248818403
