response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int,correct
0,1,1,1,-3.0,2,2,0.009012947875708024,0.9909870521242562,0
1,-1,1,1,1.0,2,0,0.003475746091542545,0.9965242539084919,1
1,1,1,1,-3.0,2,2,0.0019502911239780941,0.9980497088760043,1
1,1,1,1,-2.0,2,2,0.0014520536180427006,0.9985479463819449,1
1,1,1,1,1.0,2,2,0.001522545523410876,0.9984774544765675,1
1,1,2,1,-10.0,2,2,0.0022266348917058462,0.9977733651082715,1
1,1,1,2,-1.0,2,3,0.0015300995478946125,0.9984699004520794,1
1,1,1,1,2.0,2,2,0.001470496549873968,0.9985295034501527,1
1,1,1,1,3.0,2,2,0.0019929780348665912,0.9980070219651208,1
1,1,1,1,1.0,2,2,0.003578341844327634,0.9964216581557048,1
0,1,-1,1,,2,2,0.007685471248580568,0.992314528751374,1
0,-1,-1,0,,2,-1,0.008825819668581253,0.9911741803314583,1
0,-1,-1,0,,2,-1,0.00781367096619524,0.9921863290338461,1
1,-1,1,0,1.0,2,-1,0.0046137030472373506,0.9953862969527372,1
1,1,1,1,-1.0,2,2,0.004751345886713825,0.9952486541132997,1
0,1,-1,1,,2,2,0.007135662193623442,0.9928643378064289,1
1,-1,1,0,1.0,2,-1,0.0067913675031865675,0.9932086324968639,1
0,1,-1,1,,2,2,0.010757235681890949,0.9892427643180676,1
1,-1,1,0,3.0,2,-1,0.011564697399087177,0.9884353026008921,1
1,1,1,1,0.0,2,2,0.019308875896199156,0.9806911241038005,1
0,1,-1,1,,2,2,0.039688382197146516,0.960311617802895,1
0,-1,-1,0,,2,-1,0.05263225684814662,0.9473677431518773,1
1,-1,2,0,-10.0,2,-1,0.06156197426127685,0.9384380257387569,1
0,1,-1,2,,2,3,0.06838299842066149,0.9316170015793465,1
0,-1,-1,0,,2,-1,0.06968805112793987,0.9303119488720658,1
1,-1,1,0,1.0,2,-1,0.06751577455563101,0.9324842254444137,1
0,1,1,1,0.0,2,2,0.0814690758000266,0.9185309242000234,0
0,-1,-1,1,,2,0,0.07004222152969256,0.9299577784703507,1
1,-1,2,0,10.0,2,-1,0.054091212282243555,0.9459087877177429,1
1,1,1,2,2.0,2,3,0.035611325495180125,0.9643886745048639,1
0,1,-1,1,,2,2,0.029799028527924626,0.9702009714720297,1
1,-1,1,0,2.0,2,-1,0.01886624492087838,0.9811337550791299,1
1,1,1,1,-3.0,2,2,0.01754707749855111,0.9824529225014164,1
0,1,-1,1,,2,2,0.021508077441028367,0.9784919225589591,1
1,-1,1,0,-2.0,2,-1,0.021715617297988335,0.9782843827020096,1
0,1,-1,1,,2,2,0.0313794492729682,0.9686205507270815,1
1,-1,2,0,10.0,2,-1,0.03611832185357832,0.9638816781463732,1
0,1,-1,2,,2,3,0.03896493364682428,0.9610350663531234,1
0,-1,-1,0,,2,-1,0.03738468906732166,0.9626153109326905,1
1,-1,1,0,-2.0,2,-1,0.032755232931985075,0.9672447670680568,1
0,1,-1,1,,2,2,0.038324530691292755,0.9616754693087609,1
0,-1,-1,0,,2,-1,0.03932866678056855,0.9606713332194735,1
0,-1,-1,0,,2,-1,0.03732958711369103,0.962670412886362,1
0,-1,-1,0,,2,-1,0.03225752755410972,0.9677424724459234,1
1,-1,1,0,0.0,2,-1,0.023935482722028483,0.9760645172780233,1
0,1,-1,1,,2,2,0.024910762511943175,0.9750892374880025,1
1,-1,1,0,-1.0,2,-1,0.022035297948413524,0.9779647020515531,1
1,1,2,1,-10.0,2,2,0.027411569736809582,0.9725884302631969,1
1,1,1,2,3.0,2,3,0.031181569881296535,0.9688184301187583,1
0,1,-1,1,,2,2,0.045204026257822244,0.9547959737421349,1
0,-1,-1,0,,2,-1,0.05311948883340181,0.9468805111665735,1
0,-1,-1,0,,2,-1,0.05751956470023481,0.9424804352997489,1
0,-1,-1,0,,2,-1,0.058557808265711456,0.9414421917343008,1
0,-1,-1,0,,2,-1,0.056270452285883864,0.9437295477141262,1
0,-1,-1,0,,2,-1,0.050577672320745094,0.9494223276792668,1
0,-1,-1,0,,2,-1,0.04128080101081123,0.9587191989892155,1
1,-1,1,0,-2.0,2,-1,0.028055394958310075,0.9719446050417454,1
1,1,2,1,10.0,2,2,0.026701229948835666,0.9732987700511218,1
0,1,-1,2,,2,3,0.023777126583269546,0.9762228734167521,1
0,-1,-1,0,,2,-1,0.016604969302962708,0.9833950306970108,1
1,-1,1,0,-2.0,2,-1,0.006198461181385287,0.9938015388185985,1
1,1,1,1,-3.0,2,2,0.003202195769337391,0.9967978042306422,1
1,1,1,1,1.0,2,2,0.0021740863118220803,0.997825913688123,1
1,1,1,1,-3.0,2,2,0.0021680460628945852,0.9978319539371127,1
1,1,2,1,10.0,2,2,0.0031785166655029476,0.9968214833345139,1
1,1,1,2,2.0,2,3,0.002772347484929521,0.9972276525151244,1
0,1,-1,1,,2,2,0.0036494707186292843,0.9963505292813973,1
1,-1,1,0,0.0,2,-1,0.002218188511143208,0.9977818114889125,1
1,1,1,1,-3.0,2,2,0.0025514818055869877,0.9974485181943858,1
0,1,-1,1,,2,2,0.004198170176372677,0.9958018298236563,1
1,-1,1,0,0.0,2,-1,0.0034598047234675427,0.9965401952765498,1
0,1,-1,1,,2,2,0.0052211495256426,0.9947788504743343,1
1,-1,1,0,2.0,2,-1,0.004476036952420161,0.9955239630475604,1
1,1,2,1,10.0,2,2,0.00678982262116006,0.9932101773787992,1
0,1,-1,2,,2,3,0.007635575536386306,0.9923644244635785,1
1,-1,1,0,-3.0,2,-1,0.005733999451944814,0.9942660005481031,1
0,1,-1,1,,2,2,0.007377878182666417,0.9926221218173665,1
1,-1,1,0,-2.0,2,-1,0.006305010519351093,0.9936949894807042,1
0,1,-1,1,,2,2,0.009091799996387798,0.9909082000035819,1
1,-1,1,0,2.0,2,-1,0.008958440932821901,0.9910415590671964,1
0,1,-1,1,,2,2,0.014144805290685045,0.9858551947093059,1
1,-1,1,0,-1.0,2,-1,0.015811348406864576,0.9841886515931827,1
1,1,1,1,-3.0,2,2,0.026568469110992764,0.973431530888961,1
1,1,2,1,-10.0,2,2,0.054600967400859124,0.9453990325990892,1
0,1,1,2,2.0,2,3,0.08034462643352278,0.9196553735665045,0
0,-1,-1,1,,2,0,0.07686050472553792,0.9231394952744627,1
1,-1,1,0,3.0,2,-1,0.06963050118556201,0.9303694988144138,1
0,1,-1,1,,2,2,0.07759823760058779,0.9224017623994637,1
1,-1,2,0,-10.0,2,-1,0.07973553497561847,0.9202644650243298,1
1,1,1,2,3.0,2,3,0.07985685437739481,0.9201431456226313,1
0,1,-1,1,,2,2,0.09344312527898928,0.9065568747210596,1
1,-1,1,0,-3.0,2,-1,0.10014892711383153,0.8998510728861239,1
0,1,1,1,-2.0,2,2,0.13510582185048792,0.8648941781495467,0
1,-1,1,1,0.0,2,0,0.13226807309478272,0.8677319269051799,1
0,1,-1,1,,2,2,0.15195716573869686,0.8480428342613225,1
1,-1,2,0,-10.0,2,-1,0.16301712460137752,0.836982875398646,1
1,1,1,2,1.0,2,3,0.1717933831014867,0.828206616898505,1
1,1,1,1,3.0,2,2,0.2059009690243954,0.7940990309756586,1
0,1,1,1,-1.0,2,2,0.2967263604750043,0.7032736395250225,0
0,-1,1,1,0.0,2,0,0.3086361534164815,0.6913638465834864,0
0,-1,-1,1,,2,0,0.29111764311351973,0.7088823568865315,1
1,-1,1,0,-1.0,2,-1,0.267477642696446,0.732522357303539,1
0,1,-1,1,,2,2,0.2731685896191223,0.7268314103808813,1
0,-1,-1,0,,2,-1,0.2708552387911927,0.7291447612088368,1
0,-1,1,0,2.0,2,-1,0.26376119391340636,0.7362388060865613,0
0,-1,-1,1,,2,0,0.2167814100471693,0.783218589952792,1
0,-1,-1,0,,2,-1,0.158944446302306,0.8410555536977086,1
1,-1,1,0,-1.0,2,-1,0.08823190095965301,0.9117680990403438,1
0,1,-1,1,,2,2,0.06798072571094872,0.9320192742890174,1
1,-1,1,0,0.0,2,-1,0.03748294558268293,0.9625170544173087,1
0,1,-1,1,,2,2,0.029521613089602827,0.9704783869103752,1
1,-1,1,0,2.0,2,-1,0.015877866451715746,0.9841221335483119,1
0,1,-1,1,,2,2,0.01288224078364,0.987117759216332,1
1,-1,1,0,1.0,2,-1,0.006178902510504718,0.9938210974895109,1
1,1,1,1,1.0,2,2,0.004786771097785838,0.9952132289022375,1
0,1,-1,1,,2,2,0.0054954652265281735,0.994504534773491,1
1,-1,1,0,-2.0,2,-1,0.0036655662156527854,0.9963344337844009,1
1,1,1,1,3.0,2,2,0.00444671181606213,0.9955532881839263,1
0,1,-1,1,,2,2,0.007610304778032961,0.9923896952220022,1
1,-1,1,0,-1.0,2,-1,0.007934891609999039,0.9920651083900434,1
0,1,-1,1,,2,2,0.01344235705252877,0.9865576429474899,1
1,-1,1,0,1.0,2,-1,0.015418689138462822,0.984581310861504,1
0,1,-1,1,,2,2,0.026695905104764366,0.9733040948951885,1
1,-1,2,0,10.0,2,-1,0.0328691037579901,0.9671308962419766,1
0,1,-1,2,,2,3,0.037126289755620344,0.9628737102443471,1
0,-1,-1,0,,2,-1,0.03696437265989735,0.963035627340093,1
1,-1,1,0,-2.0,2,-1,0.033822808495837076,0.96617719150414,1
1,1,1,1,2.0,2,2,0.041272967441863324,0.9587270325581796,1
0,1,-1,1,,2,2,0.0637014980841907,0.936298501915802,1
0,-1,1,0,3.0,2,-1,0.07787556049483815,0.9221244395051061,0
1,-1,1,1,1.0,2,0,0.07348906107050503,0.9265109389295434,1
0,1,-1,1,,2,2,0.0851565799862484,0.9148434200137082,1
0,-1,-1,0,,2,-1,0.09037798423639924,0.909622015763617,1
0,-1,-1,0,,2,-1,0.09181575312941899,0.9081842468706135,1
1,-1,2,0,10.0,2,-1,0.0895200621071012,0.9104799378928712,1
1,1,1,2,3.0,2,3,0.08516375107710249,0.9148362489229078,1
1,1,1,1,3.0,2,2,0.09353423906758776,0.9064657609323702,1
0,1,-1,1,,2,2,0.12233421540505973,0.8776657845949843,1
1,-1,1,0,-3.0,2,-1,0.1408402479190728,0.8591597520808845,1
0,1,-1,1,,2,2,0.20991949157153728,0.7900805084284211,1
0,-1,-1,0,,2,-1,0.25831048225685294,0.7416895177431905,1
0,-1,-1,0,,2,-1,0.2972752700781388,0.70272472992188,1
1,-1,2,0,-10.0,2,-1,0.328173653158091,0.6718263468419535,1
0,1,-1,2,,2,3,0.356134873349544,0.6438651266504788,1
0,-1,1,0,3.0,2,-1,0.37302761751248686,0.6269723824875686,0
0,-1,1,1,3.0,2,0,0.3594097091068253,0.6405902908931742,0
1,-1,1,1,2.0,2,0,0.29513641431937276,0.7048635856806047,1
1,1,1,1,3.0,2,2,0.281109240265208,0.7188907597347597,1
1,1,1,1,3.0,2,2,0.28875524715681095,0.711244752843185,1
1,1,2,1,10.0,2,2,0.325110442421872,0.674889557578074,1
0,1,1,2,0.0,2,3,0.359376359870626,0.640623640129368,0
1,-1,1,1,1.0,2,0,0.34818689265706454,0.6518131073429033,1
0,1,1,1,-3.0,2,2,0.3674512636219135,0.6325487363780962,0
0,-1,-1,1,,2,0,0.34356864094621115,0.6564313590538123,1
1,-1,1,0,-2.0,2,-1,0.31271017543769486,0.6872898245623335,1
1,1,1,1,1.0,2,2,0.3147813484474714,0.68521865155257,1
0,1,1,1,2.0,2,2,0.34256600227904543,0.6574339977208994,0
1,-1,2,1,-10.0,2,0,0.3271433278058107,0.6728566721942076,1
1,1,1,2,-2.0,2,3,0.3093551176132814,0.6906448823866955,1
1,1,1,1,-2.0,2,2,0.31442144504223335,0.6855785549577198,1
0,1,-1,1,,2,2,0.34700444523412793,0.6529955547658198,1
0,-1,1,0,-3.0,2,-1,0.36759603853214823,0.6324039614678355,0
1,-1,1,1,-2.0,2,0,0.3573272343114289,0.6426727656886012,1
0,1,-1,1,,2,2,0.3779002247493223,0.6220997752506351,1
1,-1,2,0,10.0,2,-1,0.3886825654154986,0.6113174345845228,1
0,1,1,2,-3.0,2,3,0.3974177690605868,0.6025822309394627,0
0,-1,-1,1,,2,0,0.3581860444711451,0.6418139555288651,1
1,-1,1,0,-1.0,2,-1,0.3095693786482895,0.6904306213517188,1
0,1,-1,1,,2,2,0.30235099328991655,0.6976490067101312,1
1,-1,2,0,-10.0,2,-1,0.2861284688951402,0.7138715311048525,1
0,1,-1,2,,2,3,0.2674471083632031,0.7325528916368191,1
1,-1,1,0,0.0,2,-1,0.23746963511316566,0.7625303648868821,1
0,1,-1,1,,2,2,0.23819341076534417,0.7618065892346501,1
0,-1,-1,0,,2,-1,0.23109279851137968,0.768907201488582,1
0,-1,-1,0,,2,-1,0.21904217278005542,0.7809578272199674,1
0,-1,-1,0,,2,-1,0.20162098930144295,0.7983790106985359,1
1,-1,1,0,-1.0,2,-1,0.178221281398128,0.8217787186019186,1
1,1,1,1,2.0,2,2,0.18087300554012992,0.8191269944598488,1
1,1,2,1,10.0,2,2,0.20480136062044504,0.7951986393795041,1
0,1,1,2,-3.0,2,3,0.22677455247458175,0.7732254475253922,0
0,-1,-1,1,,2,0,0.21074575095272155,0.7892542490472629,1
0,-1,-1,0,,2,-1,0.18889885641610685,0.8111011435838869,1
0,-1,-1,0,,2,-1,0.16047145315974246,0.8395285468402843,1
1,-1,1,0,-1.0,2,-1,0.1244714780481002,0.875528521951866,1
0,1,-1,1,,2,2,0.1182833551700417,0.8817166448299452,1
1,-1,1,0,0.0,2,-1,0.1048921051876623,0.8951078948123407,1
1,1,1,1,2.0,2,2,0.11053903801342138,0.8894609619866012,1
1,1,1,1,-3.0,2,2,0.13543928614681708,0.8645607138532216,1
1,1,2,1,-10.0,2,2,0.20250655255738756,0.7974934474426087,1
1,1,1,2,-2.0,2,3,0.26617667367545894,0.7338233263245836,1
0,1,-1,1,,2,2,0.4297305803679915,0.5702694196319901,1
0,-1,-1,0,,2,-1,0.5474655907097006,0.4525344092903324,1
0,-1,-1,0,,2,-1,0.6454927967122951,0.35450720328768764,1
0,-1,1,0,-3.0,2,-1,0.7272331642823283,0.2727668357176478,0
0,-1,-1,1,,2,0,0.7490654387749198,0.25093456122509483,1
0,-1,1,0,0.0,2,-1,0.7662497342678278,0.2337502657322081,0
0,-1,-1,1,,2,0,0.7574136454324447,0.24258635456758823,1
1,-1,1,0,-3.0,2,-1,0.7448676979530241,0.2551323020469611,1
1,1,1,1,-2.0,2,2,0.7609889916337743,0.23901100836621383,1
1,1,2,1,-10.0,2,2,0.814410504538318,0.1855894954616506,1
0,1,-1,2,,2,3,0.8665064345269907,0.1334935654729814,1
0,-1,-1,0,,2,-1,0.9041710237667238,0.09582897623323318,1
0,-1,-1,0,,2,-1,0.9361087281160904,0.06389127188391858,1
0,-1,1,0,0.0,2,-1,0.963434113644575,0.03656588635539087,0
0,-1,-1,1,,2,0,0.9705944696340584,0.02940553036591462,1
0,-1,-1,0,,2,-1,0.9770178033094037,0.02298219669059804,1
0,-1,-1,0,,2,-1,0.9829282769863379,0.017071723013632543,1
0,-1,1,0,1.0,2,-1,0.9885321551273504,0.011467844872687063,0
0,-1,-1,1,,2,0,0.988237122753847,0.011762877246174225,1
0,-1,1,0,0.0,2,-1,0.988232070430377,0.011767929569616552,0
0,-1,-1,1,,2,0,0.9820674700528326,0.017932529947221963,1
1,-1,1,0,3.0,2,-1,0.9754995419258781,0.02450045807408953,1
0,1,-1,1,,2,2,0.9801488065876114,0.019851193412433576,1
0,-1,1,0,0.0,2,-1,0.9834240432857146,0.016575956714285387,0
0,-1,-1,1,,2,0,0.9800153825519285,0.01998461744812812,1
0,-1,-1,0,,2,-1,0.9764360276660644,0.023563972333880304,1
0,-1,1,0,-1.0,2,-1,0.9725610658462704,0.027438934153737334,0
0,-1,-1,1,,2,0,0.9547532452280082,0.04524675477195849,1
0,-1,-1,0,,2,-1,0.9342132393294872,0.06578676067048947,1
0,-1,-1,0,,2,-1,0.9102242404115519,0.0897757595883998,1
0,-1,-1,0,,2,-1,0.8819490773381333,0.11805092266190743,1
0,-1,1,0,-1.0,2,-1,0.8484009998707256,0.15159900012927172,0
0,-1,1,1,0.0,2,0,0.7375453829329585,0.2624546170670065,0
1,-1,1,1,-2.0,2,0,0.38539545055270036,0.6146045494472987,1
1,1,1,1,-2.0,2,2,0.27837758405017843,0.7216224159498469,1
1,1,2,1,-10.0,2,2,0.2380910562966286,0.7619089437033876,1
0,1,-1,2,,2,3,0.19532580633465008,0.8046741936653954,1
0,-1,-1,0,,2,-1,0.13387645612909993,0.8661235438709244,1
1,-1,1,0,-2.0,2,-1,0.058864586694212344,0.9411354133057485,1
1,1,1,1,2.0,2,2,0.03648792081491341,0.963512079185107,1
0,1,-1,1,,2,2,0.028807566299155804,0.9711924337008371,1
1,-1,1,0,-2.0,2,-1,0.015545677788936861,0.9844543222110926,1
1,1,1,1,-2.0,2,2,0.012676437448420966,0.9873235625516039,1
1,1,2,1,10.0,2,2,0.014057914136698062,0.9859420858633143,1
0,1,-1,2,,2,3,0.013930461632534108,0.9860695383674207,1
1,-1,1,0,2.0,2,-1,0.010500806448942773,0.9894991935510807,1
0,1,-1,1,,2,2,0.012374093044186851,0.9876259069557893,1
1,-1,1,0,3.0,2,-1,0.011129881250002659,0.9888701187500357,1
0,1,-1,1,,2,2,0.015534763483697853,0.9844652365162904,1
1,-1,2,0,10.0,2,-1,0.016447050198770238,0.9835529498011862,1
0,1,-1,2,,2,3,0.015661829465615593,0.9843381705343942,1
1,-1,1,0,2.0,2,-1,0.011392357038229708,0.9886076429617966,1
1,1,1,1,1.0,2,2,0.012810920688355619,0.9871890793116874,1
0,1,1,1,-2.0,2,2,0.01948456299214323,0.9805154370078218,0
1,-1,1,1,3.0,2,0,0.012655011534812416,0.9873449884652279,1
1,1,2,1,-10.0,2,2,0.012591454627381458,0.9874085453726065,1
1,1,1,2,2.0,2,3,0.011026338451986866,0.9889736615480138,1
0,1,-1,1,,2,2,0.013313870909474439,0.9866861290905453,1
1,-1,1,0,-1.0,2,-1,0.012408928049968904,0.9875910719500058,1
1,1,1,1,-1.0,2,2,0.017692269851658914,0.9823077301483706,1
0,1,-1,1,,2,2,0.032551297327581885,0.9674487026724334,1
0,-1,-1,0,,2,-1,0.041389933519979216,0.9586100664800196,1
0,-1,-1,0,,2,-1,0.04679001523349022,0.9532099847664952,1
1,-1,1,0,1.0,2,-1,0.04893999520678383,0.9510600047932068,1
0,1,1,1,-2.0,2,2,0.06760229436173551,0.9323977056382476,0
0,-1,-1,1,,2,0,0.061442229171569815,0.9385577708284343,1
1,-1,1,0,1.0,2,-1,0.05148981793378413,0.9485101820661673,1
1,1,2,1,10.0,2,2,0.05494494828509734,0.9450550517149134,1
0,1,-1,2,,2,3,0.05677304589589992,0.9432269541040628,1
0,-1,-1,0,,2,-1,0.05359300689716262,0.946406993102799,1
0,-1,-1,0,,2,-1,0.046988430499060874,0.9530115695009781,1
0,-1,-1,0,,2,-1,0.03672882935416165,0.9632711706458689,1
1,-1,1,0,1.0,2,-1,0.02245616259644819,0.9775438374035315,1
0,1,-1,1,,2,2,0.01994629943586845,0.9800537005641384,1
1,-1,1,0,-3.0,2,-1,0.013446640905804875,0.9865533590942419,1
1,1,1,1,1.0,2,2,0.01375224167008417,0.9862477583299103,1
0,1,-1,1,,2,2,0.01897799899596924,0.981022001003995,1
1,-1,2,0,10.0,2,-1,0.020437967958625815,0.9795620320413821,1
1,1,1,2,-3.0,2,3,0.020161395407546027,0.9798386045924163,1
0,1,-1,1,,2,2,0.025921026998608022,0.9740789730013424,1
0,-1,1,0,2.0,2,-1,0.027548099934959623,0.9724519000650156,0
1,-1,1,1,-1.0,2,0,0.016659834214918155,0.9833401657851065,1
1,1,2,1,-10.0,2,2,0.015050589327476657,0.9849494106724983,1
1,1,1,2,3.0,2,3,0.011911751212189722,0.9880882487878104,1
0,1,-1,1,,2,2,0.012898408996017553,0.9871015910039715,1
0,-1,-1,0,,2,-1,0.010724184187011742,0.9892758158129684,1
1,-1,1,0,-1.0,2,-1,0.006139079118057279,0.9938609208819628,1
0,1,-1,1,,2,2,0.005884539925222622,0.9941154600748022,1
1,-1,1,0,-1.0,2,-1,0.0029656378005033387,0.9970343621994782,1
0,1,-1,1,,2,2,0.002631096096799951,0.9973689039032033,1
1,-1,-1,0,,2,-1,1.829860632170907e-05,0.9999817013936826,0
1,1,2,0,-10.0,2,1,0.030484998311847124,0.9695150016881026,1
1,1,1,2,0.0,2,3,0.05855135183178196,0.9414486481681739,1
0,1,1,1,0.0,2,2,0.12991902268601455,0.8700809773140171,0
0,-1,-1,1,,2,0,0.13957149284849657,0.8604285071514466,1
0,-1,-1,0,,2,-1,0.1448180660280477,0.855181933971989,1
0,-1,-1,0,,2,-1,0.1458418378029857,0.8541581621970655,1
0,-1,1,0,1.0,2,-1,0.14267853589095075,0.857321464109002,0
1,-1,1,1,3.0,2,0,0.10988433260925642,0.8901156673906899,1
0,1,-1,1,,2,2,0.10454453503824569,0.8954554649618055,1
0,-1,-1,0,,2,-1,0.09237322340649813,0.9076267765934484,1
1,-1,2,0,-10.0,2,-1,0.07540171233617832,0.9245982876638623,1
1,1,1,2,0.0,2,3,0.05582761928173419,0.9441723807182111,1
1,1,1,1,-1.0,2,2,0.05062890249342892,0.94937109750654,1
0,1,-1,1,,2,2,0.05502159951144747,0.9449784004885454,1
0,-1,-1,0,,2,-1,0.05441576939003344,0.9455842306099873,1
0,-1,-1,0,,2,-1,0.05051104903867412,0.9494889509613339,1
1,-1,2,0,10.0,2,-1,0.04317117102977174,0.9568288289702577,1
0,1,-1,2,,2,3,0.03375636719738993,0.9662436328026575,1
1,-1,1,0,3.0,2,-1,0.018121177383412585,0.9818788226166116,1
0,1,-1,1,,2,2,0.014527954483630453,0.9854720455163837,1
