contrast_ext,previous_response_ext,bias_ext,contrast_int,previous_response_int,bias_int,AA,AB,BA,BB
4.733840135037038,0.16823619568165563,-5.4709598223812606,1.1769851913741167,0.12863740576267507,0.16359259139823765,-0.031201013178175765,-3.482864655318314,-3.452155822652366,-0.03218985071314958
4.731096076730102,0.16932490530576616,-5.4689403366639295,1.1772044934179255,0.12837577258327476,0.1637679520597704,-0.031219296691324783,-3.4822879301411835,-3.451960333648999,-0.03219624649764738
4.735678079414063,0.16771977171962427,-5.4735294491500985,1.1770721642261457,0.12868438047641387,0.16347206187052296,-0.03218834244099205,-3.4522019291786736,-3.48258806440766,-0.031209780387930614
4.738045562442556,0.1672835787734763,-5.478362127048283,1.1774843046844048,0.12861739501209252,0.16322634104269804,-0.03218564419242861,-3.452284417692896,-3.4814833008447668,-0.031244823472457692
4.73588378633471,0.16763497458827092,-5.473722462128846,1.1771665272993994,0.1284351721719837,0.1642106612780164,-0.03123083685982325,-3.4819240899267365,-3.451002472408123,-0.03222760337088465
4.735172942148188,0.16827325299104295,-5.474992721686233,1.1774142633952582,0.12861176197163576,0.16301195287664294,-0.031233706946644645,-3.4818336225900746,-3.452717480710678,-0.03217148221288432
4.736302539254114,0.16740088693150526,-5.473394538609826,1.177010356024267,0.1284720838071599,0.16439308751706003,-0.03122131676725242,-3.4822242310132463,-3.4508121161240104,-0.03223383863491053
4.73375486433214,0.16829947725609792,-5.471099323460847,1.1770789832725412,0.12848403175307013,0.1639516234298744,-0.031213653508272897,-3.482465899023293,-3.451623760958801,-0.032207261121768437
4.730747791681203,0.16943687550868547,-5.468553238478039,1.1771936578222726,0.12840096643373142,0.16366806240554194,-0.032190154059814596,-3.4521465498822086,-3.4824017837018695,-0.031215686409986346
4.737417757022085,0.16703624249590918,-5.4746157780124864,1.1768677661955553,0.1283449484043977,0.1649346618497176,-0.031237658636020706,-3.4817090761270135,-3.449877609013034,-0.03226446690871241
