,response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int,correct,prev_resp_congruent,contrast_congruent,Predicted_state
35843,1,1,1,1,-2.0,17,2,0.1069561148455186,0.8930438851544579,1,1,1,2
35844,1,1,2,1,-10.0,17,2,0.0694210830348871,0.930578916965065,1,1,1,2
35845,1,1,1,2,3.0,17,3,0.0277756332186679,0.9722243667813514,1,1,1,2
35846,1,1,1,1,0.0,17,2,0.0090074083312993,0.990992591668696,1,1,1,2
35847,1,1,-1,1,,17,2,1.1340702788562682e-05,0.9999886592972466,0,1,0,2
35848,0,1,-1,0,,17,1,0.0068574415529446,0.9931425584470308,1,0,1,2
35849,1,-1,1,0,0.0,17,-1,0.0092081912689153,0.9907918087310348,1,0,1,2
35850,0,1,-1,1,,17,2,0.017478383699584,0.9825216163004066,1,0,1,2
35851,0,-1,-1,0,,17,-1,0.0202307153084293,0.9797692846915927,1,1,1,2
35852,1,-1,2,0,10.0,17,-1,0.0184369005671725,0.9815630994327896,1,0,1,2
35853,1,1,1,2,-2.0,17,3,0.0140150636413923,0.9859849363586404,1,1,1,2
35854,0,1,-1,1,,17,2,0.0141068295579261,0.9858931704421284,1,0,1,2
35855,1,-1,1,0,1.0,17,-1,0.0094005786799453,0.9905994213200336,1,0,1,2
35856,0,1,-1,1,,17,2,0.0093906741435739,0.990609325856456,1,0,1,2
35857,1,-1,1,0,1.0,17,-1,0.0050367911204965,0.9949632088794864,1,0,1,2
35858,1,1,1,1,2.0,17,2,0.0039271016086295,0.9960728983913892,1,1,1,2
35859,1,1,1,1,-2.0,17,2,0.0041312833577725,0.9958687166421952,1,1,1,2
35860,0,1,-1,1,,17,2,0.0057919079566392,0.9942080920433928,1,0,1,2
35861,1,-1,1,0,-3.0,17,-1,0.0036802800715639,0.996319719928464,1,0,1,2
35862,0,1,-1,1,,17,2,0.003627885013634,0.9963721149863428,1,0,1,2
35863,1,-1,-1,0,,17,-1,1.15743963924053e-05,0.9999884256035552,0,0,0,2
35864,1,1,2,0,-10.0,17,1,0.0190866791782969,0.9809133208216926,1,1,1,2
35865,0,1,-1,2,,17,3,0.0350947082885181,0.9649052917114874,1,0,1,2
35866,0,-1,-1,0,,17,-1,0.0432959383406107,0.956704061659349,1,1,1,2
35867,0,-1,-1,0,,17,-1,0.0456396675019186,0.9543603324980318,1,1,1,2
35868,0,-1,-1,0,,17,-1,0.0423186304143036,0.957681369585726,1,1,1,2
35869,1,-1,2,0,-10.0,17,-1,0.0330597243215963,0.9669402756783944,1,0,1,2
35870,0,1,-1,2,,17,3,0.0207945754573326,0.9792054245426334,1,0,1,2
35871,1,-1,-1,0,,17,-1,1.2383092748294625e-05,0.9999876169072656,0,0,0,2
35872,0,1,1,0,0.0,17,1,0.0035640952049353,0.9964359047950172,0,0,0,2
35873,1,-1,-1,1,,17,0,2.1171402616306565e-06,0.9999978828597832,0,0,0,2
35874,1,1,2,0,-10.0,17,1,0.0026835802043114,0.9973164197957248,1,1,1,2
35875,0,1,-1,2,,17,3,0.0030911438145602,0.9969088561854698,1,0,1,2
35876,1,-1,-1,0,,17,-1,9.924048952954332e-05,0.9999007595105008,0,0,0,2
35877,0,1,1,0,-2.0,17,1,0.1971012144114333,0.8028987855885417,0,0,0,2
35878,0,-1,-1,1,,17,0,0.2512351646554668,0.7487648353445882,1,1,1,2
35879,0,-1,1,0,-3.0,17,-1,0.2893630247550485,0.7106369752449551,0,1,0,2
35880,1,-1,1,1,2.0,17,0,0.2869819416817651,0.7130180583182364,1,0,1,2
35881,1,1,2,1,10.0,17,2,0.3160486701343309,0.6839513298656656,1,1,1,2
35882,0,1,-1,2,,17,3,0.3421457297549046,0.6578542702450999,1,0,1,2
35883,1,-1,1,0,3.0,17,-1,0.3549853943277922,0.6450146056721995,1,0,1,2
35884,1,1,1,1,2.0,17,2,0.4122280593652788,0.5877719406347747,1,1,1,2
35885,0,1,-1,1,,17,2,0.5478103815084934,0.4521896184915531,1,0,1,1
35886,0,-1,-1,0,,17,-1,0.6425175151219034,0.3574824848781383,1,1,1,1
35887,0,-1,-1,0,,17,-1,0.7133485393327603,0.2866514606671896,1,1,1,1
35888,0,-1,1,0,-2.0,17,-1,0.7661281852186091,0.2338718147813416,0,1,0,1
35889,1,-1,1,1,3.0,17,0,0.7745798621389021,0.2254201378611135,1,0,1,1
35890,0,1,-1,1,,17,2,0.8217026944025267,0.1782973055975261,1,0,1,1
35891,1,-1,2,0,-10.0,17,-1,0.8540381631539419,0.1459618368460339,1,0,1,1
35892,0,1,-1,2,,17,3,0.8852307653477797,0.1147692346522435,1,0,1,1
35893,0,-1,-1,0,,17,-1,0.906516098562534,0.0934839014375015,1,1,1,1
35894,0,-1,-1,0,,17,-1,0.9221699458352232,0.0778300541647639,1,1,1,1
35895,1,-1,1,0,-1.0,17,-1,0.9334795884343964,0.066520411565606,1,0,1,1
35896,0,1,1,1,1.0,17,2,0.976285714571137,0.0237142854288355,0,0,0,1
35897,0,-1,1,1,3.0,17,0,0.988373516095762,0.0116264839042229,0,1,0,1
35898,1,-1,2,1,10.0,17,0,0.9912004370580206,0.0087995629419537,1,0,1,1
35899,0,1,1,2,-3.0,17,3,0.9956054118302926,0.00439458816969,0,0,0,1
35900,0,-1,-1,1,,17,0,0.9959146846249176,0.0040853153751241,1,1,1,1
35901,0,-1,1,0,3.0,17,-1,0.997123001646613,0.0028769983533352,0,1,0,1
35902,0,-1,-1,1,,17,0,0.9962543524936875,0.0037456475062873,1,1,1,1
35903,1,-1,2,0,-10.0,17,-1,0.9963486555764318,0.0036513444236159,1,0,1,1
35904,0,1,1,2,2.0,17,3,0.9982443495414108,0.0017556504585336,0,0,0,1
35905,0,-1,1,1,1.0,17,0,0.9984880157282596,0.0015119842717268,0,1,0,1
35906,0,-1,-1,1,,17,0,0.99779393984866,0.0022060601513306,1,1,1,1
35907,0,-1,1,0,2.0,17,-1,0.9983298793430644,0.0016701206569751,0,1,0,1
35908,0,-1,-1,1,,17,0,0.9977831236625476,0.0022168763374394,1,1,1,1
35909,0,-1,1,0,0.0,17,-1,0.9984643483066424,0.0015356516934034,0,1,0,1
35910,0,-1,1,1,1.0,17,0,0.9981861365326272,0.001813863467364,0,1,0,1
35911,0,-1,-1,1,,17,0,0.9965475006434684,0.0034524993565429,1,1,1,1
35912,0,-1,1,0,3.0,17,-1,0.995874897812516,0.0041251021874959,0,1,0,1
35913,1,-1,2,1,10.0,17,0,0.99172331202722,0.0082766879728117,1,0,1,1
35914,1,1,1,2,-3.0,17,3,0.9891713422173334,0.010828657782686,1,1,1,1
35915,0,1,1,1,0.0,17,2,0.9943186742601244,0.0056813257398927,0,0,0,1
35916,0,-1,-1,1,,17,0,0.9945255411535056,0.0054744588464387,1,1,1,1
35917,0,-1,-1,0,,17,-1,0.9954548986685596,0.0045451013314294,1,1,1,1
35918,0,-1,1,0,2.0,17,-1,0.9971831717567892,0.0028168282432275,0,1,0,1
35919,1,-1,2,1,10.0,17,0,0.9968221599058912,0.0031778400941215,1,0,1,1
35920,0,1,1,2,-3.0,17,3,0.9982875602124928,0.0017124397874627,0,0,0,1
35921,0,-1,1,1,-3.0,17,0,0.9982476108220474,0.0017523891779169,0,1,0,1
35922,0,-1,-1,1,,17,0,0.9969787075364284,0.0030212924635624,1,1,1,1
35923,0,-1,-1,0,,17,-1,0.996772132768758,0.0032278672312447,1,1,1,1
35924,0,-1,1,0,-2.0,17,-1,0.9976108990127688,0.0023891009872516,0,1,0,1
35925,0,-1,1,1,-2.0,17,0,0.996745463639584,0.003254536360468,0,1,0,1
35926,0,-1,-1,1,,17,0,0.9929284713252428,0.0070715286747153,1,1,1,1
35927,0,-1,-1,0,,17,-1,0.9893419787709594,0.0106580212290561,1,1,1,1
35928,1,-1,2,0,10.0,17,-1,0.98569105370815,0.0143089462918445,1,0,1,1
35929,0,1,1,2,1.0,17,3,0.9835165273972568,0.0164834726027619,0,0,0,1
35930,0,-1,-1,1,,17,0,0.9693555611051098,0.0306444388948812,1,1,1,1
35931,1,-1,1,0,3.0,17,-1,0.9517730071918968,0.0482269928081286,1,0,1,1
35932,0,1,-1,1,,17,2,0.9522645378931168,0.0477354621068624,1,0,1,1
35933,0,-1,1,0,-1.0,17,-1,0.94983149702097,0.0501685029789891,0,1,0,1
35934,0,-1,-1,1,,17,0,0.9283871612680262,0.0716128387319643,1,1,1,1
35935,0,-1,1,0,-3.0,17,-1,0.9004689479738406,0.0995310520261297,0,1,0,1
35936,0,-1,1,1,-1.0,17,0,0.8082920736589687,0.1917079263410695,0,1,0,1
35937,1,-1,1,1,-3.0,17,0,0.5190016557190207,0.4809983442810044,1,0,1,1
35938,1,1,1,1,2.0,17,2,0.413043000872845,0.5869569991271725,1,1,1,2
35939,0,1,-1,1,,17,2,0.3698699548262442,0.6301300451737334,1,0,1,2
