contrast,previous_response,bias
-1.248716819518156,-0.4050080798383986,0.7659861547749263
-1.2486666654310694,-0.40498199136562496,0.7659447083851583
-1.248694146048246,-0.4051316511369274,0.7658803008209607
-1.2487075701812707,-0.40500632925057695,0.7659765909097027
-1.2487099568979194,-0.40500077243717236,0.765983115712295
-1.2487146417550476,-0.40500478638809456,0.7659859629306516
-1.2487112090684676,-0.40500184148306284,0.7659837824591673
-1.248716752047591,-0.4050067753524268,0.7659869109590532
-1.248709753195278,-0.40500469405041734,0.7659807670610432
-1.248636371505245,-0.40493510523295906,0.765960083582166
-1.2485884123531679,-0.4049143563226743,0.7659019167139225
-1.2487124813104757,-0.405049270770874,0.7659557383391562
-1.248242010317157,-0.40512022622989624,0.7654595592705103
-1.2487137449443537,-0.4050075733435554,0.7659839031158796
-1.2487091439565976,-0.4050063594200657,0.7659783631252519
-1.248638980389382,-0.4049768927246554,0.7659139924912516
-1.248682671714813,-0.4049922116956309,0.7659558219628627
-1.248158734792369,-0.40469654619471956,0.7656162731968575
-1.2485728517181114,-0.4049401110504586,0.7658541614450083
-1.2487118352623892,-0.40500522457426524,0.7659822947627276
-1.2482251665595765,-0.40476360400274264,0.7655551669795227
-1.2486392000945155,-0.4049556880015552,0.7659231371499561
-1.2483489809887107,-0.4053246039222328,0.7652825197673271
-1.2482952205741973,-0.4047885044976796,0.7656412715261274
-1.2487148539037227,-0.40500619215787514,0.7659849614368047
-1.2486473350240397,-0.40495250642078146,0.765967643087097
-1.248715414553558,-0.40500681863766386,0.7659854248560656
-1.2484438527182797,-0.40487162987504927,0.7657385879311789
-1.2487166903712004,-0.4050067802394126,0.7659868411479617
-1.2487165830151914,-0.40500640394872006,0.7659869571427778
-1.2487128159086092,-0.40500777087079115,0.7659829109559628
-1.2486927287055838,-0.40500791154005517,0.7659615667321383
-1.2481922503100955,-0.404661876437797,0.765671004680351
-1.2484856884641764,-0.4052275987934535,0.7655818767253038
-1.2486480954975878,-0.4049786622080087,0.7659576335968045
-1.2487151677656392,-0.40500728476476616,0.765985358278475
-1.2487060738988192,-0.4050090757261153,0.7659752617662484
-1.2487144214384867,-0.4050073200079052,0.7659843556993123
-1.2487107283177965,-0.40500328726939755,0.7659840703576747
-1.248473545770073,-0.40490832259164034,0.765768944061954
-1.2486773788119188,-0.4050157357392014,0.7659483075015892
-1.2487050428198905,-0.40500956619056117,0.765974225968391
-1.2487162789837767,-0.4050061615805737,0.7659876359956723
-1.2486206239248043,-0.40496662859182914,0.7658970941422788
-1.2486795348646123,-0.40500951665314555,0.7659445644144284
-1.2486741891254554,-0.4049971035853569,0.7659465869849755
-1.2487080359502212,-0.4049996205468596,0.7659822569362059
-1.2483526710555573,-0.40482499476822625,0.765670329403899
-1.2485377948587009,-0.40487391144224427,0.7658726675317654
-1.248709304027157,-0.40500762820904335,0.765978443984809
-1.2487168565030484,-0.4050068787111925,0.7659870414719052
-1.2486636605058232,-0.40511677685265607,0.7658575165011042
-1.2480461698892025,-0.40464840251779377,0.7654402046812265
-1.2487165647630691,-0.4050069370671709,0.7659867907243328
-1.2487159979443687,-0.40500626533896333,0.7659862873160534
-1.248713303072921,-0.4050073585305585,0.7659830235358259
-1.2486716411657548,-0.4050144174844286,0.7659361150392309
-1.2487130364994374,-0.4050076833099003,0.76598325985973
-1.2484135617786627,-0.4047957406159263,0.7657600587442607
-1.2487170120064337,-0.40500682629492707,0.7659872657137988
-1.2486346288008567,-0.4049761037111885,0.7659071764577876
-1.2486874287921084,-0.40498652075854963,0.7659629237557541
-1.2484145240772353,-0.40487799705283956,0.7657003819146632
-1.248714149490932,-0.4050067845528989,0.7659841221586602
-1.2487119125439043,-0.40500223891005765,0.7659845644787201
-1.2486400639111224,-0.40497409903343207,0.7659182487156685
-1.248001743057258,-0.40468636510873035,0.7653722381601222
-1.2485761141243406,-0.4049405454161697,0.7658698242638389
-1.2486283192071435,-0.4049427067823344,0.7659288904321129
-1.2487164529752088,-0.4050062071503792,0.7659869908646542
-1.248672068823049,-0.4049932512492844,0.7659414818360045
-1.248710339975353,-0.4050077787466489,0.7659796780835784
-1.2484932296032272,-0.4051025411232453,0.7656713930260999
-1.2482095739588466,-0.4047356068816874,0.765726128567008
-1.2487179989223947,-0.4050155077760206,0.7659821322160164
-1.2487160360000422,-0.4050070033880919,0.7659861168071977
-1.2483870007931592,-0.4049798575510054,0.7659984652098587
-1.2487169780439051,-0.4050066670937144,0.7659873402818514
-1.2480738942311205,-0.4046600861753131,0.7655303131935748
-1.248071944066403,-0.4045560468362377,0.7655228265971077
-1.248560711655003,-0.4052014009146227,0.765687521713281
-1.2487317495600454,-0.40501052708977625,0.7660077534773357
-1.2485420251939539,-0.4049249303718206,0.7658373037883925
-1.248600310818913,-0.40494981523683304,0.7658864691067807
-1.248476192340443,-0.4052232950749391,0.7655869721555126
-1.248716726188333,-0.4050064612060768,0.7659871252080265
-1.2487166454559897,-0.405006795857476,0.7659868051789205
-1.2487125379883073,-0.4050025963059442,0.7659867256620019
-1.2486858006521797,-0.40501066280732656,0.7659519169772862
-1.2487154153232656,-0.40500677400631235,0.7659854602473839
-1.2486521789504075,-0.40501545553313684,0.7659139710960923
-1.2485441622392979,-0.40535173205801583,0.7655845669652458
-1.248714985763449,-0.40500672556457323,0.7659849488834867
-1.2486880124869515,-0.4049871217094992,0.7659631696492082
-1.2487165737993737,-0.40500651177272873,0.7659868764063006
-1.2487162175743103,-0.4050066424139878,0.7659863480080077
-1.2485859755083064,-0.40494579683496146,0.7658772474715456
-1.2487167197029414,-0.40500640037203894,0.7659871833839307
-1.2486470408819665,-0.4050010610939264,0.7659110995475932
-1.248710757110891,-0.405008213957998,0.7659808247435481
