stim*contrast_ext,previous_ext,bias_ext,stim*contrast_int,previous_int,bias_int,AA,AB,BA,BB
6.633665711035032,0.9895317314188116,0.008896759754296574,-1.4561786870583444,3.795053729291902,0.3318705226069317,-0.10795655300879961,-2.279519134355756,-2.197396440755924,-0.11776155480559407
6.671067760022227,0.9792229418751996,0.008285843019159468,-1.3460622421232242,3.7739668266119932,0.3248355832709002,-0.11961518832289637,-2.182686960035096,-2.2815210071128136,-0.10772859508479878
4.959746916346618,1.7960082249300096,0.039762127391928574,4.684349744586032,1.793773124850387,0.014802780308080608,-0.00032072103756363243,-8.04509921076024,-3.2069901535509815,-0.04132030976653399
6.634074397576536,0.9894793843458475,0.008899212705347203,-1.4778668259503982,3.7981504156840646,0.3330816957546631,-0.10804106652058872,-2.2787780894655985,-2.1971180719353596,-0.117796349629109
6.633156752467532,0.9891053828458201,0.008927089714435716,-1.4906345772506784,3.8031358787126117,0.3341099727080767,-0.10821466461938324,-2.277257835241939,-2.1960425472437843,-0.11793088770662653
6.6357544091446625,0.9899947939333951,0.008760262306731778,-1.4476034293433568,3.7903632240892446,0.3309290610881347,-0.11703434641330501,-2.203234356584115,-2.2867650919962363,-0.10713384259711003
6.632382715129299,0.9892998037852478,0.008898815034076421,-1.483103779183297,3.80191056148171,0.3336960070106103,-0.11789303259541392,-2.19634503712842,-2.2775361210968423,-0.1081828651173501
6.635660323829663,0.9891304608677276,0.008920245334605299,-1.4900294652805688,3.802135549391551,0.3338446495231374,-0.11793240384378928,-2.196030434348576,-2.277447198794714,-0.10819302512570149
6.632862876524842,0.9893227750025456,0.008941148558159053,-1.482704259984728,3.7996231866422363,0.33348374930286456,-0.10809703658713421,-2.2782876603101223,-2.1967018978153354,-0.1178483898096227
6.640632838344274,0.9904596656730977,0.008634071605870045,-1.4284716203859789,3.7867198330161496,0.3297614382375014,-0.11686507593512903,-2.204598749234039,-2.2882473923195588,-0.10696635749898092
