perm_idx,state_idx,BIC
0,1,10809.389103800084
0,2,10706.339907043219
1,1,10809.388912534037
1,2,10706.339783129466
2,1,10809.389000108782
2,2,10696.780217475733
3,1,10809.388912549472
3,2,10705.58617317341
4,1,10809.38897604938
4,2,10709.28569588981
5,1,10809.388912867716
5,2,10701.879263850244
6,1,10809.38892024035
6,2,10706.57853135447
7,1,10809.389368559696
7,2,10705.31655739442
8,1,10809.388912462131
8,2,10704.096380463496
9,1,10809.388913041903
9,2,10697.479818661688
10,1,10809.38891302937
10,2,10706.738925401869
11,1,10809.388912481469
11,2,10708.283861180687
12,1,10809.388923057179
12,2,10706.339606402498
13,1,10809.389310262637
13,2,10706.339672272577
14,1,10809.388912679218
14,2,10706.340760542005
15,1,10809.388912420893
15,2,10702.187458816079
16,1,10809.388912532288
16,2,10706.3409280134
17,1,10809.388912532972
17,2,10692.826857047605
18,1,10809.389134203013
18,2,10686.258158440149
19,1,10809.38895385507
19,2,10699.605066244529
20,1,10809.388916751252
20,2,10706.339680196385
21,1,10809.389058103512
21,2,10706.340157666822
22,1,10809.389217607888
22,2,10691.168890728748
23,1,10809.389042321827
23,2,10706.33962229271
24,1,10809.388915566928
24,2,10704.910562133075
25,1,10809.388912400325
25,2,10711.36296011022
26,1,10809.388924766557
26,2,10706.204528976627
27,1,10809.388912860735
27,2,10708.344833003031
28,1,10809.388912597515
28,2,10712.24040195225
29,1,10809.388913275588
29,2,10705.903250271827
30,1,10809.389252439876
30,2,10706.339986841323
31,1,10809.388912511333
31,2,10706.249495816697
32,1,10809.388943065882
32,2,10706.339689211984
33,1,10809.388918765007
33,2,10707.53120213306
34,1,10809.388912898694
34,2,10706.340106471773
35,1,10809.388912418503
35,2,10701.566024894588
36,1,10809.388912808427
36,2,10701.405756536065
37,1,10809.3889524163
37,2,10706.339993974274
38,1,10809.388913426232
38,2,10706.33968360337
39,1,10809.388949020498
39,2,10703.023010567294
40,1,10809.388912497447
40,2,10703.742115432951
41,1,10809.388912703633
41,2,10706.339968413567
42,1,10809.388941200863
42,2,10700.720848480167
43,1,10809.38891258961
43,2,10693.788535072315
44,1,10809.388912680448
44,2,10705.94182362776
45,1,10809.388915789466
45,2,10690.637827407018
46,1,10809.388912430899
46,2,10702.449049755036
47,1,10809.38891278413
47,2,10700.28328063985
48,1,10809.38891777635
48,2,10705.564109234367
49,1,10809.388913556426
49,2,10707.48780220979
50,1,10809.388915362879
50,2,10704.002550412033
51,1,10809.388966187516
51,2,10707.630603757842
52,1,10809.388921773858
52,2,10700.699653091817
53,1,10809.38891249676
53,2,10706.33952801934
54,1,10809.388912452223
54,2,10699.262176492946
55,1,10809.388912995715
55,2,10696.41678675699
56,1,10809.388912972603
56,2,10698.035204985552
57,1,10809.388912602031
57,2,10706.339456095133
58,1,10809.388914706331
58,2,10705.010513842291
59,1,10809.388913190736
59,2,10695.91585530168
60,1,10809.388954575183
60,2,10704.26568965355
61,1,10809.388912908275
61,2,10706.765533187958
62,1,10809.388912470456
62,2,10700.480209172236
63,1,10809.388912925948
63,2,10706.339704557384
64,1,10809.388912697405
64,2,10706.34018392251
65,1,10809.38891824821
65,2,10706.340024071435
66,1,10809.38902381915
66,2,10706.3395327145
67,1,10809.388913692266
67,2,10693.04042702787
68,1,10809.388926754726
68,2,10704.08872140629
69,1,10809.388912461627
69,2,10700.285871818533
70,1,10809.388912857572
70,2,10752.730408409252
71,1,10809.388921561778
71,2,10706.340041441106
72,1,10809.388912958913
72,2,10699.539664832895
73,1,10809.388972594348
73,2,10698.640282205894
74,1,10809.388913307848
74,2,10705.80023983333
75,1,10809.389253410829
75,2,10706.339704362228
76,1,10809.388912488326
76,2,10706.339544302156
77,1,10809.389333840041
77,2,10704.235547620217
78,1,10809.388912564451
78,2,10692.84635587153
79,1,10809.388913330726
79,2,10706.341122376247
80,1,10809.38891383604
80,2,10706.339468769882
81,1,10809.388912606442
81,2,10703.210132393848
82,1,10809.388912815315
82,2,10699.861435127028
83,1,10809.38891315631
83,2,10706.340651916506
84,1,10809.388912455195
84,2,10703.703676638082
85,1,10809.38891333631
85,2,10682.904556190148
86,1,10809.388929152175
86,2,10704.339847967227
87,1,10809.388913156416
87,2,10700.484374164089
88,1,10809.388913430581
88,2,10701.991965061095
89,1,10809.388912404138
89,2,10712.570605143455
90,1,10809.388939801835
90,2,10702.341838738083
91,1,10809.388913384082
91,2,10700.279320140458
92,1,10809.388912418462
92,2,10692.895321940563
93,1,10809.38891250548
93,2,10706.339846975427
94,1,10809.388920729902
94,2,10699.64122204388
95,1,10809.388912436643
95,2,10705.153638561524
96,1,10809.388913774257
96,2,10704.450503712664
97,1,10809.389037109071
97,2,10710.410896980156
98,1,10809.388912410965
98,2,10696.60034181903
99,1,10809.38891475409
99,2,10709.954905022054
