stim*contrast_ext,previous_ext,bias_ext,stim*contrast_int,previous_int,bias_int,AA,AB,BA,BB
5.543199362787637,2.8492616518826357,1.8646268597461688,1.1253405634262021,6.4495223045548284,3.774534447447182,-0.09846311460324297,-2.3669009041961857,-2.494057667787917,-0.08618360379182687
5.406070851146183,2.8591629198662156,1.8659987373481774,1.544823392296395,6.453258143897211,3.7673576051094315,-0.08600324285881057,-2.496063726294742,-2.3954267057729552,-0.09555737199836892
5.081446070913953,2.8696830395349924,1.8713379531501046,2.6006595568197057,6.656584751528577,3.9115039853050613,-0.09484420225046704,-2.402567029864112,-2.460048800350934,-0.08930212436376866
5.647477585906107,2.7875667288699035,1.8503327866101682,1.4324649256456452,6.355300592535889,3.7557703682185437,-0.1078492413642379,-2.2804609638767492,-2.5354415374558195,-0.0825414510705047
5.521404725069021,2.8674630469040827,1.8686094648692175,1.0236971903039618,6.487168629979539,3.7884321676033146,-0.0870041039046764,-2.4849866572139314,-2.401792359031214,-0.09492130518115867
4.218706513503268,3.6196871768985894,1.9883644744095859,3.9369703205916178,3.4984982763489776,1.8375027029734128,-0.022257051348647392,-3.8162042911096545,-3.6468728054650135,-0.02641844968905793
5.54571772192715,2.846525083492533,1.8634330704912296,1.14727098054477,6.444863335805061,3.772627267700147,-0.08617341281391225,-2.494170899762363,-2.362396908935295,-0.09893031989802421
4.710766772970924,3.569700009698289,1.9343052512859331,3.8121104466888025,3.552079909888373,1.901506621214287,-0.011209539452315103,-4.496589660546885,-3.6366730836353374,-0.02669293638888337
4.508828965935932,3.5460479879940823,1.887483837719645,3.963657375306367,3.5612040497456467,1.9192546019901928,-0.031544914967910155,-3.472073872835502,-4.666409537710117,-0.009450496389742774
5.539580941442804,2.8511010374328727,1.865556018960155,1.112316140709046,6.453902529352703,3.7732581529960356,-0.08681675733646296,-2.4870499695785364,-2.3647844037772754,-0.09868237269392385
