,response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int,correct,prev_resp_congruent,contrast_congruent,Predicted_state
88,1,1,1.0,2,-1.0,1,3,0.94191310256229,0.0580868974376705,1,0,1,1
89,1,1,1.0,1,3.0,1,2,0.948913532398074,0.0510864676019226,1,0,1,1
90,0,1,-1.0,1,,1,2,0.9608083257866366,0.0391916742133462,1,0,1,1
91,1,-1,1.0,0,-1.0,1,-1,0.9639100445644136,0.0360899554356106,1,0,1,1
92,0,1,1.0,1,-2.0,1,2,0.9598737949406768,0.0401262050593657,0,0,0,1
93,0,-1,-1.0,1,,1,0,0.9367627238749678,0.0632372761250394,1,1,1,1
94,0,-1,-1.0,0,,1,-1,0.9197696735066538,0.0802303264933801,1,1,1,1
95,1,-1,1.0,0,2.0,1,-1,0.9084031818818558,0.0915968181181894,1,0,1,1
96,1,1,1.0,1,2.0,1,2,0.8788945705816944,0.1211054294183103,1,0,1,1
97,0,1,-1.0,1,,1,2,0.8565011210734351,0.1434988789265353,1,0,1,1
98,1,-1,1.0,0,0.0,1,-1,0.8050893579890686,0.1949106420109266,1,0,1,1
99,0,1,-1.0,1,,1,2,0.6972254827116748,0.3027745172883174,1,0,1,1
100,0,-1,1.0,0,-3.0,1,-1,0.475352320484725,0.5246476795152292,0,1,0,2
101,0,-1,1.0,1,3.0,1,0,0.3869999837639533,0.6130000162360525,0,1,0,2
102,0,-1,1.0,1,1.0,1,0,0.3566177977915648,0.6433822022084582,0,1,0,2
103,0,-1,1.0,1,2.0,1,0,0.3582257518962903,0.6417742481037273,0,1,0,2
104,0,-1,-1.0,1,,1,0,0.3931988184003092,0.6068011815997069,1,1,1,2
105,0,-1,1.0,0,3.0,1,-1,0.4356204484787345,0.5643795515212217,0,1,0,2
106,0,-1,-1.0,1,,1,0,0.5508054395866503,0.4491945604133139,1,1,1,1
107,1,-1,2.5,0,10.0,1,-1,0.6863776006524999,0.3136223993475293,1,0,1,1
108,0,1,1.0,2,-1.0,1,3,0.7883710779697151,0.2116289220302873,0,0,0,1
109,0,-1,-1.0,1,,1,0,0.8169875415708271,0.183012458429155,1,1,1,1
110,1,-1,1.0,0,2.0,1,-1,0.8536349599654074,0.1463650400345677,1,0,1,1
111,1,1,1.0,1,-1.0,1,2,0.8673031248641978,0.1326968751357878,1,0,1,1
112,0,1,-1.0,1,,1,2,0.8871698349645136,0.1128301650354943,1,0,1,1
113,0,-1,-1.0,0,,1,-1,0.8910846002586867,0.1089153997412708,1,1,1,1
114,0,-1,-1.0,0,,1,-1,0.9003318291000788,0.0996681708999672,1,1,1,1
115,1,-1,2.5,0,10.0,1,-1,0.9151789638284066,0.0848210361715972,1,0,1,1
116,1,1,1.0,2,1.0,1,3,0.925522654027976,0.0744773459720249,1,0,1,1
117,0,1,-1.0,1,,1,2,0.9413405535036692,0.0586594464963399,1,0,1,1
118,1,-1,1.0,0,0.0,1,-1,0.9456349222077784,0.0543650777922544,1,0,1,1
119,1,1,1.0,1,3.0,1,2,0.9406972755279036,0.0593027244720897,1,0,1,1
120,1,1,1.0,1,3.0,1,2,0.9404006110455432,0.0595993889544489,1,0,1,1
121,1,1,1.0,1,-3.0,1,2,0.9447363488233862,0.0552636511766065,1,0,1,1
122,0,1,-1.0,1,,1,2,0.9538298842503397,0.0461701157496601,1,0,1,1
123,0,-1,-1.0,0,,1,-1,0.9540997866258132,0.0459002133742169,1,1,1,1
124,0,-1,-1.0,0,,1,-1,0.9587864858685172,0.0412135141315308,1,1,1,1
125,1,-1,2.5,0,10.0,1,-1,0.96802552764663,0.0319744723533978,1,0,1,1
126,0,1,-1.0,2,,1,3,0.975343476547064,0.0246565234528888,1,0,1,1
127,1,-1,1.0,0,2.0,1,-1,0.9766179130935296,0.0233820869064784,1,0,1,1
128,1,1,1.0,1,-2.0,1,2,0.9725288885710778,0.0274711114288717,1,0,1,1
129,1,1,1.0,1,-1.0,1,2,0.9724506697562316,0.0275493302437838,1,0,1,1
130,1,1,1.0,1,0.0,1,2,0.9763809944550736,0.0236190055449159,1,0,1,1
131,0,1,-1.0,1,,1,2,0.984433532963114,0.0155664670368342,1,0,1,1
132,1,-1,1.0,0,-3.0,1,-1,0.987512088847237,0.0124879111527495,1,0,1,1
133,1,1,1.0,1,-3.0,1,2,0.987259408379588,0.0127405916204423,1,0,1,1
134,0,1,-1.0,1,,1,2,0.9905316161763208,0.0094683838237192,1,0,1,1
135,1,-1,2.5,0,-10.0,1,-1,0.9911053363831936,0.0088946636168189,1,0,1,1
136,0,1,-1.0,2,,1,3,0.9921597335455692,0.0078402664544796,1,0,1,1
137,0,-1,-1.0,0,,1,-1,0.991130643401299,0.0088693565987077,1,1,1,1
138,1,-1,1.0,0,1.0,1,-1,0.9934302463058654,0.0065697536941772,1,0,1,1
139,0,1,-1.0,1,,1,2,0.9939126007181784,0.0060873992818148,1,0,1,1
140,0,-1,-1.0,0,,1,-1,0.9928350954734584,0.0071649045265238,1,1,1,1
141,1,-1,1.0,0,-3.0,1,-1,0.9949926930933972,0.0050073069066352,1,0,1,1
142,0,1,1.0,1,-2.0,1,2,0.99581676684943,0.0041832331505858,0,0,0,1
143,1,-1,2.5,1,-10.0,1,0,0.9936518642405132,0.0063481357594569,1,0,1,1
144,0,1,-1.0,2,,1,3,0.9921941762161652,0.0078058237838666,1,0,1,1
145,0,-1,-1.0,0,,1,-1,0.9882979212267404,0.0117020787733033,1,1,1,1
146,0,-1,-1.0,0,,1,-1,0.987906572335392,0.0120934276646532,1,1,1,1
147,1,-1,1.0,0,0.0,1,-1,0.991008811203956,0.0089911887960906,1,0,1,1
148,1,1,2.5,1,10.0,1,2,0.9915509065890836,0.0084490934109514,1,0,1,1
149,0,1,1.0,2,-2.0,1,3,0.9944562030258624,0.0055437969741657,0,0,0,1
150,1,-1,1.0,1,3.0,1,0,0.9935312503966544,0.0064687496033687,1,0,1,1
151,1,1,1.0,1,2.0,1,2,0.9907339529751612,0.00926604702479,1,0,1,1
152,0,1,-1.0,1,,1,2,0.991295172110546,0.0087048278894864,1,0,1,1
153,0,-1,-1.0,0,,1,-1,0.9895154712055224,0.0104845287944465,1,1,1,1
154,1,-1,2.5,0,-10.0,1,-1,0.9911386619303864,0.0088613380696694,1,0,1,1
155,0,1,-1.0,2,,1,3,0.9931890942959296,0.0068109057040844,1,0,1,1
156,1,-1,1.0,0,3.0,1,-1,0.9933873233958174,0.0066126766041816,1,0,1,1
157,1,1,1.0,1,0.0,1,2,0.9918391261355612,0.008160873864435,1,0,1,1
