stim*contrast_ext,previous_ext,bias_ext,stim*contrast_int,previous_int,bias_int,AA,AB,BA,BB
20.529476879892567,0.24674498850910603,0.17507637061785986,18.97888729335107,-0.03753486139822431,0.2410605419411814,-0.03202258175755999,-3.4572825094716113,-3.2869733521105986,-0.03808280628131952
20.233212339733424,0.16453269709638638,0.1988976647796938,17.816740670072196,-0.11123178173119863,0.23819461696410643,-0.006698335857723634,-5.009243461322637,-3.3309728381984107,-0.036413290797711564
20.36449722595755,0.20850376635566883,0.18883091732457083,18.57629556769308,-0.0903710239390695,0.24342636133591064,-0.021153196870764224,-3.866522187062695,-3.02471841246004,-0.04979073587076278
20.049240816278658,0.10451875341983231,0.19117638806657283,19.342518544534464,0.11777868231583273,0.22042156538041419,-0.012190758746244888,-4.413166281197531,-4.4414403374725655,-0.011848882185276348
20.351802646470567,0.25740074032509314,0.17389951495055422,19.154231393740986,-0.06943098297324418,0.24736536752555938,-0.042792972451880164,-3.172701570711882,-2.893400943816478,-0.0569805118674571
20.563716541500114,0.251265546472315,0.17712386925441465,18.86563487077212,-0.06831607647096812,0.24489198371999954,-0.05464248067839857,-2.934140499412499,-3.259554668474966,-0.03916243213574114
19.98649677972076,0.1415845910008723,0.2020202077192196,17.41725918454297,-0.19367904618179155,0.25285141337676814,-0.002361521448817603,-6.0496297143186,-3.3245269240923903,-0.03665313433850518
20.524561026883966,0.20654849022466226,0.1849906797189107,18.684956874133093,-0.023436632564387237,0.23642554467592472,-0.02555480469345383,-3.679680121546983,-4.151140929643896,-0.015871732859315733
20.17774222754096,0.16874970343128295,0.1978563160931215,18.08583626372865,-0.12536265088386286,0.24227007689558577,-0.041079902352037775,-3.2127059081765745,-4.839235609157386,-0.007944575172974627
20.344205380209054,0.18562422870694306,0.19429974515501588,18.12918451740918,-0.10058587372724735,0.24142439542512975,-0.013096272317708962,-4.341968634990018,-3.1440886219769566,-0.04406285730811627
