ID,block,theta,prev_resp,resp,correct,isi_ms
1,2,-1,1,1,0,500
1,2,-1,1,0,1,800
1,2,-1,-1,1,0,740
1,2,-1,1,0,1,440
1,2,1,0,1,1,200
1,2,1,1,1,1,520
1,2,1,1,1,1,260
1,2,-1,1,1,0,680
1,2,1,1,0,0,240
1,2,-1,-1,0,1,340
1,2,1,-1,1,1,820
1,2,-1,0,1,0,960
1,2,1,0,1,1,1000
1,2,-1,1,0,1,960
1,2,1,-1,1,1,760
1,2,-1,1,0,1,280
1,2,1,-1,1,1,540
1,2,1,0,1,1,200
1,2,-1,1,0,1,780
1,2,-1,-1,0,1,320
1,2,-1,-1,0,1,780
1,2,-1,-1,0,1,400
1,2,1,0,1,1,600
1,2,-1,1,1,0,400
1,2,1,1,1,1,680
1,2,-1,1,0,1,320
1,2,-1,-1,0,1,240
1,2,1,0,0,0,820
1,2,1,0,1,1,1000
1,2,1,1,1,1,860
1,2,1,0,1,1,220
1,3,1,0,1,1,780
1,3,-1,1,1,0,800
1,3,1,1,1,1,600
1,3,-1,1,1,0,940
1,3,1,1,1,1,340
1,3,1,1,1,1,660
1,3,-1,0,0,1,720
1,3,1,-1,1,1,860
1,3,-1,1,1,0,680
1,3,1,1,1,1,420
1,3,1,0,1,1,240
1,3,-1,1,0,1,880
1,3,1,0,0,0,960
1,3,1,-1,1,1,200
1,3,1,0,1,1,500
1,3,-1,1,0,1,280
1,3,1,-1,1,1,840
1,3,-1,1,0,1,900
1,3,-1,0,0,1,760
1,3,1,-1,0,0,480
1,3,-1,-1,0,1,600
1,3,1,-1,1,1,680
1,3,-1,1,0,1,360
1,3,-1,0,1,0,440
1,3,1,1,1,1,740
1,3,1,0,0,0,980
1,3,1,-1,1,1,820
1,3,-1,1,0,1,880
1,3,-1,-1,0,1,500
1,3,1,0,1,1,900
1,3,1,1,1,1,380
1,3,1,1,1,1,720
1,3,-1,1,0,1,660
1,3,-1,-1,0,1,400
1,3,-1,-1,1,0,920
1,3,1,1,1,1,300
1,3,1,1,0,0,280
1,3,-1,-1,1,0,600
1,3,1,0,1,1,260
1,3,1,1,1,1,300
1,3,1,1,1,1,620
1,3,-1,1,0,1,240
1,3,-1,-1,0,1,700
1,3,1,-1,1,1,460
1,3,1,1,1,1,700
1,3,1,1,1,1,300
1,3,-1,1,0,1,460
1,3,-1,-1,0,1,620
1,3,1,-1,1,1,940
1,3,1,1,1,1,200
1,3,-1,0,0,1,680
1,3,1,-1,0,0,580
1,3,1,-1,1,1,400
1,3,1,1,1,1,1000
1,3,1,1,1,1,660
1,3,1,1,1,1,860
1,3,-1,1,1,0,260
1,3,1,1,1,1,360
1,3,-1,1,0,1,820
1,3,1,0,1,1,360
1,3,1,1,1,1,560
1,3,-1,1,0,1,980
1,3,-1,-1,0,1,580
1,3,1,0,1,1,560
1,3,1,1,1,1,340
1,3,1,1,1,1,560
1,3,-1,1,1,0,260
1,3,-1,1,1,0,440
1,3,1,1,1,1,760
1,3,1,1,1,1,920
1,3,-1,1,1,0,760
1,3,-1,1,1,0,800
1,3,1,1,1,1,340
1,3,1,1,1,1,740
1,3,1,1,1,1,420
1,3,-1,1,0,1,720
1,3,-1,0,0,1,640
1,3,1,-1,1,1,640
1,3,1,1,1,1,840
1,3,1,1,0,0,420
1,3,-1,-1,0,1,220
1,3,-1,0,1,0,480
1,3,-1,1,1,0,440
1,3,1,1,1,1,220
1,3,1,0,1,1,700
1,3,1,1,1,1,920
1,3,1,1,1,1,780
1,3,1,1,1,1,860
1,3,-1,0,0,1,1000
1,3,-1,-1,0,1,620
1,3,1,-1,1,1,320
1,3,-1,1,0,1,840
1,3,-1,-1,1,0,280
1,3,1,1,0,0,320
1,3,-1,-1,1,0,800
1,3,1,1,1,1,640
1,3,1,1,1,1,520
1,3,1,1,1,1,900
1,3,1,1,1,1,940
1,3,1,1,1,1,540
1,3,1,1,1,1,580
1,3,-1,1,0,1,240
1,3,-1,-1,0,1,980
1,3,-1,0,0,1,1000
1,3,1,-1,1,1,380
1,3,1,1,1,1,200
1,3,-1,1,0,1,820
1,3,1,-1,1,1,780
1,3,-1,1,1,0,960
1,3,-1,1,0,1,960
1,3,1,-1,1,1,220
1,3,1,1,1,1,880
1,3,-1,1,0,1,380
1,3,1,-1,1,1,480
1,3,-1,0,1,0,520
1,3,-1,1,1,0,400
1,3,1,0,1,1,320
1,3,1,1,0,0,520
1,3,-1,0,0,1,460
1,3,1,-1,1,1,540
1,3,1,1,1,1,740
1,3,1,1,1,1,500
1,3,-1,1,0,1,540
1,4,1,0,1,1,300
1,4,-1,0,0,1,900
1,4,-1,-1,1,0,800
1,4,-1,1,1,0,780
1,4,-1,0,1,0,540
1,4,1,1,1,1,520
1,4,-1,1,1,0,960
1,4,-1,0,0,1,560
1,4,-1,-1,1,0,940
1,4,-1,0,0,1,620
1,4,-1,-1,1,0,860
1,4,-1,0,0,1,600
1,4,-1,-1,1,0,780
1,4,1,1,1,1,940
1,4,-1,1,0,1,460
1,4,-1,-1,0,1,980
1,4,1,-1,0,0,500
1,4,1,-1,1,1,340
1,4,1,0,1,1,720
1,4,-1,1,0,1,660
1,4,-1,-1,1,0,600
1,4,1,1,1,1,260
1,4,1,1,1,1,260
1,4,1,1,1,1,200
1,4,-1,1,0,1,260
1,4,-1,-1,1,0,920
1,4,-1,1,0,1,240
1,4,1,-1,0,0,640
1,4,1,0,1,1,420
1,4,1,1,1,1,800
1,4,-1,1,0,1,440
1,4,1,-1,1,1,980
1,4,-1,1,1,0,700
1,4,-1,0,0,1,240
1,4,-1,-1,1,0,540
1,4,-1,1,1,0,840
1,4,-1,1,1,0,380
1,4,1,0,1,1,860
1,4,1,1,1,1,220
1,4,1,1,1,1,340
1,4,1,1,1,1,840
1,4,1,0,1,1,740
1,4,-1,1,0,1,840
1,4,1,0,1,1,480
1,4,1,1,0,0,580
1,4,1,-1,1,1,320
1,4,1,0,1,1,620
1,4,-1,1,0,1,380
1,4,1,-1,1,1,300
1,4,1,1,0,0,280
1,4,1,-1,1,1,460
1,4,1,1,0,0,500
1,4,-1,-1,1,0,820
1,4,-1,1,0,1,960
1,4,-1,-1,1,0,760
1,4,-1,1,1,0,580
1,4,1,0,1,1,200
1,4,-1,1,0,1,680
1,4,-1,-1,0,1,480
1,4,-1,-1,1,0,360
1,4,-1,1,0,1,940
1,4,-1,-1,0,1,520
1,4,1,-1,0,0,700
1,4,1,-1,1,1,440
1,4,-1,1,1,0,800
1,4,-1,0,1,0,960
1,4,-1,1,0,1,440
1,4,1,0,1,1,500
1,4,1,1,1,1,660
1,4,1,1,1,1,560
1,4,-1,1,0,1,220
1,4,-1,0,0,1,920
1,4,-1,0,0,1,760
1,4,1,-1,1,1,400
1,4,-1,1,1,0,540
1,4,1,1,1,1,720
1,4,-1,1,0,1,1000
1,4,-1,-1,1,0,520
1,4,-1,1,0,1,720
1,4,-1,-1,0,1,1000
1,4,1,-1,1,1,660
1,4,1,1,1,1,900
1,4,1,0,1,1,280
1,4,-1,1,0,1,920
1,4,1,-1,1,1,680
1,4,-1,1,1,0,640
1,4,-1,0,1,0,420
1,4,1,1,1,1,740
1,4,1,1,1,1,600
1,4,-1,1,0,1,980
1,4,1,0,0,0,280
1,4,-1,-1,1,0,240
1,4,1,1,1,1,760
1,4,-1,1,0,1,820
1,4,1,-1,1,1,1000
1,4,-1,1,1,0,220
1,4,-1,1,1,0,400
1,4,1,1,0,0,700
1,4,1,-1,0,0,820
1,4,1,-1,1,1,320
1,4,1,1,1,1,900
1,4,-1,1,0,1,340
1,4,1,-1,1,1,880
1,4,-1,1,1,0,880
1,4,1,0,1,1,420
1,4,1,1,1,1,740
1,4,-1,0,0,1,860
1,4,-1,-1,1,0,780
1,4,1,1,0,0,360
1,4,-1,-1,0,1,880
1,4,-1,-1,0,1,680
1,4,-1,-1,0,1,320
1,4,1,0,1,1,460
1,4,1,1,1,1,360
1,4,1,1,0,0,580
1,4,1,-1,1,1,640
1,4,1,0,1,1,300
1,4,-1,0,1,0,380
1,4,1,1,1,1,400
1,4,1,1,1,1,560
1,4,1,1,1,1,620
1,4,-1,1,1,0,200
1,4,-1,0,1,0,480
1,5,1,0,1,1,420
1,5,-1,1,0,1,720
1,5,-1,-1,0,1,320
1,5,-1,-1,0,1,520
1,5,-1,-1,0,1,360
1,5,1,-1,1,1,680
1,5,1,0,1,1,260
1,5,1,1,0,0,660
1,5,-1,-1,0,1,720
1,5,1,-1,0,0,860
1,5,1,-1,1,1,540
1,5,-1,1,0,1,460
1,5,1,0,1,1,620
1,5,-1,0,0,1,360
1,5,-1,-1,1,0,940
1,5,1,0,0,0,220
1,5,-1,-1,0,1,560
1,5,-1,-1,0,1,340
1,5,-1,-1,0,1,880
1,5,1,0,1,1,560
1,5,-1,1,1,0,960
1,5,-1,1,0,1,920
1,5,-1,0,1,0,540
1,5,-1,1,0,1,600
1,5,1,-1,1,1,580
1,5,-1,1,0,1,840
1,5,-1,-1,1,0,440
1,5,-1,0,0,1,280
1,5,1,-1,1,1,260
1,5,1,0,1,1,280
1,5,1,1,0,0,460
1,5,1,-1,1,1,360
1,5,1,1,1,1,200
1,5,1,0,1,1,780
1,5,1,1,1,1,740
1,5,-1,1,1,0,680
1,5,1,0,1,1,320
1,5,-1,1,0,1,500
1,5,1,-1,1,1,200
1,5,1,1,1,1,640
1,5,-1,0,1,0,1000
1,5,1,1,1,1,500
1,5,1,1,0,0,780
1,5,-1,-1,0,1,720
1,5,1,-1,1,1,960
1,5,1,1,1,1,380
1,5,1,1,1,1,380
1,5,1,1,1,1,600
1,5,-1,1,1,0,300
1,5,-1,0,0,1,700
1,5,1,0,1,1,760
1,5,-1,1,0,1,840
1,5,1,-1,1,1,340
1,5,1,1,1,1,1000
1,5,-1,0,0,1,220
1,5,1,-1,1,1,680
1,5,-1,0,0,1,940
1,5,-1,-1,1,0,500
1,5,1,1,1,1,520
1,5,1,1,1,1,400
1,5,1,1,1,1,700
1,5,-1,1,1,0,760
1,5,1,1,1,1,900
1,5,-1,1,1,0,420
1,5,1,1,1,1,980
1,5,1,0,0,0,940
1,5,-1,-1,1,0,200
1,5,-1,0,0,1,600
1,5,1,-1,1,1,800
1,5,1,1,1,1,740
1,5,-1,0,1,0,980
1,5,-1,1,1,0,300
1,5,-1,1,0,1,840
1,5,1,-1,0,0,540
1,5,-1,-1,1,0,820
1,5,1,0,1,1,320
1,5,1,1,1,1,420
1,5,-1,0,0,1,640
1,5,1,-1,1,1,780
1,5,-1,1,1,0,860
1,5,1,1,1,1,340
1,5,-1,1,1,0,980
1,5,-1,1,0,1,1000
1,5,-1,-1,1,0,240
1,5,-1,1,0,1,900
1,5,-1,-1,0,1,660
1,5,1,-1,0,0,960
1,5,-1,-1,0,1,700
1,5,-1,0,0,1,480
1,5,1,-1,1,1,760
1,5,-1,1,0,1,240
1,5,-1,-1,0,1,260
1,5,1,-1,1,1,920
1,5,1,1,1,1,620
1,5,-1,1,0,1,820
1,5,-1,-1,0,1,820
1,5,1,-1,0,0,800
1,5,-1,-1,1,0,580
1,5,-1,1,0,1,800
1,5,-1,-1,0,1,480
1,5,1,-1,1,1,280
1,5,1,1,1,1,440
1,5,-1,1,1,0,880
1,5,1,1,1,1,920
1,5,-1,1,1,0,440
1,5,-1,1,1,0,400
1,5,1,1,1,1,300
1,5,1,1,1,1,620
1,5,1,1,1,1,400
1,5,-1,1,0,1,640
1,5,-1,-1,0,1,380
1,5,1,-1,1,1,660
1,5,1,1,1,1,900
1,5,-1,1,1,0,460
1,5,1,1,0,0,740
1,5,-1,-1,1,0,860
1,5,-1,1,0,1,520
1,5,-1,-1,1,0,220
1,5,-1,0,1,0,560
1,5,1,1,0,0,240
1,5,1,-1,1,1,880
1,5,-1,1,0,1,580
1,5,1,0,1,1,480
1,6,1,0,1,1,840
1,6,1,1,1,1,540
1,6,-1,0,1,0,720
1,6,1,1,1,1,400
1,6,-1,1,0,1,740
1,6,1,-1,1,1,200
1,6,-1,0,0,1,780
1,6,1,-1,0,0,640
1,6,-1,-1,1,0,620
1,6,-1,0,0,1,440
1,6,1,-1,1,1,1000
1,6,1,1,1,1,340
1,6,-1,1,1,0,240
1,6,-1,1,0,1,1000
1,6,-1,-1,0,1,520
1,6,-1,-1,0,1,320
1,6,1,-1,1,1,880
1,6,1,1,1,1,720
1,6,-1,1,1,0,940
1,6,-1,1,1,0,340
1,6,-1,0,0,1,680
1,6,-1,-1,1,0,340
1,6,-1,1,0,1,660
1,6,1,-1,1,1,580
1,6,1,1,1,1,700
1,6,1,1,1,1,820
1,6,1,1,1,1,480
1,6,1,1,1,1,920
1,6,1,1,1,1,660
1,6,1,1,1,1,1000
1,6,1,1,1,1,720
1,6,1,1,1,1,960
1,6,1,1,0,0,560
1,6,1,-1,1,1,540
1,6,-1,1,0,1,460
1,6,-1,-1,0,1,920
1,6,-1,-1,0,1,420
1,6,-1,-1,1,0,600
1,6,1,1,1,1,780
1,6,-1,1,0,1,280
1,6,1,0,1,1,500
1,6,1,1,0,0,740
1,6,-1,-1,0,1,780
1,6,-1,-1,1,0,640
1,6,1,1,1,1,260
1,6,-1,1,0,1,240
1,6,1,-1,1,1,900
1,6,1,0,0,0,860
1,6,1,0,1,1,360
1,6,1,1,1,1,880
1,6,1,1,0,0,920
1,6,1,-1,1,1,480
1,6,1,1,1,1,900
1,6,-1,1,1,0,300
1,6,-1,1,0,1,940
1,6,-1,-1,0,1,260
1,6,-1,0,1,0,560
1,6,-1,1,0,1,860
1,6,1,-1,1,1,840
1,6,1,1,1,1,760
1,6,-1,1,0,1,940
1,6,1,-1,1,1,840
1,6,-1,1,0,1,960
1,6,-1,-1,0,1,380
1,6,1,-1,1,1,420
1,6,-1,1,0,1,200
1,6,1,-1,1,1,540
1,6,1,1,1,1,800
1,6,-1,0,1,0,500
1,6,1,0,0,0,260
1,6,-1,-1,0,1,240
1,6,-1,-1,0,1,700
1,6,-1,-1,1,0,980
1,6,-1,1,0,1,900
1,6,1,-1,1,1,400
1,6,1,0,1,1,800
1,6,1,1,1,1,200
1,6,-1,1,0,1,680
1,6,-1,-1,0,1,800
1,6,-1,0,1,0,380
1,6,-1,1,1,0,460
1,6,-1,1,1,0,980
1,6,-1,0,1,0,700
1,6,1,1,1,1,220
1,6,1,1,0,0,480
1,6,1,-1,1,1,380
1,6,1,0,1,1,980
1,6,1,0,0,0,220
1,6,1,-1,1,1,680
1,6,-1,0,0,1,520
1,6,-1,-1,0,1,560
1,6,-1,0,0,1,760
1,6,-1,-1,0,1,600
1,6,1,0,1,1,860
1,6,1,1,1,1,500
1,6,1,1,0,0,280
1,6,1,-1,1,1,300
1,6,1,1,1,1,820
1,6,-1,1,0,1,440
1,6,-1,0,0,1,320
1,6,1,0,1,1,420
1,6,1,0,1,1,580
1,6,1,1,1,1,580
1,6,1,0,1,1,620
1,6,-1,1,0,1,460
1,6,-1,-1,0,1,520
1,6,1,-1,1,1,300
1,6,-1,1,1,0,640
1,6,1,1,0,0,600
1,6,1,-1,1,1,760
1,6,-1,1,0,1,820
1,6,-1,-1,0,1,320
1,6,1,-1,1,1,360
1,6,-1,1,0,1,960
1,6,-1,-1,1,0,400
1,6,-1,1,1,0,440
1,6,1,1,1,1,620
1,6,-1,1,0,1,360
1,6,-1,0,0,1,740
1,6,-1,-1,0,1,220
1,6,-1,-1,1,0,280
1,6,1,1,0,0,880
1,6,1,-1,1,1,660
1,7,1,0,1,1,940
1,7,1,1,0,0,500
1,7,1,-1,0,0,700
1,7,1,-1,1,1,940
1,7,-1,0,1,0,200
1,7,-1,1,0,1,380
1,7,1,-1,0,0,520
1,7,-1,-1,0,1,260
1,7,1,-1,1,1,280
1,7,1,1,1,1,520
1,7,1,1,1,1,680
1,7,1,1,1,1,740
1,7,1,1,1,1,660
1,7,-1,1,1,0,580
1,7,1,1,1,1,860
1,7,-1,0,0,1,460
1,7,-1,-1,0,1,420
1,7,1,-1,1,1,380
1,7,-1,1,0,1,300
1,7,1,0,0,0,640
1,7,1,0,1,1,740
1,7,1,0,1,1,640
1,7,-1,1,1,0,640
1,7,1,1,0,0,340
1,7,1,-1,1,1,660
1,7,1,1,1,1,960
1,7,-1,0,0,1,200
1,7,1,-1,1,1,420
1,7,1,1,1,1,980
1,7,1,1,1,1,1000
1,7,1,1,1,1,760
1,7,-1,1,1,0,600
1,7,-1,1,1,0,900
1,7,-1,1,1,0,500
1,7,1,1,1,1,680
1,7,-1,1,0,1,680
1,7,-1,-1,0,1,560
1,7,-1,-1,1,0,480
1,7,1,1,0,0,260
1,7,-1,-1,0,1,520
1,7,-1,-1,0,1,960
1,7,1,0,1,1,760
1,7,-1,1,1,0,440
1,7,1,1,1,1,340
1,7,1,1,0,0,1000
1,7,1,0,1,1,780
1,7,-1,1,0,1,480
1,7,-1,-1,1,0,960
1,7,1,0,1,1,200
1,7,1,1,1,1,260
1,7,-1,1,1,0,880
1,7,1,1,1,1,500
1,7,-1,0,1,0,620
1,7,1,1,1,1,800
1,7,1,1,1,1,840
1,7,1,0,1,1,800
1,7,1,0,1,1,300
1,7,1,0,0,0,860
1,7,-1,0,0,1,800
1,7,-1,-1,1,0,560
1,7,1,1,0,0,620
1,7,-1,0,0,1,240
1,7,1,-1,0,0,220
1,7,-1,-1,1,0,720
1,7,-1,1,1,0,340
1,7,-1,1,0,1,540
1,7,1,-1,1,1,360
1,7,-1,0,0,1,980
1,7,-1,-1,0,1,240
1,7,-1,0,0,1,780
1,7,1,-1,1,1,220
1,7,1,0,1,1,400
1,7,-1,1,1,0,720
1,7,-1,1,0,1,360
1,7,1,-1,1,1,400
1,7,1,1,1,1,840
1,7,-1,1,0,1,320
1,7,1,-1,1,1,420
1,7,1,1,1,1,360
1,7,1,1,1,1,480
1,7,-1,1,0,1,920
1,7,-1,-1,1,0,820
1,7,-1,1,0,1,860
1,7,1,-1,1,1,400
1,7,-1,0,0,1,880
1,7,1,-1,1,1,540
1,7,1,1,1,1,460
1,7,1,1,1,1,300
1,7,1,1,0,0,880
1,7,-1,-1,0,1,780
1,7,-1,0,0,1,600
1,7,1,-1,0,0,660
1,7,1,0,1,1,1000
1,7,1,1,1,1,580
1,7,-1,1,0,1,920
1,7,1,-1,1,1,720
1,7,1,1,0,0,580
1,7,1,0,1,1,440
1,7,1,1,1,1,940
1,7,-1,0,1,0,280
1,7,-1,1,0,1,700
1,7,1,0,0,0,740
1,7,-1,-1,0,1,620
1,7,-1,-1,1,0,560
1,7,1,1,0,0,900
1,7,1,0,1,1,440
1,7,-1,1,0,1,920
1,7,1,-1,1,1,980
1,7,1,1,1,1,380
1,7,-1,1,1,0,900
1,7,-1,1,1,0,820
1,7,-1,1,1,0,280
1,7,1,1,1,1,540
1,7,1,1,0,0,460
1,7,-1,-1,0,1,700
1,7,-1,0,0,1,240
1,7,1,-1,1,1,600
1,7,-1,1,0,1,820
1,7,-1,-1,1,0,760
1,7,-1,1,0,1,320
1,7,1,-1,1,1,220
1,7,1,1,1,1,320
1,7,-1,1,0,1,840
1,8,1,0,1,1,320
1,8,1,1,1,1,960
1,8,1,1,1,1,500
1,8,-1,1,1,0,500
1,8,-1,1,0,1,780
1,8,1,-1,1,1,800
1,8,1,0,1,1,340
1,8,1,1,1,1,280
1,8,-1,1,1,0,900
1,8,-1,0,0,1,960
1,8,1,-1,1,1,220
1,8,-1,1,1,0,480
1,8,-1,1,0,1,440
1,8,1,-1,1,1,780
1,8,-1,1,0,1,760
1,8,1,-1,1,1,200
1,8,1,0,1,1,340
1,8,-1,1,1,0,940
1,8,-1,1,0,1,560
1,8,1,-1,1,1,420
1,8,1,0,1,1,300
1,8,1,0,1,1,720
1,8,-1,1,0,1,920
1,8,1,-1,1,1,820
1,8,1,1,1,1,720
1,8,-1,1,1,0,940
1,8,1,1,1,1,800
1,8,1,0,1,1,820
1,8,1,1,1,1,580
1,8,1,1,1,1,520
1,8,-1,1,0,1,700
1,8,1,-1,1,1,780
1,8,1,1,1,1,360
1,8,1,1,1,1,320
1,8,1,1,1,1,540
1,8,-1,1,0,1,980
1,8,1,-1,1,1,540
1,8,-1,1,1,0,640
1,8,1,0,1,1,680
1,8,1,1,1,1,240
1,8,-1,0,0,1,460
1,8,-1,-1,1,0,700
1,8,-1,0,0,1,580
1,8,-1,0,0,1,220
1,8,-1,-1,1,0,480
1,8,-1,1,0,1,380
1,8,1,-1,1,1,680
1,8,-1,1,0,1,380
1,8,-1,-1,0,1,360
1,8,-1,-1,0,1,540
1,8,-1,-1,0,1,500
1,8,1,-1,1,1,640
1,8,-1,1,0,1,760
1,8,-1,-1,0,1,600
1,8,-1,0,1,0,680
1,8,-1,1,0,1,260
1,8,1,-1,1,1,480
1,8,-1,0,1,0,280
1,8,-1,0,1,0,240
1,8,-1,1,1,0,360
1,8,-1,0,1,0,560
1,8,-1,1,1,0,920
1,8,-1,1,1,0,200
1,8,1,1,1,1,620
1,8,1,1,1,1,300
1,8,1,0,1,1,620
1,8,-1,1,1,0,720
1,8,-1,1,1,0,880
1,8,1,1,1,1,640
1,8,1,1,1,1,260
1,8,1,0,0,0,340
1,8,-1,-1,0,1,240
1,8,-1,-1,0,1,900
1,8,1,0,1,1,220
1,8,1,1,0,0,600
1,8,-1,-1,0,1,700
1,8,1,-1,1,1,920
1,8,-1,1,0,1,740
1,8,1,0,1,1,260
1,8,-1,1,0,1,860
