ID,block,theta,prev_resp,resp,correct,isi_ms
1,8,-1,-1,1,0,440
1,8,1,1,1,1,460
1,8,-1,0,0,1,660
1,8,1,0,1,1,600
1,8,-1,1,1,0,880
1,8,1,1,1,1,660
1,8,1,1,1,1,960
1,8,-1,1,1,0,900
1,8,-1,1,1,0,980
1,8,1,1,0,0,520
1,8,1,-1,1,1,380
1,8,1,1,1,1,420
1,8,-1,1,0,1,420
1,8,1,-1,1,1,800
1,8,-1,1,0,1,560
1,8,1,-1,1,1,840
1,8,1,1,1,1,880
1,8,1,1,1,1,1000
1,8,-1,1,0,1,520
1,8,1,0,1,1,840
1,8,1,0,1,1,940
1,8,1,1,1,1,820
1,8,-1,1,0,1,440
1,8,1,-1,1,1,660
1,8,-1,0,0,1,400
1,8,1,-1,1,1,1000
1,8,1,1,1,1,740
1,8,-1,1,0,1,460
1,8,1,0,1,1,760
1,8,-1,0,0,1,860
1,8,-1,-1,0,1,300
1,8,1,-1,1,1,840
1,8,-1,1,0,1,860
1,8,-1,-1,0,1,200
1,8,-1,0,0,1,740
1,8,1,-1,1,1,400
1,8,1,1,0,0,320
1,8,-1,-1,0,1,980
1,8,1,-1,1,1,400
1,8,-1,1,0,1,1000
1,8,1,0,1,1,580
1,8,1,1,1,1,280
1,8,1,1,1,1,620
1,9,1,0,1,1,780
1,9,1,1,0,0,340
1,9,-1,-1,0,1,860
1,9,1,-1,1,1,700
1,9,-1,1,0,1,920
1,9,-1,-1,0,1,940
1,9,1,0,1,1,760
1,9,1,1,1,1,380
1,9,1,1,1,1,240
1,9,-1,1,0,1,880
1,9,-1,-1,0,1,920
1,9,-1,-1,0,1,640
1,9,-1,-1,1,0,580
1,9,-1,1,1,0,400
1,9,-1,0,0,1,680
1,9,1,-1,1,1,420
1,9,-1,1,1,0,440
1,9,1,1,0,0,620
1,9,-1,-1,0,1,500
1,9,1,-1,1,1,280
1,9,1,1,1,1,260
1,9,1,1,1,1,600
1,9,1,1,1,1,380
1,9,-1,1,1,0,700
1,9,1,1,1,1,500
1,9,-1,0,0,1,200
1,9,1,-1,1,1,1000
1,9,1,1,1,1,780
1,9,1,1,1,1,800
1,9,-1,1,1,0,620
1,9,1,1,1,1,400
1,9,1,0,0,0,960
1,9,-1,0,1,0,540
1,9,-1,1,1,0,900
1,9,-1,1,1,0,520
1,9,1,1,1,1,720
1,9,-1,1,0,1,300
1,9,-1,-1,0,1,460
1,9,1,-1,1,1,800
1,9,1,1,1,1,440
1,9,-1,1,0,1,700
1,9,-1,-1,1,0,360
1,9,1,0,0,0,740
1,9,-1,-1,0,1,820
1,9,1,0,1,1,580
1,9,1,1,0,0,340
1,9,-1,-1,0,1,560
1,9,-1,-1,0,1,800
1,9,1,-1,1,1,860
1,9,1,1,0,0,640
1,9,-1,0,0,1,620
1,9,1,0,1,1,880
1,9,1,1,1,1,460
1,9,1,1,0,0,720
1,9,-1,-1,0,1,940
1,9,-1,0,0,1,260
1,9,1,-1,1,1,220
1,9,1,0,1,1,360
1,9,1,1,1,1,980
1,9,1,1,1,1,300
1,9,-1,1,1,0,440
1,9,1,1,1,1,520
1,9,1,0,1,1,500
1,9,-1,1,0,1,660
1,9,-1,-1,0,1,320
1,9,1,-1,1,1,240
1,9,1,1,1,1,380
1,9,1,1,1,1,340
1,9,1,1,1,1,200
1,9,1,1,1,1,860
1,9,-1,1,0,1,900
1,9,1,-1,1,1,320
1,9,1,1,1,1,280
1,9,1,1,1,1,220
1,9,1,1,0,0,940
1,9,-1,-1,1,0,760
1,9,-1,1,0,1,760
1,9,-1,-1,1,0,580
1,9,1,1,1,1,540
1,9,-1,1,0,1,480
1,9,-1,-1,0,1,920
1,9,-1,-1,0,1,820
1,9,-1,-1,0,1,720
1,9,-1,-1,0,1,840
1,9,1,-1,1,1,780
1,9,1,1,1,1,660
1,9,-1,0,0,1,360
1,9,1,0,1,1,480
1,9,1,1,1,1,560
1,9,1,1,1,1,220
1,9,-1,1,0,1,1000
1,9,1,0,1,1,980
1,9,-1,0,1,0,660
1,9,-1,0,0,1,280
1,9,1,0,0,0,600
1,9,-1,0,0,1,520
1,9,1,-1,1,1,300
1,9,-1,1,1,0,560
1,9,1,1,1,1,460
1,9,1,1,1,1,420
1,9,-1,1,0,1,640
1,9,1,-1,0,0,480
1,9,1,0,0,0,680
1,9,-1,-1,0,1,240
1,9,1,0,1,1,400
1,9,1,1,0,0,900
1,9,-1,-1,0,1,740
1,9,-1,-1,1,0,420
1,9,1,0,1,1,820
1,9,1,1,1,1,260
1,9,1,1,1,1,200
1,9,1,1,1,1,840
1,9,1,1,1,1,320
1,9,1,1,1,1,960
1,9,-1,1,0,1,840
1,9,1,-1,1,1,880
1,9,1,0,1,1,680
1,9,-1,0,0,1,1000
1,9,1,-1,0,0,600
1,9,1,-1,1,1,960
1,9,1,1,1,1,980
1,9,-1,1,0,1,540
1,9,-1,-1,0,1,740
1,10,-1,0,0,1,880
1,10,-1,-1,0,1,940
1,10,1,-1,1,1,700
1,10,-1,1,0,1,880
1,10,-1,-1,0,1,680
1,10,1,0,1,1,360
1,10,-1,1,0,1,340
1,10,1,-1,1,1,840
1,10,1,1,0,0,920
1,10,1,-1,1,1,240
1,10,-1,0,0,1,260
1,10,-1,0,1,0,980
1,10,1,0,1,1,740
1,10,-1,1,1,0,860
1,10,-1,1,0,1,780
1,10,1,0,1,1,900
1,10,1,1,1,1,400
1,10,1,1,1,1,460
1,10,1,1,1,1,340
1,10,-1,1,0,1,320
1,10,-1,-1,1,0,760
1,10,1,1,1,1,680
1,10,1,1,1,1,420
1,10,1,0,1,1,620
1,10,1,1,1,1,220
1,10,-1,1,1,0,260
1,10,1,1,1,1,320
1,10,-1,1,1,0,740
1,10,1,1,1,1,440
1,10,1,1,1,1,380
1,10,1,1,1,1,700
1,10,1,1,1,1,460
1,10,1,1,1,1,580
1,10,1,1,1,1,880
1,10,1,0,1,1,820
1,10,1,1,0,0,400
1,10,1,-1,1,1,840
1,10,1,1,1,1,380
1,10,1,1,1,1,840
1,10,1,1,1,1,960
1,10,1,1,1,1,360
1,10,1,1,1,1,1000
1,10,-1,1,0,1,1000
1,10,1,-1,1,1,920
1,10,1,1,1,1,820
1,10,1,0,1,1,560
1,10,1,1,1,1,460
1,10,-1,0,0,1,960
1,10,-1,-1,0,1,500
1,10,-1,-1,0,1,640
1,10,-1,-1,0,1,240
1,10,-1,-1,1,0,640
1,10,1,1,1,1,980
1,10,-1,1,0,1,260
1,10,-1,-1,0,1,680
1,10,-1,-1,0,1,660
1,10,1,-1,1,1,640
1,10,-1,1,0,1,200
1,10,-1,-1,0,1,980
1,10,1,-1,1,1,520
1,10,-1,1,0,1,220
1,10,1,0,1,1,620
1,10,-1,1,0,1,900
1,10,1,-1,1,1,520
1,10,-1,1,0,1,320
1,10,1,0,1,1,780
1,10,1,0,0,0,560
1,10,1,-1,1,1,540
1,10,1,0,1,1,600
1,10,-1,1,0,1,540
1,10,1,0,1,1,280
1,10,-1,0,1,0,240
1,10,1,0,1,1,660
1,10,-1,1,0,1,820
1,10,1,0,1,1,860
1,10,-1,1,0,1,300
1,10,-1,-1,0,1,960
1,10,1,-1,1,1,720
1,10,-1,1,0,1,480
1,10,1,-1,1,1,580
1,10,1,1,1,1,740
1,10,-1,1,1,0,420
1,10,1,1,1,1,400
1,10,-1,0,0,1,760
1,10,-1,-1,0,1,300
1,10,1,-1,0,0,1000
1,10,1,0,1,1,720
1,10,-1,1,0,1,660
1,10,1,-1,1,1,580
1,10,-1,1,0,1,480
1,10,-1,-1,1,0,520
1,10,1,1,1,1,720
1,10,1,1,1,1,380
1,10,-1,1,0,1,940
1,10,1,-1,1,1,600
1,10,1,1,1,1,860
1,10,-1,1,1,0,300
1,10,-1,1,0,1,800
1,10,1,0,1,1,780
1,10,1,1,1,1,920
1,10,-1,1,0,1,620
1,10,1,-1,1,1,420
1,10,-1,1,0,1,480
1,10,1,-1,1,1,560
1,10,-1,1,1,0,760
1,10,1,0,1,1,500
1,10,-1,1,0,1,540
1,10,-1,0,1,0,220
1,10,1,1,1,1,440
1,10,-1,1,1,0,900
1,10,1,1,1,1,340
1,10,-1,1,0,1,360
1,10,1,0,1,1,500
1,10,1,1,1,1,440
1,10,1,1,1,1,800
1,10,-1,1,1,0,800
1,10,1,0,1,1,700
1,10,1,1,1,1,280
1,10,-1,1,0,1,200
1,10,-1,-1,1,0,200
1,10,1,1,0,0,600
1,10,-1,-1,1,0,280
1,10,1,1,1,1,940
2,1,-1,0,0,1,780
2,1,-1,0,0,1,220
2,1,1,0,1,1,580
2,1,-1,1,0,1,520
2,1,-1,-1,0,1,260
2,1,-1,-1,0,1,900
2,1,-1,-1,0,1,600
2,1,-1,-1,0,1,600
2,1,1,-1,1,1,980
2,1,1,0,0,0,700
2,1,-1,-1,0,1,420
2,1,1,-1,1,1,940
2,1,1,1,0,0,560
2,1,1,-1,0,0,800
2,1,-1,-1,0,1,260
2,1,-1,-1,0,1,200
2,1,1,-1,1,1,540
2,1,-1,1,0,1,760
2,1,-1,0,0,1,260
2,1,1,-1,1,1,340
2,1,1,0,1,1,720
2,1,1,1,1,1,780
2,1,-1,1,0,1,980
2,1,-1,-1,0,1,340
2,1,1,-1,1,1,980
2,1,-1,1,0,1,340
2,1,1,-1,1,1,740
2,1,1,0,1,1,460
2,1,-1,1,0,1,620
2,1,1,-1,1,1,780
2,1,-1,1,0,1,220
2,1,-1,-1,1,0,280
2,1,1,1,1,1,860
2,1,-1,0,0,1,360
2,1,1,-1,1,1,620
2,1,-1,1,0,1,1000
2,1,-1,-1,0,1,760
2,1,1,-1,1,1,720
2,1,1,1,0,0,880
2,1,-1,-1,0,1,580
2,1,1,-1,1,1,820
2,1,-1,0,0,1,300
2,1,1,-1,0,0,300
2,1,1,-1,1,1,940
2,1,1,1,1,1,360
2,1,-1,1,0,1,480
2,1,-1,-1,1,0,240
2,1,1,1,1,1,920
2,1,-1,1,0,1,380
2,1,1,0,1,1,880
2,1,-1,1,0,1,860
2,1,1,-1,1,1,320
2,1,1,0,1,1,640
2,1,-1,1,0,1,540
2,1,1,0,1,1,920
2,1,-1,1,0,1,440
2,1,-1,0,0,1,280
2,1,-1,-1,0,1,660
2,1,1,0,1,1,860
2,1,-1,1,0,1,560
2,1,1,0,1,1,880
2,1,-1,1,0,1,900
2,1,-1,-1,0,1,480
2,1,1,-1,1,1,440
2,1,-1,1,0,1,900
2,1,1,-1,1,1,460
2,1,1,1,1,1,920
2,1,1,1,1,1,360
2,1,-1,1,1,0,400
2,1,-1,1,0,1,440
2,1,1,-1,1,1,280
2,1,-1,1,0,1,420
2,1,1,0,1,1,1000
2,1,1,1,1,1,500
2,1,-1,0,0,1,200
2,1,1,0,0,0,820
2,1,1,-1,0,0,240
2,1,-1,-1,1,0,240
2,1,1,1,1,1,560
2,1,-1,1,0,1,660
2,1,1,-1,1,1,800
2,1,1,1,1,1,960
2,1,-1,1,0,1,220
2,1,1,-1,1,1,660
2,1,-1,1,0,1,500
2,1,-1,-1,0,1,840
2,1,1,-1,0,0,320
2,1,1,-1,1,1,960
2,1,-1,1,0,1,760
2,1,-1,-1,0,1,680
2,1,1,-1,1,1,700
2,1,-1,1,1,0,680
2,1,1,1,1,1,320
2,1,1,1,1,1,380
2,1,1,1,1,1,400
2,1,1,1,1,1,640
2,1,1,0,1,1,600
2,1,-1,1,0,1,840
2,1,-1,0,0,1,520
2,1,1,-1,1,1,680
2,1,-1,1,1,0,800
2,1,1,1,1,1,720
2,1,-1,1,0,1,400
2,1,-1,0,0,1,460
2,1,-1,-1,0,1,300
2,1,1,-1,1,1,500
2,1,1,0,1,1,940
2,1,-1,1,0,1,820
2,1,-1,0,0,1,640
2,1,-1,0,0,1,840
2,1,-1,-1,0,1,700
2,1,-1,-1,0,1,960
2,1,1,-1,1,1,740
2,1,1,1,1,1,420
2,1,1,1,1,1,380
2,1,-1,0,1,0,740
2,1,1,1,0,0,200
2,1,1,-1,1,1,1000
2,1,-1,0,1,0,620
2,1,1,1,1,1,580
2,1,-1,1,0,1,540
2,1,1,-1,0,0,520
2,1,1,-1,1,1,480
2,2,-1,0,0,1,480
2,2,-1,-1,0,1,740
2,2,1,0,1,1,260
2,2,-1,1,0,1,500
2,2,-1,-1,0,1,380
2,2,1,-1,0,0,740
2,2,-1,0,0,1,900
2,2,-1,-1,0,1,700
2,2,1,-1,1,1,660
2,2,1,1,1,1,900
2,2,1,1,1,1,820
2,2,-1,1,1,0,220
2,2,1,1,1,1,660
2,2,1,1,0,0,220
2,2,1,-1,1,1,400
2,2,1,1,1,1,520
2,2,-1,1,1,0,560
2,2,-1,1,1,0,860
2,2,-1,1,1,0,500
2,2,1,1,1,1,840
2,2,-1,1,1,0,280
2,2,-1,1,1,0,240
2,2,1,1,1,1,620
2,2,-1,1,1,0,720
2,2,1,1,1,1,600
2,2,-1,1,0,1,200
2,2,-1,-1,1,0,840
2,2,1,0,1,1,260
2,2,-1,1,0,1,640
2,2,1,-1,1,1,580
2,2,1,1,1,1,520
2,2,1,1,1,1,280
2,2,-1,1,0,1,940
2,2,1,-1,1,1,360
2,2,1,1,1,1,460
2,2,-1,1,0,1,440
2,2,1,-1,1,1,1000
2,2,1,1,1,1,720
2,2,1,1,1,1,300
2,2,-1,1,0,1,360
2,2,1,-1,0,0,420
2,2,1,-1,1,1,980
2,2,-1,1,1,0,580
2,2,1,1,1,1,1000
2,2,-1,1,0,1,860
2,2,1,-1,1,1,480
2,2,1,0,1,1,880
2,2,-1,1,0,1,440
2,2,1,-1,1,1,760
2,2,1,1,0,0,940
2,2,-1,0,0,1,340
2,2,1,-1,1,1,260
2,2,1,1,0,0,460
2,2,-1,-1,0,1,920
2,2,1,0,1,1,620
2,2,-1,1,0,1,380
2,2,-1,-1,0,1,440
2,2,1,0,0,0,320
2,2,1,-1,1,1,380
2,2,1,1,1,1,780
2,2,-1,1,0,1,540
2,2,-1,-1,0,1,1000
2,2,-1,-1,0,1,320
2,2,-1,0,1,0,220
2,2,1,1,0,0,240
2,2,1,-1,1,1,340
2,2,1,1,1,1,740
2,2,-1,1,0,1,680
2,2,1,-1,1,1,680
2,2,1,0,1,1,240
2,2,1,1,1,1,860
2,2,1,1,0,0,720
2,2,-1,-1,0,1,780
2,2,-1,-1,0,1,420
2,2,-1,0,0,1,880
2,2,1,-1,0,0,880
2,2,-1,-1,0,1,400
2,2,1,-1,1,1,300
2,2,-1,1,1,0,800
2,2,-1,1,0,1,540
2,2,1,-1,1,1,800
2,2,-1,1,0,1,840
2,2,1,0,1,1,600
2,2,-1,1,1,0,540
2,2,-1,1,0,1,640
2,2,1,0,1,1,920
2,2,-1,1,1,0,820
2,2,-1,1,0,1,200
2,2,-1,0,0,1,960
2,2,1,-1,0,0,420
2,2,-1,-1,1,0,600
2,2,-1,1,0,1,200
2,2,1,-1,1,1,980
2,2,-1,1,1,0,520
2,2,-1,1,0,1,800
2,2,1,-1,1,1,700
2,2,1,1,1,1,620
2,2,1,0,1,1,640
2,2,-1,1,1,0,560
2,2,1,1,1,1,660
2,2,-1,1,1,0,780
2,2,-1,0,0,1,820
2,2,1,-1,1,1,280
2,2,-1,1,0,1,900
2,2,-1,-1,0,1,300
2,2,-1,-1,0,1,760
2,2,-1,-1,0,1,340
2,2,-1,-1,0,1,960
2,2,-1,0,0,1,500
2,2,-1,0,0,1,700
2,2,-1,-1,0,1,460
2,2,-1,-1,0,1,680
2,2,-1,-1,0,1,400
2,2,-1,-1,0,1,940
2,2,-1,-1,0,1,360
2,2,-1,-1,0,1,580
2,2,-1,-1,0,1,480
2,2,-1,0,0,1,920
2,2,1,0,0,0,960
2,2,-1,-1,0,1,760
2,2,-1,-1,0,1,980
2,2,1,-1,1,1,320
2,2,1,1,1,1,560
2,3,1,0,1,1,860
2,3,-1,1,0,1,680
2,3,1,-1,1,1,380
2,3,1,0,1,1,580
2,3,-1,1,0,1,900
2,3,-1,0,0,1,280
2,3,-1,-1,0,1,700
2,3,1,-1,1,1,420
2,3,-1,0,1,0,740
2,3,-1,1,1,0,600
2,3,-1,1,1,0,260
2,3,1,1,1,1,660
2,3,-1,1,0,1,720
2,3,1,-1,1,1,520
2,3,1,1,0,0,980
2,3,1,0,1,1,220
2,3,1,1,0,0,640
2,3,1,-1,1,1,900
2,3,1,1,1,1,480
2,3,-1,1,1,0,880
2,3,-1,1,0,1,220
2,3,-1,-1,0,1,760
2,3,-1,-1,0,1,980
2,3,-1,-1,0,1,480
2,3,1,-1,1,1,240
2,3,-1,1,0,1,580
2,3,1,-1,1,1,440
2,3,-1,1,0,1,760
2,3,1,-1,0,0,800
2,3,1,-1,0,0,400
2,3,1,-1,0,0,500
2,3,1,-1,1,1,940
2,3,-1,1,0,1,640
2,3,-1,-1,1,0,440
2,3,-1,1,1,0,820
2,3,-1,1,0,1,880
2,3,1,0,1,1,720
2,3,-1,1,0,1,960
2,3,-1,0,0,1,940
2,3,-1,-1,0,1,880
2,3,1,-1,1,1,940
2,3,1,1,1,1,740
2,3,-1,1,1,0,480
2,3,-1,1,0,1,360
2,3,1,-1,1,1,920
2,3,1,1,1,1,680
2,3,-1,1,0,1,340
2,3,1,-1,1,1,520
2,3,-1,0,0,1,440
2,3,1,-1,1,1,200
2,3,1,1,1,1,320
2,3,1,0,1,1,500
2,3,-1,0,0,1,820
2,3,1,0,1,1,460
2,3,1,1,1,1,280
2,3,1,1,1,1,520
2,3,1,1,1,1,1000
2,3,1,0,1,1,300
2,3,-1,1,0,1,800
2,3,-1,-1,0,1,360
2,3,1,-1,1,1,960
2,3,-1,1,0,1,960
2,3,-1,-1,0,1,800
2,3,1,-1,1,1,420
2,3,1,1,1,1,660
2,3,1,0,1,1,300
2,3,-1,1,1,0,360
2,3,-1,1,1,0,920
2,3,-1,1,0,1,700
2,3,1,-1,0,0,540
2,3,1,-1,1,1,320
2,3,-1,1,0,1,780
2,3,-1,0,0,1,240
2,3,-1,-1,1,0,840
2,3,1,0,1,1,320
2,3,1,0,1,1,840
2,3,-1,1,0,1,400
2,3,1,-1,1,1,540
2,3,-1,1,0,1,340
2,3,1,-1,1,1,760
2,3,1,0,1,1,540
2,3,1,1,0,0,220
2,3,-1,0,0,1,200
2,3,1,-1,1,1,380
2,3,1,1,1,1,340
2,3,-1,1,0,1,280
2,3,-1,-1,0,1,500
2,3,1,-1,1,1,620
2,3,1,0,1,1,260
2,3,-1,1,1,0,740
2,3,-1,1,1,0,680
2,3,-1,0,0,1,860
2,3,1,-1,0,0,560
2,3,1,-1,1,1,1000
2,3,-1,1,0,1,560
2,3,1,-1,0,0,860
2,3,1,-1,1,1,200
2,3,1,0,1,1,580
2,3,-1,1,0,1,560
2,3,-1,0,0,1,600
2,3,1,-1,1,1,400
2,3,1,1,1,1,780
2,3,-1,0,0,1,620
2,3,-1,-1,0,1,1000
2,3,-1,-1,0,1,700
2,3,-1,0,0,1,260
2,3,1,-1,0,0,720
2,3,-1,-1,0,1,600
2,3,-1,-1,0,1,640
2,3,1,-1,0,0,820
2,3,-1,-1,0,1,460
2,3,1,-1,1,1,240
2,3,1,0,1,1,300
2,3,-1,1,0,1,660
2,3,-1,-1,0,1,620
2,3,-1,-1,0,1,380
2,3,1,-1,0,0,460
2,3,1,-1,1,1,980
2,3,1,1,1,1,900
2,3,-1,1,0,1,920
2,3,1,-1,1,1,780
2,3,-1,0,0,1,840
2,3,-1,-1,0,1,420
2,4,1,0,1,1,860
2,4,1,0,1,1,320
2,4,1,0,1,1,720
2,4,-1,0,0,1,920
2,4,-1,0,0,1,560
2,4,-1,-1,0,1,260
2,4,1,-1,1,1,960
2,4,1,1,1,1,340
2,4,-1,1,1,0,800
2,4,-1,1,1,0,380
2,4,1,1,1,1,500
2,4,-1,1,0,1,380
2,4,-1,-1,0,1,520
2,4,1,-1,0,0,620
2,4,1,0,1,1,200
2,4,-1,1,0,1,220
2,4,1,0,1,1,740
2,4,1,1,0,0,280
2,4,1,0,0,0,780
2,4,1,0,0,0,580
2,4,-1,0,0,1,400
2,4,-1,-1,0,1,960
2,4,1,0,1,1,840
2,4,1,1,0,0,460
2,4,1,-1,1,1,320
2,4,-1,1,0,1,660
2,4,1,-1,1,1,640
2,4,1,1,1,1,960
2,4,1,1,1,1,820
2,4,-1,1,0,1,620
2,4,-1,-1,0,1,880
2,4,1,-1,0,0,260
2,4,-1,0,0,1,680
2,4,1,-1,1,1,340
2,4,1,1,1,1,860
2,4,-1,1,0,1,740
2,4,-1,-1,0,1,780
2,4,1,-1,1,1,540
2,4,-1,1,1,0,240
2,4,-1,1,0,1,980
2,4,1,-1,0,0,680
2,4,1,0,0,0,920
2,4,-1,-1,0,1,420
2,4,-1,0,0,1,280
2,4,-1,-1,1,0,420
2,4,1,1,0,0,760
2,4,-1,-1,0,1,300
2,4,-1,0,1,0,700
2,4,-1,1,0,1,200
2,4,-1,0,0,1,620
2,4,1,-1,1,1,780
2,4,-1,0,0,1,240
2,4,-1,-1,0,1,1000
2,4,-1,-1,0,1,940
2,4,1,-1,0,0,540
2,4,1,0,1,1,640
2,4,-1,1,0,1,520
2,4,1,0,0,0,600
2,4,-1,-1,0,1,900
2,4,-1,-1,0,1,860
2,4,1,-1,0,0,460
2,4,-1,-1,0,1,880
2,4,-1,-1,0,1,740
2,4,1,0,1,1,440
2,4,1,1,1,1,600
2,4,1,1,1,1,300
2,4,1,0,1,1,540
2,4,1,1,1,1,600
2,4,1,1,1,1,700
2,4,1,1,1,1,520
2,4,1,0,1,1,660
2,4,1,1,1,1,580
2,4,1,1,1,1,700
2,4,-1,1,0,1,1000
2,4,1,-1,0,0,720
2,4,1,-1,1,1,460
2,4,1,1,0,0,360
2,4,-1,-1,0,1,840
2,4,1,-1,1,1,400
2,4,-1,1,1,0,900
2,4,-1,1,0,1,680
2,4,-1,-1,0,1,940
2,4,-1,-1,0,1,480
2,4,-1,-1,0,1,580
2,4,-1,-1,0,1,1000
2,4,-1,0,0,1,240
2,4,-1,-1,0,1,200
2,4,1,-1,0,0,840
2,4,1,-1,0,0,220
2,4,-1,-1,0,1,760
2,4,1,0,1,1,980
2,4,1,0,1,1,360
2,4,1,1,1,1,220
2,4,-1,1,0,1,760
2,4,-1,-1,0,1,720
2,4,-1,-1,0,1,560
2,4,-1,0,0,1,920
2,4,1,-1,0,0,900
2,4,1,-1,0,0,500
2,4,-1,-1,1,0,440
2,4,1,1,1,1,400
2,4,-1,1,0,1,800
2,4,1,-1,1,1,300
2,4,1,1,0,0,800
2,4,-1,-1,0,1,360
2,4,-1,-1,0,1,560
2,4,-1,-1,0,1,940
2,4,1,-1,1,1,880
2,4,-1,1,0,1,420
2,4,1,-1,1,1,340
2,4,-1,1,0,1,440
2,4,-1,-1,0,1,820
2,4,-1,-1,0,1,280
2,4,-1,-1,0,1,480
2,4,1,-1,1,1,980
2,4,-1,1,0,1,320
2,4,-1,-1,0,1,380
2,4,1,-1,0,0,640
2,4,1,0,1,1,660
2,4,-1,1,1,0,260
2,4,-1,0,1,0,480
2,4,-1,1,1,0,820
2,4,1,1,1,1,500
2,5,1,0,1,1,340
2,5,-1,1,0,1,620
2,5,-1,0,0,1,780
2,5,-1,-1,0,1,860
2,5,-1,-1,0,1,420
2,5,1,-1,1,1,940
2,5,-1,1,0,1,260
2,5,-1,0,0,1,320
2,5,-1,-1,0,1,620
2,5,-1,-1,0,1,880
2,5,-1,-1,0,1,420
2,5,1,-1,0,0,820
2,5,-1,-1,0,1,1000
2,5,1,-1,1,1,1000
2,5,-1,1,0,1,960
2,5,1,0,1,1,280
2,5,-1,1,0,1,360
2,5,1,-1,1,1,860
2,5,1,1,1,1,360
2,5,1,1,1,1,300
2,5,-1,1,0,1,740
2,5,1,-1,1,1,980
2,5,-1,1,0,1,660
2,5,-1,-1,0,1,900
2,5,1,-1,1,1,900
2,5,1,0,1,1,760
2,5,1,1,1,1,840
2,5,1,1,1,1,320
2,5,-1,1,0,1,960
2,5,-1,0,0,1,960
2,5,-1,0,0,1,740
2,5,1,-1,1,1,840
2,5,1,1,1,1,460
2,5,1,0,1,1,860
2,5,1,1,1,1,460
2,5,1,0,1,1,640
2,5,-1,1,1,0,620
2,5,1,0,1,1,500
2,5,-1,1,0,1,440
2,5,-1,-1,0,1,500
2,5,-1,-1,0,1,720
2,5,-1,-1,0,1,680
2,5,-1,-1,0,1,580
2,5,-1,-1,0,1,520
2,5,-1,0,0,1,440
2,5,-1,-1,0,1,820
2,5,-1,0,0,1,760
2,5,-1,-1,0,1,980
2,5,1,-1,0,0,260
2,5,-1,-1,0,1,880
2,5,-1,-1,0,1,540
2,5,1,0,0,0,240
2,5,1,-1,1,1,820
2,5,1,1,1,1,220
2,5,-1,0,0,1,700
2,5,-1,0,0,1,1000
2,5,1,-1,1,1,980
2,5,-1,1,0,1,940
2,5,-1,-1,0,1,780
2,5,-1,-1,0,1,560
2,5,1,0,1,1,480
2,5,1,1,1,1,720
2,5,-1,1,1,0,400
2,5,-1,1,0,1,380
2,5,1,-1,1,1,280
2,5,-1,1,0,1,600
2,5,-1,-1,0,1,760
2,5,1,-1,0,0,220
2,5,-1,0,1,0,380
2,5,1,1,1,1,340
2,5,-1,1,0,1,660
2,5,-1,-1,0,1,240
2,5,1,-1,1,1,540
2,5,-1,1,0,1,920
2,5,1,-1,1,1,700
2,5,-1,0,0,1,720
2,5,-1,-1,0,1,840
2,5,-1,-1,0,1,200
2,5,-1,-1,0,1,700
2,5,-1,-1,0,1,640
2,5,1,-1,1,1,800
2,5,-1,1,0,1,240
2,5,1,-1,1,1,480
2,5,1,1,0,0,660
2,5,1,0,1,1,560
2,5,1,1,0,0,920
2,5,-1,0,0,1,260
2,5,1,-1,0,0,680
2,5,-1,-1,0,1,440
2,5,1,-1,0,0,740
2,5,-1,-1,0,1,900
2,5,1,-1,0,0,800
2,5,1,0,1,1,320
2,5,1,0,1,1,360
2,5,1,1,1,1,520
2,5,-1,1,1,0,920
2,5,1,1,1,1,400
2,5,1,1,1,1,280
2,5,1,1,0,0,300
2,5,1,-1,0,0,380
2,5,1,-1,0,0,540
2,5,1,-1,0,0,220
2,5,-1,-1,0,1,340
2,5,1,-1,1,1,680
2,5,-1,0,0,1,420
2,5,1,-1,0,0,560
2,5,-1,-1,0,1,200
2,5,1,-1,1,1,800
2,5,1,1,1,1,940
2,5,1,1,1,1,500
2,5,-1,1,1,0,640
2,5,-1,1,0,1,300
2,5,1,-1,1,1,780
2,5,1,0,1,1,600
2,5,-1,1,0,1,580
2,5,1,-1,0,0,200
2,5,-1,-1,1,0,400
2,5,-1,1,0,1,880
2,5,1,-1,1,1,600
2,5,1,1,1,1,460
2,5,-1,1,0,1,580
2,5,1,-1,1,1,520
2,5,-1,1,0,1,480
2,6,-1,0,0,1,740
2,6,1,-1,1,1,860
2,6,1,1,1,1,580
2,6,-1,1,1,0,1000
2,6,-1,1,0,1,960
2,6,-1,-1,0,1,640
2,6,1,-1,1,1,320
2,6,1,1,0,0,520
2,6,-1,-1,0,1,360
2,6,1,-1,1,1,260
2,6,1,1,1,1,740
2,6,1,0,1,1,520
2,6,-1,1,0,1,700
2,6,-1,0,0,1,620
2,6,1,-1,1,1,1000
2,6,-1,0,0,1,720
2,6,1,-1,0,0,600
2,6,-1,-1,1,0,260
2,6,-1,1,0,1,360
2,6,1,-1,1,1,760
2,6,1,1,1,1,280
2,6,1,0,1,1,540
2,6,1,0,1,1,560
2,6,1,1,0,0,960
2,6,1,0,1,1,460
2,6,1,1,1,1,380
2,6,1,1,1,1,400
2,6,-1,1,0,1,500
2,6,-1,-1,0,1,200
2,6,-1,-1,0,1,420
2,6,1,0,1,1,640
2,6,1,1,1,1,820
2,6,1,1,1,1,220
2,6,-1,1,1,0,480
