contrast_ext,previous_response_ext,contrast_int,previous_response_int,AA,AB,BA,BB
1.300256108514381,0.10918396847945125,1.1032737774305392,1.718168749957515,-0.04469947908608111,-3.130059920105306,-2.82830025320053,-0.06093249294617579
1.300025589196937,0.10932870179472416,1.1037684325984862,1.7194476798140181,-0.044720779104928936,-3.129594088212668,-2.826755421569997,-0.06102963006044537
1.3003517085224892,0.10912425459287435,1.1030693019186038,1.7176399163049263,-0.044690678911486495,-3.1302524463853825,-2.828939365315406,-0.060892352979093824
1.2999800667926482,0.10937009743057982,1.1038513508204657,1.7196682158783052,-0.061045066680208294,-2.8265101568709228,-3.1295546756693247,-0.04472258170737328
1.3005826324479874,0.10895690941138354,1.1025777878790721,1.7163520373814682,-0.04465640355508439,-3.131002676981495,-2.8307619259072974,-0.060778035166859354
1.3001538411652311,0.10923532933745445,1.103508312990099,1.7187692642567582,-0.044711395701037396,-3.1297992755039643,-2.827552907651379,-0.06097946519996743
1.3000181870774152,0.10933751278448645,1.1037795022196706,1.7194783598380967,-0.04472068576477052,-3.1295961290690935,-2.8267251115376886,-0.06103153751388399
1.3000537163694492,0.10930712345574262,1.1037126056158013,1.7193015394149678,-0.044718923850302926,-3.129634653652593,-2.8269253116275546,-0.0610189397749964
1.3006265895718951,0.10892072870941233,1.1024943067378783,1.7161313208130382,-0.044653967902450714,-3.131056011774826,-2.831015688067788,-0.06076213580882033
1.2999366483298227,0.10940706985245721,1.103933411230678,1.7198849226019006,-0.06106052551483508,-2.8262646032737346,-3.129506844026185,-0.04472476947204932
