,response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int,correct
10135,0,-1,-1,1,,22,0,0.0734458487734268,0.9265541512264738,1
10136,0,-1,1,0,1.0,22,-1,0.0920697521155986,0.907930247884515,0
10137,0,-1,-1,1,,22,0,0.1567268048197002,0.8432731951803666,1
10138,0,-1,-1,0,,22,-1,0.2287782612989777,0.7712217387010964,1
10139,0,-1,1,0,2.0,22,-1,0.310579273204313,0.6894207267956782,0
10140,1,-1,1,1,2.0,22,0,0.5474282789251402,0.4525717210749587,1
10141,1,1,2,1,-10.0,22,2,0.6489686780542832,0.3510313219456377,1
10142,1,1,1,2,-3.0,22,3,0.75556652380954,0.2444334761904089,1
10143,0,1,-1,1,,22,2,0.8833582088496497,0.1166417911503213,1
10144,1,-1,1,0,-2.0,22,-1,0.940014804037644,0.0599851959622829,1
10145,0,1,1,1,-2.0,22,2,0.9644803169485562,0.0355196830514781,0
10146,1,-1,-1,1,,22,0,0.9639632638868252,0.0360367361130858,0
10147,1,1,2,0,10.0,22,1,0.9374964184619474,0.0625035815381648,1
10148,1,1,1,2,1.0,22,3,0.9171333017162054,0.0828666982837717,1
10149,1,1,1,1,-1.0,22,2,0.9064949102564972,0.0935050897434358,1
10150,0,1,-1,1,,22,2,0.9052335061406708,0.0947664938594006,1
10151,0,-1,1,0,0.0,22,-1,0.8809514171534664,0.1190485828466096,0
10152,1,-1,-1,1,,22,0,0.8980548242753359,0.1019451757246865,0
10153,1,1,-1,0,,22,1,0.8751373245915768,0.1248626754085024,0
10154,0,1,-1,0,,22,1,0.8941925077069628,0.1058074922931438,1
10155,0,-1,-1,0,,22,-1,0.8899692790062601,0.1100307209937852,1
10156,1,-1,2,0,10.0,22,-1,0.8951917959085404,0.1048082040914636,1
10157,1,1,-1,2,,22,3,0.8911613681703954,0.1088386318296877,0
10158,0,1,1,0,0.0,22,1,0.9307483945592042,0.0692516054407106,0
10159,0,-1,-1,1,,22,0,0.9316007006334402,0.0683992993666181,1
10160,1,-1,1,0,-2.0,22,-1,0.9415119849599376,0.0584880150401333,1
10161,0,1,1,1,0.0,22,2,0.935685796462819,0.0643142035371224,0
10162,1,-1,2,1,-10.0,22,0,0.8878736513450765,0.1121263486549539,1
10163,0,1,-1,2,,22,3,0.8162676805875396,0.1837323194125617,1
10164,0,-1,-1,0,,22,-1,0.6526557630162977,0.3473442369837864,1
10165,0,-1,-1,0,,22,-1,0.5138965095337352,0.4861034904662567,1
10166,0,-1,1,0,-1.0,22,-1,0.3954542854576711,0.6045457145422911,0
10167,0,-1,-1,1,,22,0,0.3646876620537008,0.6353123379462493,1
10168,0,-1,-1,0,,22,-1,0.3408494667254664,0.6591505332745985,1
10169,0,-1,-1,0,,22,-1,0.3231604984986044,0.6768395015013031,1
10170,0,-1,-1,0,,22,-1,0.3110425566711801,0.6889574433288638,1
10171,0,-1,-1,0,,22,-1,0.3040995411210793,0.6959004588788678,1
10172,0,-1,1,0,-3.0,22,-1,0.3021045049505002,0.6978954950494888,0
10173,1,-1,1,1,3.0,22,0,0.3551137018632446,0.6448862981368388,1
10174,1,1,2,1,-10.0,22,2,0.3588166324140129,0.6411833675859621,1
10175,0,1,-1,2,,22,3,0.3623602729007349,0.6376397270993382,1
10176,0,-1,-1,0,,22,-1,0.3190456240479733,0.6809543759520561,1
10177,0,-1,1,0,1.0,22,-1,0.282905092020183,0.7170949079799173,0
10178,0,-1,-1,1,,22,0,0.2964732681108163,0.7035267318890909,1
10179,0,-1,1,0,3.0,22,-1,0.3151901296941328,0.6848098703057576,0
10180,0,-1,-1,1,,22,0,0.4046875919747655,0.5953124080253304,1
10181,1,-1,1,0,0.0,22,-1,0.5090438773501563,0.4909561226498243,1
10182,0,1,-1,1,,22,2,0.5443621768680541,0.4556378231319902,1
10183,1,-1,2,0,10.0,22,-1,0.5349192074645206,0.4650807925355309,1
10184,0,1,-1,2,,22,3,0.5016852015833391,0.4983147984165917,1
10185,0,-1,-1,0,,22,-1,0.4009779450220104,0.5990220549779056,1
10186,0,-1,-1,0,,22,-1,0.3146507049416971,0.685349295058193,1
10187,0,-1,1,0,-2.0,22,-1,0.2398816960249256,0.7601183039750383,0
10188,0,-1,1,1,-1.0,22,0,0.2258079949420298,0.7741920050580728,0
10189,1,-1,2,1,10.0,22,0,0.2566803953006612,0.7433196046993104,1
10190,0,1,1,2,2.0,22,3,0.2635015613090409,0.7364984386910091,0
10191,0,-1,1,1,-3.0,22,0,0.1936517342220034,0.806348265778087,0
10192,0,-1,-1,1,,22,0,0.1796890096806966,0.8203109903193119,1
10193,0,-1,-1,0,,22,-1,0.1682768542491059,0.8317231457508151,1
10194,0,-1,1,0,-3.0,22,-1,0.159042237900914,0.8409577620991139,0
10195,1,-1,1,1,1.0,22,0,0.1884279759986417,0.8115720240012638,1
10196,0,1,-1,1,,22,2,0.1786839011087449,0.8213160988913408,1
10197,0,-1,1,0,-3.0,22,-1,0.1231122347102321,0.8768877652898397,0
10198,0,-1,1,1,1.0,22,0,0.1117539534734575,0.8882460465266334,0
10199,0,-1,1,1,3.0,22,0,0.131898547603828,0.8681014523962335,0
10200,1,-1,2,1,10.0,22,0,0.2060888698150182,0.7939111301849255,1
10201,0,1,1,2,-3.0,22,3,0.2470116199527177,0.7529883800473501,0
10202,0,-1,-1,1,,22,0,0.2209511165251805,0.7790488834748448,1
10203,0,-1,1,0,-2.0,22,-1,0.1990011325305662,0.8009988674694697,0
10204,0,-1,-1,1,,22,0,0.2189131371580049,0.7810868628420016,1
10205,0,-1,-1,0,,22,-1,0.242752792080755,0.7572472079192074,1
10206,1,-1,1,0,1.0,22,-1,0.2712993459828289,0.7287006540172623,1
10207,1,1,1,1,1.0,22,2,0.2573329663527897,0.7426670336473182,1
10208,1,1,2,1,-10.0,22,2,0.2475934736781162,0.7524065263218669,1
10209,0,1,1,2,-3.0,22,3,0.2362796118051668,0.7637203881948662,0
10210,0,-1,1,1,-2.0,22,0,0.1314304946400248,0.8685695053600798,0
10211,0,-1,1,1,2.0,22,0,0.0974179482471659,0.9025820517528388,0
10212,0,-1,-1,1,,22,0,0.0961801571940774,0.9038198428058444,1
10213,0,-1,1,0,2.0,22,-1,0.0948552349201587,0.9051447650799276,0
10214,0,-1,-1,1,,22,0,0.1246324287752205,0.8753675712247859,1
10215,0,-1,-1,0,,22,-1,0.1568755311761066,0.8431244688239373,1
10216,0,-1,1,0,2.0,22,-1,0.1926384749585922,0.8073615250414712,0
10217,1,-1,2,1,-10.0,22,0,0.3082877921867849,0.6917122078131112,1
10218,0,1,1,2,-1.0,22,3,0.3783185082770286,0.6216814917230208,0
10219,0,-1,-1,1,,22,0,0.3680230256678126,0.6319769743322119,1
10220,0,-1,-1,0,,22,-1,0.3638123580297605,0.6361876419701769,1
10221,0,-1,1,0,-1.0,22,-1,0.3655488709371382,0.6344511290627488,0
10222,1,-1,2,1,10.0,22,0,0.4280620022365373,0.5719379977635194,1
10223,0,1,1,2,1.0,22,3,0.4601353576363664,0.539864642363617,0
10224,0,-1,1,1,3.0,22,0,0.4181645633793888,0.5818354366205358,0
10225,0,-1,-1,1,,22,0,0.4327142644737964,0.5672857355262498,1
10226,0,-1,1,0,-3.0,22,-1,0.4546727401588605,0.5453272598412269,0
10227,1,-1,1,1,-2.0,22,0,0.556979974526354,0.4430200254737059,1
10228,0,1,1,1,-3.0,22,2,0.591745281471582,0.4082547185283942,0
10229,0,-1,-1,1,,22,0,0.5552202246909584,0.4447797753090242,1
10230,1,-1,2,0,-10.0,22,-1,0.5283658463984113,0.4716341536015409,1
10231,0,1,-1,2,,22,3,0.4737666304403295,0.5262333695596805,1
10232,0,-1,-1,0,,22,-1,0.3321937174183495,0.6678062825815513,1
10233,0,-1,1,0,2.0,22,-1,0.2091478097278583,0.790852190272166,0
10234,0,-1,-1,1,,22,0,0.170842451039991,0.8291575489601197,1
10235,0,-1,-1,0,,22,-1,0.1365859496631386,0.8634140503368309,1
10236,0,-1,-1,0,,22,-1,0.105258560630125,0.8947414393699493,1
10237,0,-1,1,0,3.0,22,-1,0.075836283100274,0.9241637168996778,0
10238,0,-1,1,1,0.0,22,0,0.0747307114501052,0.9252692885497822,0
10239,0,-1,1,1,3.0,22,0,0.1007046532739232,0.8992953467261295,0
10240,0,-1,-1,1,,22,0,0.1828243057430668,0.8171756942569794,1
10241,0,-1,1,0,0.0,22,-1,0.2752276712785397,0.7247723287214078,0
10242,1,-1,-1,1,,22,0,0.5376849400117911,0.4623150599880954,0
10243,0,1,-1,0,,22,1,0.6023893597353014,0.3976106402647469,1
10244,0,-1,-1,0,,22,-1,0.615711721620577,0.384288278379412,1
10245,0,-1,-1,0,,22,-1,0.6384313552966526,0.3615686447034579,1
10246,1,-1,1,0,-2.0,22,-1,0.6712908992243795,0.328709100775569,1
10247,1,1,-1,1,,22,2,0.6633938239405084,0.3366061760595569,0
10248,1,1,1,0,0.0,22,1,0.7147727656976631,0.2852272343024206,1
10249,1,1,2,1,-10.0,22,2,0.779629584127394,0.2203704158725542,1
10250,0,1,-1,2,,22,3,0.8500658273631143,0.1499341726369699,1
10251,0,-1,-1,0,,22,-1,0.8761407564289385,0.123859243571014,1
10252,0,-1,-1,0,,22,-1,0.9134984497063718,0.0865015502935377,1
