stim*contrast_ext,previous_ext,stim*contrast_int,previous_int,AA,AB,BA,BB
20.21461822327116,0.21909027982693777,18.335662756908757,-0.12056849113428082,-0.05752199532702371,-2.884211012530901,-3.72260280133716,-0.024467885842787824
20.410788919431038,0.2395525764253289,18.48759124790042,-0.06730269358397338,-0.029998845727694415,-3.521558299834377,-3.112443428885022,-0.045512256948532316
20.20548250462671,0.21801905742918043,18.34122664051676,-0.12172951603502068,-0.024127996522820022,-3.7364221729738927,-2.8771890795809805,-0.05793930412021331
20.045721370645296,0.16975837672710853,17.32177959420094,-0.16229291423500755,-0.04546446187811121,-3.113470422535544,-4.825002952100231,-0.008058916183159417
19.85534953451827,0.10987443007464703,19.044059139150352,0.1104166988404686,-0.03748755741035317,-3.3024314279724813,-3.5153076201169555,-0.030189814226751942
20.118362689729892,0.1857997804942488,17.72623690248779,-0.1535403006084994,-0.012705048664787942,-4.372101630432827,-2.983007207007087,-0.051967541363289516
20.194647232744195,0.2376507527680013,18.636351369355545,-0.10550344445654537,-0.059216296825225105,-2.856020536372464,-3.455237579934594,-0.03208919574850679
19.896470785821915,0.15185936115839765,17.210808976478607,-0.16780699949982397,-0.03829789989746812,-3.281448054244862,-5.451580211229561,-0.004298747372203026
19.899230793725142,0.15151935343530948,17.180166073925236,-0.17524700931780704,-0.004100607391790784,-5.49866977497666,-3.277002549963909,-0.03847185704478423
20.172799625933823,0.17634307034323254,17.28254414860358,-0.1413626954268789,-0.009754908173452549,-4.634858207394935,-3.130211033265736,-0.044692571712246665
