stim*contrast,previous
-19.504071741324847,-0.11013497296306073
-19.50332729820066,-0.1101257587643262
-19.504253679528134,-0.11013594167858783
-19.5044313783162,-0.11013713917944076
-19.313097897550357,-0.10968997414517107
-19.23881668185404,-0.10981371593701242
-19.401929704722143,-0.10980053751342544
-19.4721739669338,-0.11008161938877166
-19.50442789312912,-0.1101370797579696
-19.34206585205785,-0.1099618879258073
-19.5044295096656,-0.11013552170386938
-19.504551844480105,-0.1101365670571212
-19.50457320459211,-0.11013793654037214
-19.368340388426592,-0.10965205475082923
-19.503976300442865,-0.11013451922454688
-19.375635372928993,-0.10963081668570084
-19.504429054672705,-0.11013727699094825
-19.398389760134116,-0.1097932888046052
-19.504308103084302,-0.11013635156391127
-19.346541774587863,-0.10965011652687294
-19.240866367460033,-0.10959250915887762
-19.383137480734476,-0.10968971800175766
-19.504662969125153,-0.11013812836368121
-19.504573843710272,-0.11013798562726554
-19.50430149200938,-0.11013652156694063
-19.504387113869445,-0.11013527980220073
-19.395205016881274,-0.10978062086139742
-19.395980179312907,-0.10963779799433411
-19.504272613722318,-0.11013358514604099
-19.504200304338376,-0.11013620066181928
-19.426808491593803,-0.10988014543175639
-19.262461137584342,-0.10976854480044426
-19.504371653655266,-0.11013651089696196
-19.504280300315138,-0.11013633699672132
-19.503909451574305,-0.11013439419638164
-19.33626695389799,-0.1095994042849814
-19.50463367734268,-0.11013753911264912
-19.504661044411428,-0.11013850275460531
-19.407420788308613,-0.10980412859519821
-19.50343226688754,-0.11013084924667885
-19.503764247585984,-0.11013180623130411
-19.504435075947306,-0.1101372537304706
-19.504597187713454,-0.11013809886929532
-19.50422477128713,-0.11013606092718925
-19.504536618343366,-0.11013794720250708
-19.38683547794391,-0.10990023617451998
-19.504068369267046,-0.11013505438393917
-19.39192903687469,-0.1098579320900764
-19.504538044419736,-0.1101378330260888
-19.50423193547504,-0.11013679610743128
-19.50410978178567,-0.11013573549745818
-19.504546193144165,-0.11013639124428713
-19.504707760452373,-0.1101387052376696
-19.504378103486623,-0.11013690492509856
-19.442802562447923,-0.10982313935898308
-19.411455470903746,-0.1097728180316308
-19.50456853179492,-0.11013790062419442
-19.504374931671638,-0.11013681994246953
-19.50410308544655,-0.11013509800635335
-19.345568933658306,-0.10962856701343514
-19.504082840224253,-0.11013166130008527
-19.504382153163704,-0.1101364082540392
-19.5045894692273,-0.11013811622881509
-19.50473289332724,-0.11013873879759943
-19.398289150801446,-0.10973456753767072
-19.50413359858145,-0.11013572961578683
-19.50433748493967,-0.11013667934145474
-19.504557893579932,-0.11013787828743357
-19.364929441244726,-0.10964055412568162
-19.309721729232088,-0.10983398774606187
-19.504523986716357,-0.11013772894803384
-19.503236398015858,-0.11012851378192161
-19.504747002771353,-0.11013863276182394
-19.269478297761673,-0.1096820706224156
-19.50470604744716,-0.11013820233473735
-19.504546532963705,-0.11013789533323724
-19.504047030176054,-0.11013170178842932
-19.50441501948707,-0.11013698238181631
-19.50365011812707,-0.11013211035688815
-19.401324842488574,-0.10976383418263753
-19.274098917209017,-0.10965152843853918
-19.504578141427494,-0.11013802902906386
-19.504626655548265,-0.11013778218707794
-19.37835152435797,-0.10974359431480026
-19.50454657692698,-0.11013755454937997
-19.503741571129737,-0.1101334691608605
-19.504601489971904,-0.11013823782004875
-19.3524077456196,-0.10959229072344659
-19.503982672128544,-0.11013438657258964
-19.33373889596125,-0.10965335843422015
-19.276613379393392,-0.10978908605311946
-19.32865540984983,-0.10976239125584947
-19.333165778251995,-0.10974050844058993
-19.50470076717567,-0.1101384720886253
-19.504574048883974,-0.11013712889915768
-19.504497894471257,-0.11013768444616619
-19.504624051701935,-0.11013821884002843
-19.503982523903026,-0.11013493582129746
-19.504387049466843,-0.1101351441710738
-19.408260061458666,-0.10997453608609102
