stim*contrast,previous
-2.8257395868103066,-0.9325180499934143
-2.845105058259518,-0.9326058301622557
-2.825954394253589,-0.9325306753193051
-2.8239460768654894,-0.9325239001501524
-2.8191359250342454,-0.9325050051331962
-2.825941618719369,-0.932530212407195
-2.8242688535097606,-0.9322784324687627
-2.8255141872904725,-0.9325302058100616
-2.8259809972570418,-0.9325326211607124
-2.8091069909305713,-0.932457054825575
-2.825146598884338,-0.9324162980013834
-2.8184577920597853,-0.9325029407471936
-2.8255463174969764,-0.9324726462692224
-2.8259077039584146,-0.9325285607467709
-2.8264956128852434,-0.9325006316279075
-2.825978377563499,-0.9325324313368262
-2.8276604634570406,-0.9322139140542278
-2.8259826821320115,-0.9325326790900584
-2.8179218766689553,-0.9320828913654338
-2.8259694920759473,-0.9325319782370927
-2.8163338995175846,-0.9324945612930841
-2.8259799043752603,-0.9325324670239944
-2.8259422147407416,-0.932530356155283
-2.822517097958004,-0.9325189579545927
-2.8257127664640853,-0.932491342096631
-2.8247697219003816,-0.932405015010317
-2.8226867804308906,-0.9321179965291846
-2.8259310401050004,-0.9325295271320442
-2.825983427836278,-0.9325327391222525
-2.907825624650781,-0.9328247225738124
-2.825859558850034,-0.9325258735882723
-2.8256944702711753,-0.9325164114462443
-2.8243891755723105,-0.932282727334827
-2.8140321252402893,-0.9324847129911169
-2.818632415320144,-0.9325036409437912
-2.818321776611825,-0.9325024456364441
-2.8280391380310492,-0.9325409523676607
-2.8251867513829407,-0.9324272792441342
-2.8259817535706366,-0.9325326239174186
-2.8256307651076744,-0.9325105805783568
-2.8255759783065955,-0.9325060144012023
-2.8248001591308896,-0.9323485499245918
-2.8288842701409873,-0.932321750388536
-2.8229924724411597,-0.9321724782266732
-2.817768604125404,-0.9324994384559062
-2.8259824123453336,-0.9325326557964072
-2.825974937836364,-0.9325322159605226
-2.82542189814311,-0.9322324912510426
-2.825983246450496,-0.9325327401079654
-2.8231323993726978,-0.9321940941306036
-2.829496496377903,-0.9325462964465693
-2.82597128565439,-0.9325319112152444
-2.82598174498486,-0.9325326626927564
-2.825981960780686,-0.9325326396375206
-2.8190071144926665,-0.9325050830895515
-2.825983181688392,-0.9325327204595956
-2.825101598952003,-0.9324433046033961
-2.8136516288186884,-0.9324832931271553
-2.826039445726584,-0.9325288557117614
-2.8259814271574273,-0.9325325984586579
-2.8227795730417604,-0.932519236005935
-2.825607510868846,-0.9325045896190353
-2.824772373336973,-0.932444630185164
-2.8242301204721314,-0.9323881014440939
-2.8262830901901057,-0.9325139931773906
-2.8171128198403155,-0.9324973821673377
-2.855814851636093,-0.9326495109059316
-2.8258094665222555,-0.9325221438784751
-2.825780702292374,-0.9325318215303873
-2.8250715118065903,-0.9324083768738514
-2.826409337087567,-0.9324807702744169
-2.825987149299842,-0.9325326211002358
-2.811171144114761,-0.9324700698626045
-2.805470774004022,-0.932446967360557
-2.8111555158573522,-0.9324711275630196
-2.8259830079580324,-0.9325327172491199
-2.8258674215165844,-0.9325259643068982
-2.8146111054629475,-0.9324871368744913
-2.824705687873668,-0.9323504543390817
-2.8242425315006447,-0.9325240978999529
-2.8259832654152195,-0.9325327406762546
-2.8216638922653052,-0.9321920055381626
-2.8236755385759515,-0.9325236443715667
-2.8259760465924413,-0.9325322998693053
-2.822240716793257,-0.9323055078422431
-2.8259818384722246,-0.9325326331576536
-2.822802197497006,-0.9321754997769014
-2.813398290004435,-0.9324814528299887
-2.824870859994071,-0.9324296080711146
-2.8259815404563646,-0.9325326461213279
-2.812082079589618,-0.9324774955501017
-2.814722434297057,-0.9324876890615006
-2.8259850363527197,-0.9325327458414255
-2.8258552960898844,-0.9325256508406647
-2.8252722578192166,-0.9320626932237299
-2.81429525210245,-0.9324816818896543
-2.8259811805270902,-0.9325326312757123
-2.825363304373202,-0.9324569842034226
-2.824161591286631,-0.9325237137825115
-2.8237627756534027,-0.9325240124474237
