theta,prev_resp,bias
-0.9146327091971054,-0.2962950349002746,-0.14200516466939098
-0.9146316049172294,-0.29632706405264064,-0.14201677307010036
-0.9143820749868357,-0.2961340627811451,-0.14205207953924373
-0.9146230758142355,-0.29629347444444426,-0.14203192436708834
-0.9144312370842937,-0.2961918814282243,-0.14206741989736466
-0.9147651061723934,-0.29612777184568245,-0.1420905728563859
-0.914569024567281,-0.29641400957813485,-0.14208863421694481
-0.9146327161451009,-0.2962953260962514,-0.14200517724934097
-0.9146206251810451,-0.2963045902217667,-0.14199438320636387
-0.9145903068763016,-0.29622016377409766,-0.14210685013673954
-0.914611274367535,-0.2961625689819454,-0.14217035760486493
-0.9146331007717418,-0.2962955674554311,-0.14200526668020053
-0.9146275336223592,-0.2962968863104127,-0.14200789574562103
-0.9146343444653962,-0.2962348474989735,-0.14200754866120488
-0.9146398624924003,-0.29621692314134485,-0.14211863435189742
-0.914717923137331,-0.2962927194568193,-0.1420068616266525
-0.9146426501628991,-0.29628985729289004,-0.1420259565401552
-0.9146244843211839,-0.2962953080235705,-0.14201247761752636
-0.9146990391543859,-0.2962519592336621,-0.14201116691072027
-0.9146492905711144,-0.2963158824159058,-0.14202370895111605
-0.9147317857766686,-0.2962274883054013,-0.14203286459664152
-0.9146326893241635,-0.29629530286240446,-0.14200544833808665
-0.9146049058361865,-0.29629124695201114,-0.14198917767464214
-0.9146329827876283,-0.29629543889460425,-0.14200534622160038
-0.9146368056684511,-0.29628205303376987,-0.1420636738546015
-0.9146754695746416,-0.29626353733144756,-0.14205195507723245
-0.9146289372538258,-0.29627911465081463,-0.1420125837788327
-0.9146235746221948,-0.29629534980253774,-0.14199829180072399
-0.9146328288446914,-0.29629547408495277,-0.14200533810164007
-0.9146327822538397,-0.29629530240351576,-0.14200511249302866
-0.9146488602131403,-0.2962358299315645,-0.14213059764338912
-0.9146618982356242,-0.29651370915721464,-0.1421812658503207
-0.9147126260366806,-0.29622712082481684,-0.14202999068797942
-0.9146615475055756,-0.29642403133950473,-0.1420481593212723
-0.9144796072790442,-0.2963274575560115,-0.14189824683203314
-0.9146595795489844,-0.2962459549593113,-0.14187759116737386
-0.9146336990653893,-0.2961770551521757,-0.1421487230694301
-0.9146329270416155,-0.2962955210171984,-0.1420050767174661
-0.9146626261178958,-0.2961885511150547,-0.1421739607716072
-0.9146173127898913,-0.29616829746675,-0.1421670223014281
-0.9146220401338003,-0.29627944904634335,-0.1420596844946509
-0.914229370452485,-0.29606097825387945,-0.1419701240556527
-0.9146330771491203,-0.2962954746563288,-0.14200521604044603
-0.9146639695440926,-0.29627544934204925,-0.1419930971021676
-0.9146328911936858,-0.2962954657023042,-0.14200505317795067
-0.9146324941442552,-0.2962949040759086,-0.14200508611462487
-0.9146327353835266,-0.2962952113410372,-0.14200515359644333
