theta,prev_resp,bias
-0.9145488861442397,-0.2964279791655539,-0.14229145207579166
-0.914699682300664,-0.29625510932901983,-0.1420327807975405
-0.9146333589363304,-0.29629540435803636,-0.14200570863733222
-0.9146262031735299,-0.29627424434223704,-0.14208699305351535
-0.9146329814791899,-0.29629545480134867,-0.1420053349516276
-0.9146328296304412,-0.29629533389595586,-0.1420050128761102
-0.9146682416886069,-0.2962260274917336,-0.14204272825132602
-0.9146330957811314,-0.2962955285371839,-0.14200516500203064
-0.914632858455514,-0.29629527621413104,-0.14200519245309903
-0.9146556511158033,-0.29629441219586555,-0.14201862271148058
-0.9145321719959951,-0.29614522432751156,-0.14165901411712137
-0.9146374960061449,-0.296282563084177,-0.1420594167746881
-0.914633133784566,-0.29629556303805177,-0.14200527513181785
-0.9145969950778978,-0.2962788794473611,-0.14208513821683003
-0.914520867496606,-0.2963010052842174,-0.1420382468561113
-0.9146330436409584,-0.2962955355242895,-0.14200528657075143
-0.9146570160434458,-0.2964496730803498,-0.1420598692759688
-0.9146369184205881,-0.29628687597004955,-0.1419855652564188
-0.9146319443103184,-0.29629447853010304,-0.14200497202226067
-0.9145626742998602,-0.29606083245126613,-0.1422280436246317
-0.9146565340458107,-0.29640658428863487,-0.14203451367153352
-0.9146329614552493,-0.29629546757286707,-0.14200533115301395
-0.9146201692911735,-0.2962929741457081,-0.14203264914857056
-0.9146157506601568,-0.29642095339969743,-0.14205376619040902
-0.914641496732185,-0.2963676164011107,-0.1420291334229299
-0.914606925242271,-0.2961574833292958,-0.14207523485409757
-0.914578739622673,-0.2963701554314879,-0.1421475806041746
-0.9147141546205284,-0.2961834347474258,-0.14192559073475075
-0.9144940317626697,-0.29639549989391106,-0.1419105703496788
-0.914633014051377,-0.2962955172877015,-0.14200529801405765
-0.9146334309568341,-0.2962954070447324,-0.14200577782970294
-0.9146278849617056,-0.2962873853691879,-0.14200852809350611
-0.914644485052217,-0.2962434906861862,-0.1421424040806936
-0.9146954546578525,-0.29629133058437224,-0.14200482960089897
-0.9146363754323409,-0.2962550578121299,-0.14205404681250547
-0.9145092157698154,-0.29625194809908284,-0.1419904956142449
-0.9146677573754132,-0.2963283962021939,-0.1421622382144046
-0.9146235444124645,-0.29630213914207043,-0.14199593287447734
-0.9146292141532966,-0.2962955561824313,-0.14200187623851704
-0.9146328785496326,-0.29629554960679827,-0.14200500450867637
-0.9147088235935797,-0.2962421365011792,-0.14204451707090535
-0.9146330215308787,-0.29629550111274877,-0.142005122178395
-0.914627203357805,-0.29625907887576897,-0.14204948411947282
-0.9146326711781902,-0.29629536652907523,-0.14200508080649094
-0.9146282049375517,-0.29628470216969943,-0.14206074343146666
-0.9146614118314886,-0.29622974442616246,-0.14199668470033888
-0.9146460587702133,-0.29630672683778525,-0.14210377525307874
-0.9146102254214984,-0.2963081199295057,-0.14198615083407676
-0.9146244979595745,-0.2962371285276708,-0.14212472987642238
-0.9145090745335546,-0.2962168127646291,-0.14205486091079006
-0.9146192480138959,-0.29630019061644824,-0.1419927816095234
-0.9146331343250249,-0.296295589876937,-0.14200527757624506
-0.914638294131459,-0.29626179240017164,-0.14205861053751306
