orientation_ext,prev_resp_ext,bias_ext,orientation_int,prev_resp_int,bias_int,AA,AB,BA,BB
1.16596670642098,0.07017629083782698,0.7480919813936711,0.7497669892690343,0.2575194396439308,-0.6062024194598091,-0.03249860385062328,-3.4427634446886506,-2.9786789030602043,-0.05219894696296276
1.1675625997805155,0.07032007002504922,0.7511928238913669,0.7508974128025017,0.2561265731502596,-0.6058430062256037,-0.05240370362237832,-2.974865441926325,-3.435560077174317,-0.03273743631608111
1.1669537701742685,0.07001344970961774,0.7504415589145325,0.7507644788591765,0.25721570109162006,-0.6042475257274889,-0.032614805511507576,-3.439252018163935,-2.979156957302017,-0.05217333671906236
1.1671050408242238,0.07028588941128833,0.7501167610125873,0.7505225638716901,0.2570317246120038,-0.6046654954374786,-0.05222569184277853,-2.9781799259960664,-3.4391882424694287,-0.032616919904746036
1.1647439674151532,0.07631035478432933,0.7306162370455181,0.7351236771140135,0.25809656326997915,-0.6219879481558231,-0.053928585541115855,-2.9469377145186844,-3.457018856276432,-0.03203116241707439
1.1650083310869253,0.07281061763676895,0.7403124115819443,0.7454435378525216,0.2591242462869209,-0.6084257807518152,-0.03213348487996336,-3.453880369304832,-2.974581360388524,-0.05241898980388516
1.1672169069639013,0.07020028338329055,0.7506869515720235,0.7509244436079825,0.2570083873455381,-0.6040006292256297,-0.052158282319579904,-2.979438083024502,-3.438871848345741,-0.03262741156613067
1.1670989164073124,0.06998109438111319,0.7504783645081846,0.7505786473682645,0.25718906403405883,-0.6044464746317264,-0.052196283441717624,-2.978728610527303,-3.4390828934591577,-0.032620412907814984
1.1089223288698415,0.22783749932600666,0.2537745653388512,0.42919613867030343,0.46578733831459584,-0.07683778065978336,-0.00042443096055099405,-7.764973410513626,-18.220147663303102,-1.2220540321081197e-08
1.1640556668305821,0.07746440001163185,0.7249266570980325,0.730442932884576,0.26062642534702646,-0.6228544102716971,-0.031744759945477104,-3.4658579999358845,-2.9464288525871014,-0.05395678876066549
